label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460649.6271527777,2024-12-05T03:03:06.000,1.0,0,-11.0,5.0,-11.0,5.0,1951.4955777616544,1951.4955777616544,1951.4955777616544,105.1924998724155,105.1924998724155,105.1924998724155
2,2460649.6271527777,2024-12-05T03:03:06.000,67.0,0.9175384479038239,-3.5820895522388057,6.970149253731336,-3.5801955399714025,6.966830490564064,1983.7288490331634,1950.7236982184515,2026.9746800672322,124.72098184049456,109.71687360651943,132.2627566232668
3,2460649.6675694445,2024-12-05T04:01:18.000,656.0,0.9842666995036157,-6.172256097560975,60.11432926829269,-6.146964398113184,60.31128319886068,2003.0077299099812,1950.0716706384624,2223.00716660252,119.50014965511747,95.72936390170327,144.31975185500664
4,2460649.730388889,2024-12-05T05:31:45.600,8.0,0.9128709291752769,-3.0,114.5,-2.998239751151335,114.49984196996115,1960.7721434742768,1950.3790860520633,1971.483706577412,121.55549263083755,117.59820790978047,124.39551245603
5,2460649.753890306,2024-12-05T06:05:36.122,15.0,0.8333069209571575,9.266666666666666,133.4,9.26553566114414,133.40433807218122,1978.8267509525517,1954.0469460449497,2011.4314881373261,138.88028986475726,107.9470213959278,159.4125175755265
6,2460649.7914583334,2024-12-05T06:59:42.000,2.0,1.0,-14.0,171.5,-14.0,171.49900538780753,1957.6858827135507,1953.791606217582,1961.5801592095195,92.76363420873322,91.47924355177327,94.04802486569318
7,2460649.7987152776,2024-12-05T07:10:09.000,9.0,0.6945875203623408,0.8888888888888893,177.33333333333334,0.8886150808996387,177.33197144597585,1960.546573067465,1951.2053193434358,1980.2612270123982,125.92206376757707,119.26200999773967,134.58875666355132
8,2460649.7987152776,2024-12-05T07:10:09.000,13.0,0.8190050248742256,6.0,182.46153846153845,6.001275686291143,182.46303929250334,1968.810585143525,1950.4604961504422,1986.2176607317483,139.31399582861295,124.90848955795894,145.81089951907433
9,2460649.8059722222,2024-12-05T07:20:36.000,18.0,0.9956078867438453,-13.833333333333332,191.94444444444446,-13.834922138164426,191.95185576127577,1974.8781083441527,1950.656844377546,2002.300885151991,93.5636234442928,89.39591857346527,96.6698055979095
10,2460649.813229167,2024-12-05T07:31:03.000,51.0,0.9144351948440856,-2.9215686274509807,206.94117647058823,-2.925755194659896,206.9329948221379,1983.0850928480188,1950.757283520885,2040.3067779449552,124.54504436510942,104.64879153349997,136.75247272694025
11,2460649.590798611,2024-12-05T02:10:45.000,1.0,0,-3.0,345.0,-3.0,345.0,1955.5934243310785,1955.5934243310785,1955.5934243310785,122.36665032033187,122.36665032033187,122.36665032033187
12,2460649.590798611,2024-12-05T02:10:45.000,1.0,0,15.0,346.0,15.0,346.0,1954.5337455128713,1954.5337455128713,1954.5337455128713,72.88475084007655,72.88475084007655,72.88475084007655
13,2460649.590798611,2024-12-05T02:10:45.000,176.0,0.252738838255318,-6.579545454545453,353.96590909090907,-6.56348083604917,353.9941851576986,1990.458116988527,1950.8540338496923,2058.743783612122,112.78290175376064,95.13585816369658,130.1180330220832
