Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241128-20241128 NEDF A,1,N/A,0.0,6,36,1876.2882080078125,156.0477294921875
xyPcldmax,20241128-20241128 NEDF A,1,N/A,0.0,-4,25,1915.5357666015625,111.99967956542969
xyPcldmax,20241128-20241128 NEDF A,2,N/A,0.0,7,44,2025.684326171875,136.44189453125
