Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241115-20241115,1,N/A,0.0,3,38,1781.49072265625,159.2332763671875
xyfnh3max,20241115-20241115,2,2024-11-15T04:54:37.680,2460629.704602778,3,68,1896.7203369140625,121.29986572265625
xyfnh3max,20241115-20241115,3,2024-11-15T05:14:00.000,2460629.7180555556,3,95,1831.16064453125,130.41836547851562
xyfnh3max,20241115-20241115,4,2024-11-15T05:55:34.163,2460629.746923186,3,124,1932.72705078125,157.8606414794922
xyfnh3max,20241115-20241115,5,2024-11-15T06:25:40.800,2460629.7678333335,3,143,1916.5755615234375,160.33856201171875
xyfnh3max,20241115-20241115,6,2024-11-15T06:52:07.317,2460629.7861957997,-3,166,1864.2574462890625,109.38927459716797
xyfnh3max,20241115-20241115,7,2024-11-15T07:11:35.250,2460629.7997135418,5,191,1724.3048095703125,144.38243103027344
xyfnh3max,20241115-20241115,8,2024-11-15T07:21:32.400,2460629.806625,3,203,1789.1640625,142.77841186523438
xyPcldmax,20241115-20241115,1,N/A,0.0,-9,36,1988.486083984375,121.61381530761719
xyPcldmax,20241115-20241115,2,2024-11-15T04:35:24.000,2460629.69125,-10,46,2008.31982421875,104.33670043945312
xyPcldmax,20241115-20241115,3,2024-11-15T05:03:54.000,2460629.7110416666,-9,79,1933.2562255859375,92.68060302734375
xyPcldmax,20241115-20241115,4,2024-11-15T05:06:45.000,2460629.7130208337,-8,86,1941.2191162109375,92.74580383300781
xyPcldmax,20241115-20241115,5,2024-11-15T05:51:00.612,2460629.743757087,-1,122,2004.210693359375,137.46058654785156
xyPcldmax,20241115-20241115,6,2024-11-15T06:25:40.800,2460629.7678333335,-1,142,1971.89013671875,135.92056274414062
xyPcldmax,20241115-20241115,7,2024-11-15T07:02:25.500,2460629.7933506947,-3,179,2004.1380615234375,112.61326599121094
xyPcldmax,20241115-20241115,8,2024-11-15T07:19:27.000,2460629.8051736113,-3,197,1961.41650390625,111.216796875
xyPcldmin,20241115-20241115,1,N/A,0.0,7,37,1734.569091796875,140.06613159179688
xyPcldmin,20241115-20241115,2,2024-11-15T04:52:39.913,2460629.7032397348,10,66,1789.3873291015625,83.57685852050781
xyPcldmin,20241115-20241115,3,2024-11-15T05:06:45.000,2460629.7130208337,7,88,1690.7613525390625,101.46884155273438
xyPcldmin,20241115-20241115,4,2024-11-15T05:33:20.816,2460629.7314909296,9,111,1673.8065185546875,102.15174865722656
xyPcldmin,20241115-20241115,5,2024-11-15T06:18:49.920,2460629.7630777783,9,137,1702.96484375,106.58982849121094
xyPcldmin,20241115-20241115,6,2024-11-15T06:40:02.939,2460629.7778117913,-6,149,1816.8502197265625,105.37956237792969
xyPcldmin,20241115-20241115,7,2024-11-15T06:48:59.455,2460629.784021464,9,163,1627.434326171875,70.0755386352539
xyPcldmin,20241115-20241115,8,2024-11-15T06:58:30.000,2460629.790625,8,172,1601.71728515625,80.8453369140625
xyPcldmin,20241115-20241115,9,2024-11-15T07:08:58.000,2460629.7978935186,6,183,1530.34130859375,116.14517211914062
xyPcldmin,20241115-20241115,10,2024-11-15T07:08:58.000,2460629.7978935186,-7,188,1808.6083984375,97.50279235839844
xyPcldmin,20241115-20241115,11,2024-11-15T07:19:27.000,2460629.8051736113,10,196,1679.27294921875,91.94120788574219
