Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20220919-20220919,1,2022-09-19T04:53:24.000,2459841.70375,6,14,1913.597900390625,139.96633911132812
xyfnh3max,20220919-20220919,2,2022-09-19T04:53:24.000,2459841.70375,-5,20,1886.37841796875,130.33187866210938
xyfnh3max,20220919-20220919,3,2022-09-19T04:53:24.000,2459841.70375,-3,25,1809.9462890625,129.67369079589844
xyfnh3max,20220919-20220919,4,2022-09-19T04:53:24.000,2459841.70375,0,33,1782.3643798828125,134.391357421875
xyfnh3max,20220919-20220919,5,2022-09-19T04:53:24.000,2459841.70375,6,48,1735.781005859375,138.3039093017578
xyfnh3max,20220919-20220919,6,2022-09-19T04:53:24.000,2459841.70375,-9,48,1800.1016845703125,120.3869857788086
xyfnh3max,20220919-20220919,7,2022-09-19T03:52:18.000,2459841.6613194444,-8,313,1950.0462646484375,160.52133178710938
xyfnh3max,20220919-20220919,8,2022-09-19T03:52:18.000,2459841.6613194444,5,314,1857.5076904296875,168.37355041503906
xyfnh3max,20220919-20220919,9,2022-09-19T03:52:18.000,2459841.6613194444,-10,329,2011.67919921875,147.3585662841797
xyfnh3max,20220919-20220919,10,2022-09-19T03:52:18.000,2459841.6613194444,-10,336,2035.412353515625,138.81959533691406
xyfnh3max,20220919-20220919,11,2022-09-19T03:52:18.000,2459841.6613194444,5,339,1827.8935546875,168.55035400390625
xyfnh3max,20220919-20220919,12,2022-09-19T03:52:18.000,2459841.6613194444,-4,340,1896.124267578125,132.12843322753906
xyfnh3max,20220919-20220919,13,2022-09-19T03:52:18.000,2459841.6613194444,5,351,1780.32275390625,163.65267944335938
xyfnh3min,20220919-20220919,1,2022-09-19T04:53:24.000,2459841.70375,-4,6,1815.9281005859375,111.71781158447266
xyfnh3min,20220919-20220919,2,2022-09-19T04:53:24.000,2459841.70375,-5,44,1774.1907958984375,103.73001098632812
xyfnh3min,20220919-20220919,3,N/A,0.0,-7,304,1756.193359375,104.38639831542969
xyfnh3min,20220919-20220919,4,2022-09-19T03:52:18.000,2459841.6613194444,-7,314,1919.7900390625,87.94110870361328
xyfnh3min,20220919-20220919,5,2022-09-19T03:52:18.000,2459841.6613194444,-1,319,1627.7938232421875,111.80672454833984
xyfnh3min,20220919-20220919,6,2022-09-19T03:52:18.000,2459841.6613194444,11,324,1753.1929931640625,79.06751251220703
xyfnh3min,20220919-20220919,7,2022-09-19T03:52:18.000,2459841.6613194444,0,329,1582.2113037109375,108.02876281738281
xyfnh3min,20220919-20220919,8,2022-09-19T03:52:18.000,2459841.6613194444,-7,334,1977.427734375,114.00678253173828
xyfnh3min,20220919-20220919,9,2022-09-19T03:52:18.000,2459841.6613194444,-1,339,1651.0311279296875,113.06550598144531
xyfnh3min,20220919-20220919,10,2022-09-19T03:52:18.000,2459841.6613194444,11,347,1877.6053466796875,81.17314147949219
xyfnh3min,20220919-20220919,11,2022-09-19T03:52:18.000,2459841.6613194444,-3,352,1677.78466796875,109.73751068115234
xyPcldmax,20220919-20220919,1,2022-09-19T04:53:24.000,2459841.70375,-10,6,1858.1778564453125,113.239501953125
xyPcldmax,20220919-20220919,2,2022-09-19T04:53:24.000,2459841.70375,-5,11,1875.745361328125,115.30149841308594
xyPcldmax,20220919-20220919,3,2022-09-19T04:53:24.000,2459841.70375,6,16,1992.8651123046875,133.12957763671875
xyPcldmax,20220919-20220919,4,2022-09-19T04:53:24.000,2459841.70375,6,23,1998.045654296875,125.1957015991211
xyPcldmax,20220919-20220919,5,2022-09-19T04:53:24.000,2459841.70375,-5,23,1945.7039794921875,123.63288116455078
xyPcldmax,20220919-20220919,6,2022-09-19T04:53:24.000,2459841.70375,-9,49,1823.6197509765625,110.65330505371094
xyPcldmax,20220919-20220919,7,2022-09-19T03:52:18.000,2459841.6613194444,6,315,1893.0118408203125,156.09523010253906
xyPcldmax,20220919-20220919,8,2022-09-19T03:52:18.000,2459841.6613194444,-9,317,2108.01953125,134.0345916748047
xyPcldmax,20220919-20220919,9,2022-09-19T03:52:18.000,2459841.6613194444,-10,325,2107.2080078125,144.10821533203125
xyPcldmax,20220919-20220919,10,2022-09-19T03:52:18.000,2459841.6613194444,6,343,1911.35791015625,154.61135864257812
xyPcldmin,20220919-20220919,1,2022-09-19T04:53:24.000,2459841.70375,-7,5,1738.9493408203125,120.61724090576172
xyPcldmin,20220919-20220919,2,2022-09-19T04:53:24.000,2459841.70375,1,5,1757.40478515625,128.55084228515625
xyPcldmin,20220919-20220919,3,2022-09-19T04:53:24.000,2459841.70375,-1,15,1797.1800537109375,124.76522827148438
xyPcldmin,20220919-20220919,4,2022-09-19T04:53:24.000,2459841.70375,0,48,1643.25048828125,126.91356658935547
xyPcldmin,20220919-20220919,5,N/A,0.0,-4,302,1543.035400390625,125.29257202148438
xyPcldmin,20220919-20220919,6,2022-09-19T03:52:18.000,2459841.661319445,10,309,1705.79833984375,85.35201263427734
xyPcldmin,20220919-20220919,7,2022-09-19T03:52:18.000,2459841.6613194444,9,319,1645.2442626953125,96.53153991699219
xyPcldmin,20220919-20220919,8,2022-09-19T03:52:18.000,2459841.6613194444,3,320,1550.1639404296875,130.0895233154297
xyPcldmin,20220919-20220919,9,2022-09-19T03:52:18.000,2459841.6613194444,6,329,1556.738037109375,132.57179260253906
xyPcldmin,20220919-20220919,10,2022-09-19T03:52:18.000,2459841.6613194444,1,339,1612.05615234375,120.11407470703125
xyPcldmin,20220919-20220919,11,2022-09-19T03:52:18.000,2459841.6613194444,1,344,1617.314453125,122.71148681640625
xyPcldmin,20220919-20220919,12,2022-09-19T03:52:18.000,2459841.6613194444,9,353,1709.4129638671875,103.1173095703125
