Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,2022-09-01T06:04:54.000,2459823.753402778,5,290,10,70,113.34339707154416,1825.5638573457347,0.7019608020782471
1,2022-09-01T06:04:54.000,2459823.753402778,10,288,5,72,148.18289115384283,1825.968354545698,0.7176470756530762
2,2022-09-01T06:04:54.000,2459823.753402778,14,287,1,73,138.44868128508884,1735.6058293875656,0.7176470756530762
3,2022-09-01T06:04:54.000,2459823.753402778,21,287,-6,73,111.5268693523343,1817.951640584533,0.729411780834198
4,2022-09-01T06:04:54.000,2459823.753402778,25,278,-10,82,119.97615645604621,1931.9128155948038,0.7647058963775635
5,2022-09-01T06:04:54.000,2459823.753402778,10,277,5,83,134.47985116421083,1817.4446692897634,0.7803921699523926
6,2022-09-01T06:04:54.000,2459823.753402778,16,270,-1,90,121.17920334523292,1782.3519524549738,0.8313725590705872
7,2022-09-01T06:04:54.000,2459823.753402778,8,266,7,94,114.25640413921069,1766.7617445197232,0.8156862854957581
8,2022-09-01T06:04:54.000,2459823.753402778,13,262,2,98,125.42250234739458,1751.2425381637036,0.8156862854957581
9,2022-09-01T06:04:54.000,2459823.753402778,19,262,-4,98,116.53477774249467,1851.1214810489212,0.8235294222831726
10,2022-09-01T06:04:54.000,2459823.753402778,24,259,-9,101,116.30448696374485,1944.8253991186,0.7862745225429535
11,2022-08-31T07:26:52.588,2459822.8103308827,14,254,1,106,122.2253357805069,1655.4750227136278,0.8096885926583234
12,2022-08-31T06:02:00.000,2459822.751388889,7,251,8,109,114.56443850410051,1731.6413678627105,0.7960784435272217
13,2022-08-31T06:02:00.000,2459822.751388889,25,245,-10,115,107.77689719737762,1975.473452125953,0.7901960909366608
14,2022-08-31T06:02:00.000,2459822.751388889,15,244,0,116,113.52373245705442,1685.5320292143463,0.8372549116611481
15,2022-08-31T06:02:00.000,2459822.751388889,22,239,-7,121,107.82883148362386,1906.7582018979083,0.8549019694328308
16,2022-08-31T06:02:00.000,2459822.751388889,19,233,-4,127,113.4952970181082,1756.3919659546984,0.843137264251709
17,2022-08-31T06:02:00.000,2459822.751388889,13,233,2,127,123.66542002115749,1732.53303316451,0.8490196168422699
18,2022-08-30T23:09:44.571,2459822.4650992067,25,227,-10,133,117.15051042632356,1908.9504478233243,0.85910364985466
19,2022-08-30T05:59:06.000,2459821.749375,8,224,7,136,104.29708399958558,1729.7110830059637,0.903386815027757
20,2022-08-30T05:59:06.000,2459821.749375,24,221,-9,139,119.61540170987713,1906.9107399271559,0.9333333373069763
21,2022-08-30T05:59:06.000,2459821.749375,14,217,1,143,115.83019059147365,1723.7843954654911,0.9686274528503418
22,2022-08-30T05:59:06.000,2459821.749375,5,217,10,143,102.91156664374832,1724.674526673822,0.8980392217636108
23,2022-08-30T05:59:06.000,2459821.749375,25,213,-10,147,122.4763520596856,1959.5717299405114,0.929411768913269
24,2022-08-29T06:03:39.000,2459820.752534722,19,196,-4,164,120.89173796233183,1803.3628408003017,0.7745098173618317
25,2022-08-29T06:03:39.000,2459820.752534722,10,195,5,165,125.92114612726587,1716.8271572960543,0.8333333432674408
26,2022-08-28T06:08:12.000,2459819.7556944443,13,185,2,175,132.81681317812868,1683.8885766408962,0.8784313797950745
27,2022-08-28T06:08:12.000,2459819.7556944443,15,176,0,184,122.78100601949545,1760.064817998754,0.9450980424880981
28,2022-08-28T06:08:12.000,2459819.7556944443,9,174,6,186,109.90780469220213,1753.8491451625207,0.9960784316062927
29,2022-08-28T06:08:12.000,2459819.7556944443,20,171,-5,189,109.96409238695739,1747.562712070771,0.9215686321258545
30,2022-08-28T06:08:12.000,2459819.7556944443,11,166,4,194,121.75743911425434,1670.215692768082,0.95686274766922
31,2022-08-28T06:08:12.000,2459819.7556944443,18,164,-3,196,111.45540658259843,1765.1467961095832,0.9098039269447327
32,2022-08-28T06:08:12.000,2459819.7556944443,21,155,-6,205,107.93495583774512,1821.2644222057318,0.8823529481887817
33,2022-08-28T06:08:12.000,2459819.7556944443,22,148,-7,212,106.10142981413811,1780.8093517775208,0.843137264251709
34,2022-08-28T06:08:12.000,2459819.7556944443,10,144,5,216,119.79575253108288,1711.8006799694977,0.8117647171020508
35,2022-08-28T06:08:12.000,2459819.7556944443,21,139,-6,221,105.5410783540904,1699.4384370846278,0.7568627595901489
