label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460642.681848291,2024-11-28T04:21:51.692,25.0,0.8946678505836887,6.92,43.639999999999986,6.920426636448488,43.64271173054624,2013.538903259444,2000.0005227883703,2039.311873604726,137.69795002062233,126.50277356235112,147.55006141259557
2,2460642.702152778,2024-11-28T04:51:06.000,288.0,0.9499793189008403,-2.1597222222222214,58.423611111111086,-2.131939474825799,58.42092530604799,2056.6866181561845,2000.1300914176018,2184.132286182602,134.30039227308353,104.67792207351333,150.41964766168596
3,2460642.7774131945,2024-11-28T06:39:28.500,1.0,0,15.0,128.0,15.0,128.0,2000.2005398967717,2000.2005398967717,2000.2005398967717,86.36236661006272,86.36236661006272,86.36236661006272
4,2460642.7781111114,2024-11-28T06:40:28.800,7.0,0.919086216741456,9.714285714285715,130.28571428571428,9.712829570281983,130.28786609298163,2017.3029845513342,2005.870962967371,2025.032319983677,127.49615419958221,116.5890238097872,135.7876323874211
5,2460643.5329356063,2024-11-29T00:47:25.636,3.0,0.97372313034591,-5.333333333333332,208.0,-5.333083632340987,208.00006268326234,2001.9916917933115,2000.4919938569715,2004.6146135546371,120.13851543199121,116.78255264310916,122.0291555053494
6,2460643.760190972,2024-11-29T06:14:40.500,63.0,0.7235492283127068,-4.6984126984126995,269.25396825396825,-4.708222955146262,269.2575298249445,2032.9106985148562,2000.614803592924,2080.7087771698193,112.9805611466198,101.49498065824204,120.85125434421744
7,2460643.776617647,2024-11-29T06:38:19.765,27.0,0.9352184090852083,-1.481481481481481,288.3333333333333,-1.4809286331777578,288.3346802859095,2010.8695623906533,2001.0197747851223,2024.5980572247588,122.86980710437403,114.12091955296793,128.7018807551683
8,2460643.8193576387,2024-11-29T07:39:52.500,7.0,0.377964473009227,-11.0,323.2857142857143,-11.000187544797878,323.28546378931435,2005.2674315327788,2000.184426027941,2010.2901305839114,107.48642903305274,105.44635834039514,109.33419441242238
9,2460643.8193576387,2024-11-29T07:39:52.500,15.0,0.7211102550927979,-4.866666666666667,324.5333333333333,-4.8654376000612345,324.53285977759094,2011.788305127227,2000.207427106079,2020.6709316915403,120.29604608874723,108.67642998814544,125.92445902778819
10,2460643.833888889,2024-11-29T08:00:48.000,44.0,0.9097536899242812,-2.84090909090909,352.09090909090907,-2.8388429976421463,352.09681981410006,2023.629082678917,2000.533867959759,2061.619587044439,121.54688662399545,111.54278246961789,127.29154633848799
