Type,No.,Lat,Lon,PCld,fNH3
xyfnh3max,1,-1,40,1696.2279052734375,136.29588317871094
xyfnh3max,2,-6,49,1661.2427978515625,131.57159423828125
xyfnh3max,3,4,67,1731.85791015625,155.42898559570312
xyfnh3max,4,8,78,1835.46044921875,172.7751007080078
xyfnh3max,5,-10,87,1807.5146484375,125.94937896728516
xyfnh3max,6,7,119,1962.7587890625,190.1092071533203
xyfnh3max,7,4,164,1634.754150390625,134.53323364257812
xyfnh3max,8,6,174,1820.307861328125,139.16380310058594
xyfnh3max,9,-6,179,1817.82080078125,139.26754760742188
xyfnh3max,10,-8,186,1791.791259765625,139.62347412109375
xyfnh3max,11,5,192,1695.1396484375,149.4376678466797
xyfnh3max,12,7,282,1753.280029296875,118.66117858886719
xyfnh3max,13,3,301,1721.8385009765625,134.24172973632812
xyfnh3max,14,4,321,1783.406005859375,147.51585388183594
xyfnh3max,15,3,338,1652.2310791015625,129.2568359375
xyfnh3min,1,10,47,1647.922119140625,76.40885925292969
xyfnh3min,2,-4,52,1632.38427734375,109.1733169555664
xyfnh3min,3,-8,64,1852.2637939453125,113.81128692626953
xyfnh3min,4,-6,75,1815.487060546875,104.13189697265625
xyfnh3min,5,-3,99,1635.61962890625,105.29197692871094
xyfnh3min,6,-5,119,1690.348876953125,109.97882080078125
xyfnh3min,7,-5,131,1716.6246337890625,113.2645034790039
xyfnh3min,8,-4,147,1685.484619140625,109.25349426269531
xyfnh3min,9,0,282,1581.0682373046875,93.9092788696289
xyfnh3min,10,-10,299,1801.3758544921875,94.37349700927734
xyfnh3min,11,-2,299,1649.384521484375,105.32749938964844
xyfnh3min,12,-2,345,1646.2109375,113.192138671875
xyPcldmax,1,3,40,1774.96044921875,120.33918762207031
xyPcldmax,2,4,66,1775.7314453125,150.11053466796875
xyPcldmax,3,9,77,1855.935546875,162.27047729492188
xyPcldmax,4,8,121,2012.71826171875,180.2284698486328
xyPcldmax,5,10,147,1855.17626953125,107.00211334228516
xyPcldmax,6,8,173,1854.691650390625,132.48944091796875
xyPcldmax,7,10,186,1786.9959716796875,116.6127700805664
xyPcldmax,8,-7,194,1794.8155517578125,136.0890655517578
xyPcldmax,9,7,291,1841.5113525390625,113.84982299804688
xyPcldmax,10,8,297,1880.279541015625,116.3982162475586
xyPcldmax,11,8,310,1852.524169921875,127.46809387207031
xyPcldmax,12,2,322,1814.935546875,144.68902587890625
xyPcldmin,1,9,41,1613.395263671875,99.95360565185547
xyPcldmin,2,-3,50,1596.764892578125,114.89045715332031
xyPcldmin,3,5,55,1588.5615234375,118.57948303222656
xyPcldmin,4,0,55,1591.866943359375,120.65574645996094
xyPcldmin,5,-1,82,1704.11328125,132.34161376953125
xyPcldmin,6,1,103,1563.4315185546875,122.05335998535156
xyPcldmin,7,11,113,1736.689697265625,109.49594116210938
xyPcldmin,8,0,117,1615.9921875,130.5690155029297
xyPcldmin,9,-3,132,1661.1395263671875,118.17510986328125
xyPcldmin,10,8,134,1696.5172119140625,122.65421295166016
xyPcldmin,11,-1,139,1669.052978515625,129.97576904296875
xyPcldmin,12,5,159,1569.163330078125,123.20006561279297
xyPcldmin,13,0,179,1677.82275390625,129.15528869628906
xyPcldmin,14,0,283,1534.7803955078125,100.03357696533203
xyPcldmin,15,11,289,1718.1224365234375,97.62445831298828
xyPcldmin,16,0,308,1597.9505615234375,119.9703598022461
xyPcldmin,17,11,308,1745.316650390625,108.78199005126953
xyPcldmin,18,10,315,1742.26025390625,110.18101501464844
xyPcldmin,19,0,346,1602.4364013671875,116.9914779663086
xyPcldmin,20,1,356,1608.987548828125,125.95897674560547
