Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20250117-20250117,1,2025-01-17T04:03:57.000,2460692.669409722,4,9,1887.5068359375,135.57432556152344
xyfnh3max,20250117-20250117,2,2025-01-17T04:03:57.000,2460692.669409722,4,15,1896.9979248046875,134.7235870361328
xyfnh3max,20250117-20250117,3,2025-01-17T05:33:30.000,2460692.7315972224,5,56,1859.847900390625,157.13951110839844
xyfnh3max,20250117-20250117,4,2025-01-17T05:55:02.400,2460692.7465555556,-3,80,1905.220947265625,124.24030303955078
xyfnh3max,20250117-20250117,5,2025-01-17T06:24:09.176,2460692.766772876,2,98,1831.921630859375,136.43746948242188
xyfnh3max,20250117-20250117,6,2025-01-17T06:38:04.800,2460692.7764444444,4,104,1869.587158203125,137.46151733398438
xyfnh3max,20250117-20250117,7,2025-01-17T07:21:06.000,2460692.806319445,-1,146,1814.46240234375,137.6038055419922
xyfnh3max,20250117-20250117,8,2025-01-17T07:42:00.000,2460692.8208333333,5,178,1758.04345703125,140.77294921875
xyfnh3max,20250117-20250117,9,N/A,0.0,4,226,1706.769287109375,141.05996704101562
xyfnh3max,20250117-20250117,10,2025-01-17T01:04:36.000,2460692.5448611113,5,235,1772.6011962890625,139.6886444091797
xyfnh3max,20250117-20250117,11,2025-01-17T01:12:57.600,2460692.550666667,6,241,1841.9476318359375,137.7835693359375
xyfnh3max,20250117-20250117,12,2025-01-17T01:15:03.000,2460692.5521180555,5,246,1831.2449951171875,137.181884765625
xyfnh3max,20250117-20250117,13,2025-01-17T01:25:30.000,2460692.5593749997,5,259,1850.439697265625,145.58702087402344
xyfnh3max,20250117-20250117,14,2025-01-17T01:46:24.000,2460692.573888889,1,289,1900.9345703125,135.3395538330078
xyfnh3max,20250117-20250117,15,2025-01-17T02:50:07.200,2460692.618138889,5,333,1796.898681640625,138.88162231445312
xyfnh3min,20250117-20250117,1,2025-01-17T07:31:33.000,2460692.813576389,-4,163,1797.812744140625,95.30440521240234
xyPcldmax,20250117-20250117,1,2025-01-17T04:03:57.000,2460692.669409722,10,8,1964.69970703125,111.25733184814453
xyPcldmax,20250117-20250117,2,2025-01-17T04:03:57.000,2460692.669409722,7,13,1958.72412109375,128.2885284423828
xyPcldmax,20250117-20250117,3,2025-01-17T05:43:58.500,2460692.738871528,9,63,1952.4932861328125,116.86437225341797
xyPcldmax,20250117-20250117,4,2025-01-17T05:43:58.500,2460692.738871528,-5,69,1941.8497314453125,125.16364288330078
xyPcldmax,20250117-20250117,5,2025-01-17T05:55:02.400,2460692.7465555556,-3,78,1930.2030029296875,123.47615051269531
xyPcldmax,20250117-20250117,6,2025-01-17T06:16:33.600,2460692.7615,-6,90,1951.2462158203125,118.54266357421875
xyPcldmax,20250117-20250117,7,2025-01-17T06:38:04.800,2460692.7764444444,10,108,1921.064453125,113.1961441040039
xyPcldmax,20250117-20250117,8,2025-01-17T06:38:04.800,2460692.7764444444,5,109,1928.200927734375,132.72677612304688
xyPcldmax,20250117-20250117,9,2025-01-17T06:59:36.000,2460692.791388889,4,118,1937.6197509765625,127.11466217041016
xyPcldmax,20250117-20250117,10,2025-01-17T07:21:06.000,2460692.806319445,-9,147,1899.2864990234375,128.23086547851562
xyPcldmax,20250117-20250117,11,2025-01-17T07:31:33.000,2460692.813576389,-8,159,1862.0401611328125,103.16851043701172
xyPcldmax,20250117-20250117,12,2025-01-17T07:42:00.000,2460692.8208333333,-8,175,1914.58056640625,122.08296203613281
xyPcldmax,20250117-20250117,13,2025-01-17T01:04:36.000,2460692.5448611113,-2,233,1850.6329345703125,114.2114486694336
