Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20250129-20250129,1,N/A,0.0,1,31,1764.054931640625,137.94149780273438
xyfnh3max,20250129-20250129,2,N/A,0.0,-10,31,1858.8304443359375,126.35907745361328
xyfnh3max,20250129-20250129,3,2025-01-29T00:41:06.000,2460704.5285416665,-7,43,1791.5579833984375,124.52397918701172
xyfnh3max,20250129-20250129,4,2025-01-29T01:00:00.750,2460704.5416753474,5,62,1778.2681884765625,151.27133178710938
xyfnh3max,20250129-20250129,5,2025-01-29T01:23:44.400,2460704.5581527776,1,91,1900.3466796875,123.79300689697266
xyfnh3max,20250129-20250129,6,2025-01-29T01:35:23.321,2460704.5662421384,4,103,1842.535888671875,126.04145812988281
xyfnh3max,20250129-20250129,7,2025-01-29T01:53:34.962,2460704.5788768698,4,114,1824.4127197265625,127.34870147705078
xyfnh3max,20250129-20250129,8,2025-01-29T02:06:08.400,2460704.587597222,4,120,1841.5145263671875,128.5311279296875
xyfnh3max,20250129-20250129,9,2025-01-29T02:48:19.200,2460704.616888889,5,145,1808.1627197265625,179.71412658691406
xyfnh3max,20250129-20250129,10,2025-01-29T03:10:58.800,2460704.632625,-4,163,1947.900634765625,126.16638946533203
xyfnh3max,20250129-20250129,11,2025-01-29T03:58:06.279,2460704.665350452,5,193,1910.963134765625,171.14642333984375
xyfnh3max,20250129-20250129,12,2025-01-29T05:12:21.808,2460704.7169190706,4,234,1753.4962158203125,146.5325164794922
xyfnh3max,20250129-20250129,13,2025-01-29T05:52:05.182,2460704.744504419,5,262,1919.725830078125,159.5157012939453
xyfnh3max,20250129-20250129,14,2025-01-29T06:31:18.750,2460704.7717447914,2,301,1742.50048828125,149.35781860351562
xyfnh3min,20250129-20250129,1,2025-01-29T00:41:06.000,2460704.5285416665,0,40,1768.1597900390625,97.29469299316406
xyPcldmax,20250129-20250129,1,N/A,0.0,-6,34,1885.2197265625,109.78856658935547
xyPcldmax,20250129-20250129,2,2025-01-29T00:41:06.000,2460704.5285416665,-9,40,1856.4306640625,112.95475006103516
xyPcldmax,20250129-20250129,3,2025-01-29T01:02:40.000,2460704.5435185186,8,69,1945.630615234375,133.19854736328125
xyPcldmax,20250129-20250129,4,2025-01-29T01:13:13.500,2460704.550850695,0,80,1982.3536376953125,117.90380859375
xyPcldmax,20250129-20250129,5,2025-01-29T01:23:44.400,2460704.5581527776,-4,91,1966.671630859375,113.43315124511719
xyPcldmax,20250129-20250129,6,2025-01-29T01:23:44.400,2460704.5581527776,10,98,1884.5670166015625,96.74967193603516
xyPcldmax,20250129-20250129,7,2025-01-29T01:45:02.400,2460704.5729444446,2,108,1883.4908447265625,119.7944564819336
xyPcldmax,20250129-20250129,8,2025-01-29T02:12:27.960,2460704.5919902776,-1,124,1952.32080078125,126.92529296875
xyPcldmax,20250129-20250129,9,2025-01-29T02:18:42.808,2460704.5963287926,0,130,1966.8292236328125,129.46759033203125
xyPcldmax,20250129-20250129,10,2025-01-29T02:48:19.200,2460704.616888889,8,151,2050.809326171875,154.21974182128906
xyPcldmax,20250129-20250129,11,2025-01-29T03:21:12.122,2460704.6397236395,-4,168,1999.2200927734375,119.37896728515625
xyPcldmax,20250129-20250129,12,2025-01-29T03:55:56.400,2460704.663847222,-5,185,2100.90625,128.13465881347656
xyPcldmax,20250129-20250129,13,2025-01-29T04:08:43.021,2460704.672720154,8,195,2007.669677734375,143.1981658935547
xyPcldmax,20250129-20250129,14,2025-01-29T05:25:18.000,2460704.725902778,-1,243,2019.557861328125,132.81002807617188
xyPcldmax,20250129-20250129,15,2025-01-29T05:55:31.902,2460704.746897019,7,265,2025.2896728515625,131.10841369628906
xyPcldmax,20250129-20250129,16,2025-01-29T06:07:07.875,2460704.7549522575,-9,278,1994.92041015625,110.8813705444336
xyPcldmax,20250129-20250129,17,2025-01-29T06:28:42.000,2460704.7699305555,-9,299,1991.499267578125,126.56747436523438
xyPcldmax,20250129-20250129,18,2025-01-29T06:49:36.000,2460704.7844444443,-9,306,1988.7001953125,129.1256103515625
xyPcldmax,20250129-20250129,19,2025-01-29T06:49:36.000,2460704.7844444443,-9,316,1983.7349853515625,128.87789916992188
xyPcldmin,20250129-20250129,1,2025-01-29T00:41:06.000,2460704.5285416665,-4,38,1723.85595703125,115.9859848022461
xyPcldmin,20250129-20250129,2,2025-01-29T00:49:51.600,2460704.534625,11,49,1635.1435546875,91.50888061523438
xyPcldmin,20250129-20250129,3,2025-01-29T00:52:03.000,2460704.5361458333,5,52,1653.6568603515625,132.25698852539062
xyPcldmin,20250129-20250129,4,2025-01-29T01:23:44.400,2460704.5581527776,3,98,1824.23828125,122.0473861694336
xyPcldmin,20250129-20250129,5,2025-01-29T01:37:31.059,2460704.5677205888,-3,105,1794.5404052734375,115.26607513427734
xyPcldmin,20250129-20250129,6,2025-01-29T01:51:23.160,2460704.577351389,9,112,1726.5631103515625,104.11154174804688
xyPcldmin,20250129-20250129,7,2025-01-29T02:17:40.755,2460704.5956105865,10,129,1705.022705078125,82.18643951416016
xyPcldmin,20250129-20250129,8,2025-01-29T02:35:43.731,2460704.608145032,6,139,1735.330322265625,159.76983642578125
xyPcldmin,20250129-20250129,9,2025-01-29T03:10:58.800,2460704.632625,7,163,1799.8966064453125,101.8985366821289
xyPcldmin,20250129-20250129,10,2025-01-29T03:33:27.600,2460704.6482361113,8,176,1755.37060546875,110.79230499267578
xyPcldmin,20250129-20250129,11,2025-01-29T04:42:10.800,2460704.6959583336,-6,212,1838.026611328125,114.33368682861328
xyPcldmin,20250129-20250129,12,2025-01-29T04:56:08.118,2460704.7056495105,6,224,1583.6854248046875,114.45402526855469
xyPcldmin,20250129-20250129,13,2025-01-29T04:57:16.560,2460704.7064416665,-5,225,1763.2216796875,119.06849670410156
xyPcldmin,20250129-20250129,14,2025-01-29T05:36:24.000,2460704.733611111,6,252,1614.201904296875,117.87950134277344
xyPcldmin,20250129-20250129,15,2025-01-29T06:02:33.000,2460704.7517708335,-2,267,1829.5965576171875,129.19639587402344
xyPcldmin,20250129-20250129,16,2025-01-29T06:14:46.000,2460704.7602546294,5,286,1640.6121826171875,119.11151885986328
