Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241205-20241205,1,N/A,0.0,-3,77,1802.5687255859375,131.13320922851562
xyfnh3max,20241205-20241205,2,2024-12-05T02:00:18.000,2460649.5835416666,2,85,1754.8802490234375,126.6297378540039
xyfnh3max,20241205-20241205,3,2024-12-05T02:00:18.000,2460649.5835416666,3,90,1674.488525390625,127.37124633789062
xyfnh3max,20241205-20241205,4,2024-12-05T02:10:45.000,2460649.590798611,5,97,1680.990234375,134.2175750732422
xyfnh3max,20241205-20241205,5,2024-12-05T02:31:42.000,2460649.605347222,4,125,1806.3807373046875,128.9716796875
xyfnh3max,20241205-20241205,6,2024-12-05T02:31:42.000,2460649.605347222,-3,128,2012.799560546875,129.07754516601562
xyfnh3max,20241205-20241205,7,2024-12-05T02:42:09.600,2460649.6126111113,-3,138,2023.160400390625,129.6987762451172
xyfnh3max,20241205-20241205,8,2024-12-05T03:16:36.706,2460649.636535948,5,163,1805.0919189453125,165.15512084960938
xyfnh3max,20241205-20241205,9,2024-12-05T04:09:34.098,2460649.673311314,-3,194,2123.996337890625,138.1159210205078
xyfnh3max,20241205-20241205,10,2024-12-05T04:35:11.268,2460649.691102642,1,207,1995.0037841796875,143.3516845703125
xyfnh3max,20241205-20241205,11,2024-12-05T04:45:26.488,2460649.6982232383,-4,214,2175.060546875,144.5361785888672
xyfnh3max,20241205-20241205,12,2024-12-05T05:00:51.366,2460649.708927845,6,220,1795.29052734375,143.90838623046875
xyfnh3max,20241205-20241205,13,2024-12-05T05:20:13.500,2460649.722378472,3,234,1854.051025390625,130.1623992919922
xyfnh3max,20241205-20241205,14,2024-12-05T06:02:15.600,2460649.7515694443,6,262,1834.1053466796875,163.75462341308594
xyfnh3max,20241205-20241205,15,2024-12-05T06:44:02.640,2460649.780586111,3,286,1857.295166015625,131.4801788330078
xyfnh3max,20241205-20241205,16,2024-12-05T07:10:09.000,2460649.7987152776,6,312,1984.982177734375,145.53207397460938
xyfnh3max,20241205-20241205,17,2024-12-05T07:31:03.000,2460649.813229167,5,335,1901.3153076171875,155.41798400878906
xyfnh3min,20241205-20241205,1,2024-12-05T02:42:09.600,2460649.6126111113,-9,135,1948.300048828125,100.363525390625
xyfnh3min,20241205-20241205,2,2024-12-05T04:53:51.000,2460649.7040625,-10,219,1905.5572509765625,89.15267181396484
xyfnh3min,20241205-20241205,3,2024-12-05T05:31:45.600,2460649.7303888886,-10,244,1925.8902587890625,82.02545166015625
xyfnh3min,20241205-20241205,4,2024-12-05T05:53:25.200,2460649.745430555,-10,260,1886.4498291015625,82.18079376220703
xyfnh3min,20241205-20241205,5,2024-12-05T06:37:39.600,2460649.7761527775,-10,280,1903.23095703125,85.66692352294922
xyfnh3min,20241205-20241205,6,2024-12-05T07:10:09.000,2460649.7987152776,-10,310,1897.447021484375,78.40203094482422
xyfnh3min,20241205-20241205,7,2024-12-05T07:20:36.000,2460649.8059722222,-10,322,1883.002685546875,77.3595199584961
xyPcldmax,20241205-20241205,1,N/A,0.0,-2,77,1854.6741943359375,123.68326568603516
xyPcldmax,20241205-20241205,2,2024-12-05T02:00:18.000,2460649.5835416666,-2,88,1858.2081298828125,123.63568115234375
xyPcldmax,20241205-20241205,3,2024-12-05T02:10:45.000,2460649.590798611,-3,99,1901.0556640625,120.92059326171875
xyPcldmax,20241205-20241205,4,2024-12-05T02:10:45.000,2460649.590798611,-3,105,1907.877197265625,116.74287414550781
xyPcldmax,20241205-20241205,5,2024-12-05T02:31:42.000,2460649.605347222,-3,129,2027.048828125,127.81745147705078
xyPcldmax,20241205-20241205,6,2024-12-05T02:42:09.600,2460649.6126111113,-3,138,2023.160400390625,129.6987762451172
xyPcldmax,20241205-20241205,7,2024-12-05T03:11:31.385,2460649.633002137,-4,158,1969.7056884765625,124.91706085205078
xyPcldmax,20241205-20241205,8,2024-12-05T03:24:00.000,2460649.6416666666,-7,169,2032.49462890625,112.38180541992188
xyPcldmax,20241205-20241205,9,2024-12-05T03:24:00.000,2460649.6416666666,8,170,1919.5792236328125,138.57838439941406
xyPcldmax,20241205-20241205,10,2024-12-05T03:28:04.683,2460649.6444986453,-5,177,1990.836669921875,119.13871765136719
xyPcldmax,20241205-20241205,11,2024-12-05T04:10:59.143,2460649.674295635,-4,195,2128.580810546875,135.93490600585938
xyPcldmax,20241205-20241205,12,2024-12-05T04:45:26.488,2460649.6982232383,-6,214,2230.429931640625,142.192138671875
xyPcldmax,20241205-20241205,13,2024-12-05T04:53:51.000,2460649.7040625,9,216,1892.511474609375,124.91789245605469
xyPcldmax,20241205-20241205,14,2024-12-05T05:09:35.571,2460649.71499504,-1,226,1978.953857421875,125.29409790039062
xyPcldmax,20241205-20241205,15,2024-12-05T05:20:13.500,2460649.722378472,-2,233,1991.2611083984375,119.67109680175781
xyPcldmax,20241205-20241205,16,2024-12-05T05:31:45.600,2460649.7303888886,-10,240,1952.4368896484375,89.20491790771484
xyPcldmax,20241205-20241205,17,2024-12-05T05:31:45.600,2460649.7303888886,-3,246,1973.4952392578125,122.88748168945312
xyPcldmax,20241205-20241205,18,2024-12-05T05:47:07.680,2460649.7410611114,-10,254,1929.47216796875,88.75532531738281
xyPcldmax,20241205-20241205,19,2024-12-05T06:06:41.040,2460649.7546416665,9,264,2009.892578125,143.927001953125
xyPcldmax,20241205-20241205,20,2024-12-05T06:15:32.400,2460649.760791667,-1,270,1896.5390625,123.12799072265625
xyPcldmax,20241205-20241205,21,2024-12-05T06:37:39.600,2460649.7761527775,-1,283,1920.23046875,122.34346771240234
xyPcldmax,20241205-20241205,22,2024-12-05T07:01:38.651,2460649.792808462,-8,305,1935.302001953125,93.6255874633789
xyPcldmax,20241205-20241205,23,2024-12-05T07:03:46.683,2460649.7942903116,1,307,1976.0992431640625,128.2473602294922
xyPcldmax,20241205-20241205,24,2024-12-05T07:10:09.000,2460649.7987152776,-9,311,1936.02294921875,84.07418060302734
xyPcldmax,20241205-20241205,25,2024-12-05T07:10:09.000,2460649.7987152776,6,313,1986.2176513671875,142.46945190429688
xyPcldmax,20241205-20241205,26,2024-12-05T07:31:03.000,2460649.813229167,-5,333,2040.3067626953125,115.376220703125
xyPcldmax,20241205-20241205,27,2024-12-05T07:41:30.000,2460649.820486111,-6,350,1928.7005615234375,106.75931549072266
xyPcldmin,20241205-20241205,1,N/A,0.0,8,76,1632.2530517578125,90.15486907958984
xyPcldmin,20241205-20241205,2,2024-12-05T02:00:18.000,2460649.5835416666,-6,80,1754.786865234375,124.5168228149414
xyPcldmin,20241205-20241205,3,2024-12-05T02:00:18.000,2460649.5835416666,7,91,1549.15966796875,103.89014434814453
xyPcldmin,20241205-20241205,4,2024-12-05T02:00:18.000,2460649.5835416666,-10,91,1762.8975830078125,104.89399719238281
xyPcldmin,20241205-20241205,5,2024-12-05T02:10:45.000,2460649.590798611,-10,103,1729.135986328125,95.18157958984375
xyPcldmin,20241205-20241205,6,2024-12-05T02:19:33.360,2460649.5969138886,9,108,1668.4471435546875,85.16132354736328
xyPcldmin,20241205-20241205,7,2024-12-05T02:21:14.000,2460649.5980787035,7,117,1744.3251953125,104.82514953613281
xyPcldmin,20241205-20241205,8,2024-12-05T02:52:37.000,2460649.619872685,7,147,1545.6650390625,102.32940673828125
xyPcldmin,20241205-20241205,9,2024-12-05T03:52:59.143,2460649.6617956352,8,188,1675.1522216796875,101.32767486572266
xyPcldmin,20241205-20241205,10,2024-12-05T04:37:44.233,2460649.6928730616,6,209,1559.88427734375,115.30683135986328
xyPcldmin,20241205-20241205,11,2024-12-05T05:11:08.927,2460649.716075542,10,227,1661.1385498046875,82.4130630493164
xyPcldmin,20241205-20241205,12,2024-12-05T05:41:46.235,2460649.7373406864,7,251,1519.2547607421875,101.75297546386719
xyPcldmin,20241205-20241205,13,2024-12-05T06:37:39.600,2460649.7761527775,8,282,1647.513916015625,89.90609741210938
xyPcldmin,20241205-20241205,14,2024-12-05T06:59:42.000,2460649.7914583334,8,297,1567.364501953125,91.45806121826172
xyPcldmin,20241205-20241205,15,2024-12-05T07:10:09.000,2460649.7987152776,-3,309,1782.1568603515625,103.1081314086914
xyPcldmin,20241205-20241205,16,2024-12-05T07:20:36.000,2460649.8059722222,8,325,1571.869140625,109.51902770996094
xyPcldmin,20241205-20241205,17,2024-12-05T07:31:03.000,2460649.813229167,-9,336,1833.3466796875,89.17909240722656
xyPcldmin,20241205-20241205,18,2024-12-05T07:32:21.375,2460649.8141362853,-9,343,1832.96484375,93.20036315917969
