Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20220912-20220913,1,2022-09-12T05:33:24.000,2459834.731527778,6,5,1827.2509765625,150.9591064453125
xyfnh3max,20220912-20220913,2,2022-09-12T05:33:24.000,2459834.731527778,7,23,2051.213134765625,147.12400817871094
xyfnh3max,20220912-20220913,3,2022-09-12T05:33:24.000,2459834.731527778,-7,28,2006.1500244140625,126.2376708984375
xyfnh3max,20220912-20220913,4,2022-09-12T05:33:24.000,2459834.731527778,-10,33,1901.0501708984375,123.74858093261719
xyfnh3max,20220912-20220913,5,2022-09-12T05:33:24.000,2459834.731527778,4,38,1764.4874267578125,134.19407653808594
xyfnh3max,20220912-20220913,6,2022-09-12T05:33:24.000,2459834.731527778,-7,40,1954.3592529296875,125.00703430175781
xyfnh3max,20220912-20220913,7,2022-09-12T05:33:24.000,2459834.731527778,-8,50,1985.192138671875,128.7908935546875
xyfnh3max,20220912-20220913,8,2022-09-12T05:33:24.000,2459834.731527778,-9,57,1892.3280029296875,125.86154174804688
xyfnh3max,20220912-20220913,9,2022-09-13T04:57:24.000,2459835.706527778,4,135,1781.2513427734375,128.54031372070312
xyfnh3max,20220912-20220913,10,2022-09-13T04:57:24.000,2459835.706527778,5,140,1787.878173828125,128.9340362548828
xyfnh3max,20220912-20220913,11,2022-09-13T04:57:24.000,2459835.706527778,2,147,1729.686279296875,130.49017333984375
xyfnh3max,20220912-20220913,12,2022-09-13T04:57:24.000,2459835.706527778,-8,151,1951.4820556640625,126.77421569824219
xyfnh3max,20220912-20220913,13,2022-09-13T04:57:24.000,2459835.706527778,-5,156,1875.4132080078125,126.81011199951172
xyfnh3max,20220912-20220913,14,2022-09-13T04:57:24.000,2459835.706527778,-10,167,1981.73388671875,126.27155303955078
xyfnh3max,20220912-20220913,15,2022-09-13T04:57:24.000,2459835.706527778,3,178,1803.4783935546875,144.1915740966797
xyfnh3max,20220912-20220913,16,2022-09-13T04:57:24.000,2459835.706527778,3,184,1783.7132568359375,140.98548889160156
xyfnh3max,20220912-20220913,17,2022-09-13T04:57:24.000,2459835.706527778,2,192,1661.3914794921875,142.24948120117188
xyfnh3min,20220912-20220913,1,2022-09-12T05:33:24.000,2459834.731527778,-6,12,1834.564208984375,99.33258056640625
xyfnh3min,20220912-20220913,2,2022-09-12T05:33:24.000,2459834.731527778,-6,36,1987.516357421875,107.5989990234375
xyfnh3min,20220912-20220913,3,2022-09-12T05:33:24.000,2459834.731527778,-1,45,1706.08251953125,107.21485137939453
xyfnh3min,20220912-20220913,4,2022-09-12T05:33:24.000,2459834.731527778,-2,52,1733.09521484375,108.17533874511719
xyfnh3min,20220912-20220913,5,2022-09-13T04:57:24.000,2459835.706527778,-4,125,1724.8785400390625,94.10102081298828
xyfnh3min,20220912-20220913,6,2022-09-13T04:57:24.000,2459835.706527778,-7,134,1875.149658203125,103.3119888305664
xyfnh3min,20220912-20220913,7,2022-09-13T04:57:24.000,2459835.706527778,-8,186,1880.0994873046875,110.71292877197266
xyPcldmax,20220912-20220913,1,2022-09-12T05:33:24.000,2459834.731527778,7,9,1931.343505859375,139.0760040283203
xyPcldmax,20220912-20220913,2,2022-09-12T05:33:24.000,2459834.731527778,-8,14,1924.148681640625,103.05811309814453
xyPcldmax,20220912-20220913,3,2022-09-12T05:33:24.000,2459834.731527778,9,28,2280.926025390625,130.2788848876953
xyPcldmax,20220912-20220913,4,2022-09-12T05:33:24.000,2459834.731527778,-7,29,2014.7161865234375,121.96798706054688
xyPcldmax,20220912-20220913,5,2022-09-12T05:33:24.000,2459834.731527778,-7,37,2012.67822265625,117.95994567871094
xyPcldmax,20220912-20220913,6,2022-09-12T05:33:24.000,2459834.731527778,10,45,1828.722900390625,102.26795959472656
xyPcldmax,20220912-20220913,7,2022-09-12T05:33:24.000,2459834.731527778,-8,49,2022.18896484375,125.686279296875
xyPcldmax,20220912-20220913,8,2022-09-12T05:33:24.000,2459834.731527778,-8,56,2008.7115478515625,118.21578979492188
xyPcldmax,20220912-20220913,9,2022-09-13T04:57:24.000,2459835.706527778,10,143,1892.9639892578125,96.56185150146484
xyPcldmax,20220912-20220913,10,2022-09-13T04:57:24.000,2459835.706527778,8,179,1945.42333984375,120.9819564819336
xyPcldmin,20220912-20220913,1,2022-09-12T05:33:24.000,2459834.731527778,10,14,1802.5989990234375,107.26166534423828
xyPcldmin,20220912-20220913,2,2022-09-12T05:33:24.000,2459834.731527778,0,28,1710.1097412109375,118.44036102294922
xyPcldmin,20220912-20220913,3,2022-09-12T05:33:24.000,2459834.731527778,8,40,1667.6707763671875,109.69448852539062
xyPcldmin,20220912-20220913,4,2022-09-12T05:33:24.000,2459834.731527778,-1,49,1662.440673828125,115.23075103759766
xyPcldmin,20220912-20220913,5,2022-09-12T05:33:24.000,2459834.731527778,7,58,1577.1885986328125,121.45146179199219
xyPcldmin,20220912-20220913,6,N/A,0.0,6,119,1538.0250244140625,96.34529876708984
xyPcldmin,20220912-20220913,7,2022-09-13T04:57:24.000,2459835.706527778,0,131,1633.3193359375,110.85122680664062
xyPcldmin,20220912-20220913,8,2022-09-13T04:57:24.000,2459835.706527778,0,142,1657.943603515625,118.64573669433594
xyPcldmin,20220912-20220913,9,2022-09-13T04:57:24.000,2459835.706527778,7,151,1733.5955810546875,116.92961120605469
xyPcldmin,20220912-20220913,10,2022-09-13T04:57:24.000,2459835.706527778,2,166,1671.6575927734375,133.84417724609375
