Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20250127-20250127,1,2025-01-27T07:08:48.000,2460702.797777778,3,5,1892.4520263671875,135.94386291503906
xyfnh3max,20250127-20250127,2,2025-01-27T01:40:12.000,2460702.5695833336,1,139,1874.7423095703125,137.57298278808594
xyfnh3max,20250127-20250127,3,2025-01-27T02:01:06.000,2460702.5840972224,5,160,1817.390625,177.4837646484375
xyfnh3max,20250127-20250127,4,2025-01-27T02:50:20.471,2460702.618292484,6,206,1942.317138671875,170.9995880126953
xyfnh3max,20250127-20250127,5,2025-01-27T03:52:41.045,2460702.661586174,3,248,1814.562255859375,151.5119171142578
xyfnh3max,20250127-20250127,6,2025-01-27T04:43:09.000,2460702.6966319443,5,275,1926.25927734375,161.1638946533203
xyfnh3max,20250127-20250127,7,2025-01-27T05:14:38.264,2460702.7184984274,0,295,1815.370361328125,137.8860626220703
xyfnh3max,20250127-20250127,8,2025-01-27T05:38:45.960,2460702.735254167,2,310,1763.8006591796875,141.22984313964844
xyfnh3max,20250127-20250127,9,2025-01-27T05:59:41.040,2460702.7497805557,2,323,1730.4095458984375,124.69401550292969
xyfnh3max,20250127-20250127,10,2025-01-27T06:16:25.500,2460702.7614062503,4,339,1814.267822265625,134.78292846679688
xyfnh3min,20250127-20250127,1,N/A,0.0,-7,125,1789.858642578125,88.94158935546875
xyfnh3min,20250127-20250127,2,2025-01-27T02:11:34.500,2460702.591371528,-9,172,1971.7393798828125,100.28080749511719
xyPcldmax,20250127-20250127,1,2025-01-27T07:08:48.000,2460702.797777778,6,8,1906.523681640625,125.6401596069336
xyPcldmax,20250127-20250127,2,2025-01-27T01:40:12.000,2460702.5695833336,-10,137,1958.7689208984375,104.21723175048828
xyPcldmax,20250127-20250127,3,2025-01-27T01:40:12.000,2460702.5695833336,-2,138,1929.0379638671875,125.8044204711914
xyPcldmax,20250127-20250127,4,2025-01-27T01:49:20.625,2460702.5759331603,-1,144,1934.5994873046875,129.0416259765625
xyPcldmax,20250127-20250127,5,2025-01-27T01:50:39.000,2460702.5768402778,1,149,1931.4970703125,142.03952026367188
xyPcldmax,20250127-20250127,6,2025-01-27T02:07:38.813,2460702.5886436636,8,167,2061.53369140625,149.4659423828125
xyPcldmax,20250127-20250127,7,2025-01-27T02:35:34.588,2460702.608039216,-5,199,2074.6865234375,119.61016845703125
xyPcldmax,20250127-20250127,8,2025-01-27T02:55:25.731,2460702.6218255875,-4,211,2052.6748046875,116.25586700439453
xyPcldmax,20250127-20250127,9,2025-01-27T03:03:52.800,2460702.6276944443,7,216,2022.9345703125,139.8727569580078
xyPcldmax,20250127-20250127,10,2025-01-27T03:26:31.364,2460702.6434185607,0,230,1929.853515625,121.13601684570312
xyPcldmax,20250127-20250127,11,2025-01-27T03:55:00.429,2460702.663199405,9,250,1957.1796875,125.16741180419922
xyPcldmax,20250127-20250127,12,2025-01-27T04:15:27.600,2460702.6774027776,0,257,2015.719970703125,137.7559051513672
xyPcldmax,20250127-20250127,13,2025-01-27T04:37:14.233,2460702.69252584,-7,267,2005.33544921875,115.1648941040039
xyPcldmax,20250127-20250127,14,2025-01-27T05:01:14.093,2460702.7091908916,7,279,2045.78662109375,144.7492218017578
xyPcldmax,20250127-20250127,15,2025-01-27T05:01:14.093,2460702.7091908916,-9,279,1986.256591796875,111.29694366455078
xyPcldmax,20250127-20250127,16,2025-01-27T05:03:10.800,2460702.7105416665,-9,288,2004.79443359375,118.46208953857422
xyPcldmin,20250127-20250127,1,2025-01-27T07:08:48.000,2460702.797777778,10,29,1553.949462890625,26.655780792236328
xyPcldmin,20250127-20250127,2,2025-01-27T07:08:48.000,2460702.7977777785,7,36,1497.2216796875,29.715497970581055
xyPcldmin,20250127-20250127,3,N/A,0.0,8,125,1610.004150390625,105.06455993652344
xyPcldmin,20250127-20250127,4,N/A,0.0,-5,125,1742.6351318359375,98.5887451171875
xyPcldmin,20250127-20250127,5,2025-01-27T01:40:12.000,2460702.5695833336,-6,141,1821.126953125,110.50067901611328
xyPcldmin,20250127-20250127,6,2025-01-27T01:47:39.857,2460702.574766865,10,142,1658.4774169921875,91.04664611816406
xyPcldmin,20250127-20250127,7,2025-01-27T01:50:39.000,2460702.5768402778,7,149,1682.8377685546875,138.68325805664062
xyPcldmin,20250127-20250127,8,2025-01-27T01:50:39.000,2460702.5768402778,-4,151,1845.824951171875,124.54338836669922
xyPcldmin,20250127-20250127,9,2025-01-27T02:22:02.400,2460702.598638889,9,191,1743.0364990234375,109.9631576538086
xyPcldmin,20250127-20250127,10,2025-01-27T03:46:39.220,2460702.6573983743,-6,239,1753.646240234375,109.04664611816406
xyPcldmin,20250127-20250127,11,2025-01-27T03:49:14.512,2460702.659195737,7,241,1581.3814697265625,118.56803894042969
xyPcldmin,20250127-20250127,12,2025-01-27T04:38:18.136,2460702.693265467,6,268,1628.52685546875,134.39353942871094
xyPcldmin,20250127-20250127,13,2025-01-27T05:24:07.200,2460702.7250833334,6,301,1635.1236572265625,117.01590728759766
xyPcldmin,20250127-20250127,14,2025-01-27T06:05:57.600,2460702.7541388893,8,327,1660.5147705078125,92.30597686767578
xyPcldmin,20250127-20250127,15,2025-01-27T06:20:21.188,2460702.764134115,9,348,1674.1435546875,88.84870910644531
