Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,2024-11-18T07:42:22.500,2460632.82109375,5,346,10,14,90.37722414545439,1689.9390033368252,0.5186274722218513
1,2024-11-18T08:24:15.000,2460632.850173611,8,288,7,72,115.23264950673196,1643.1120482759054,0.5789473935177452
2,N/A,0.0,6,173,9,187,88.81684362685714,1660.6521382447443,0.4941176474094391
3,2024-11-18T03:17:18.000,2460632.637013889,4,167,11,193,81.06752486729732,1671.8278931505329,0.5254902243614197
4,2024-11-18T03:38:14.000,2460632.651550926,5,140,10,220,102.73992113476105,1716.5765686308723,0.6183006664117178
5,2024-11-18T04:20:48.000,2460632.6811111113,7,98,8,262,99.27804956918085,1624.340514560598,0.6448529623448849
6,2024-11-18T04:48:55.560,2460632.7006430556,4,80,11,280,93.32846325300311,1721.6671347479144,0.5702745324373246
7,2024-11-18T05:04:03.600,2460632.711152778,5,74,10,286,91.6531021050073,1719.422222882391,0.5647059028245965
8,2024-11-18T05:32:03.000,2460632.730590278,23,54,-8,306,105.69072231271606,1750.570934846712,0.586196100115776
9,2024-11-18T05:40:42.360,2460632.7366013885,7,49,8,311,105.47036117174335,1642.369072202309,0.6233725661039352
10,2024-11-18T06:08:15.600,2460632.755736111,22,26,-7,334,100.82766716460974,1761.2439205553305,0.6784313917160034
11,2024-11-18T06:10:12.419,2460632.7570881783,4,24,11,336,74.6765176642109,1669.302861329445,0.5443684722101966
12,2024-11-18T06:18:43.500,2460632.7630034722,24,15,-9,345,97.3101337057365,1767.0494935744414,0.6294117867946625
