Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,2022-09-01T06:04:54.000,2459823.753402778,7,282,8,78,125.36735208622484,1935.465925604924,0.4941176474094391
1,2022-09-01T06:04:54.000,2459823.753402778,5,265,10,95,101.899018467125,1845.0694688296542,0.5098039507865906
2,2022-08-31T06:02:00.000,2459822.751388889,5,232,10,128,104.87348197871745,1838.0583291974845,0.615686297416687
3,2022-08-30T05:59:06.000,2459821.749375,7,213,8,147,112.27669120817932,1799.310049644073,0.729411780834198
4,2022-08-29T06:03:39.000,2459820.752534722,22,198,-7,162,113.65822101211259,1871.8463778638043,0.6470588445663452
5,2022-08-29T06:03:39.000,2459820.752534722,6,192,9,168,108.88399009052571,1797.039464317996,0.572549045085907
6,2022-08-28T06:08:12.000,2459819.7556944443,11,180,4,180,131.33339169022045,1871.3439304493024,0.7529411911964417
7,2022-08-28T06:08:12.000,2459819.7556944443,4,176,11,184,89.19223425305542,1892.8116187909925,0.6117647290229797
8,2022-08-28T06:08:12.000,2459819.7556944443,23,164,-8,196,108.59639694318936,1893.1187442164303,0.7450980544090271
9,2022-08-28T06:08:12.000,2459819.7556944443,6,161,9,199,100.40064663732122,1849.579315971737,0.6000000238418579
10,2022-08-28T06:08:12.000,2459819.7556944443,23,159,-8,201,106.51559556039503,1897.6293655833492,0.686274528503418
11,2022-08-28T06:08:12.000,2459819.7556944443,7,150,8,210,105.86811566309423,1849.0009756941256,0.6078431606292725
