Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,N/A,0.0,8,242,7,118,140.06613010090612,1734.5690629724202,0.4000000059604645
1,2024-11-15T04:45:51.000,2460629.698506945,5,213,10,147,83.0150802020135,1791.6198887574465,0.4206773665818301
2,2024-11-15T05:06:45.000,2460629.7130208337,8,191,7,169,99.8169441694205,1692.6766891802208,0.6333333551883698
3,2024-11-15T05:31:04.041,2460629.72990788,7,168,8,192,109.29531891361471,1670.9830164156087,0.6388955754893166
4,2024-11-15T06:17:48.490,2460629.76236678,6,141,9,219,106.79874241314063,1704.6094999506618,0.5887955378512946
5,2024-11-15T06:39:00.625,2460629.777090567,21,129,-6,231,105.67604688774331,1816.6402747393875,0.6338235512375832
6,2024-11-15T06:48:59.455,2460629.784021464,6,115,9,245,70.07554133395078,1627.4342799534388,0.5600713274695656
7,2024-11-15T06:58:30.000,2460629.790625,7,106,8,254,80.84533425367651,1601.7173416149917,0.664705902338028
8,2024-11-15T07:08:58.000,2460629.7978935186,9,95,6,265,116.14517366683282,1530.3412537926329,0.7317927330732346
9,2024-11-15T07:08:58.000,2460629.7978935186,22,90,-7,270,97.50279397272477,1808.6083583395005,0.6470588445663452
10,2024-11-15T07:19:27.000,2460629.8051736113,5,82,10,278,91.94120784721866,1679.2729143680806,0.6024768038799888
