Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,N/A,0.0,18,355,-3,5,103.12201561384182,1760.7001410140717,0.3725490272045135
1,N/A,0.0,11,355,4,5,89.89120396956069,1537.919523838945,0.3803921639919281
2,2024-12-03T02:37:51.000,2460647.6096180556,7,333,8,27,135.80006414558238,1783.3834224972106,0.41960784792900085
3,2024-12-03T02:48:18.000,2460647.616875,17,322,-2,38,123.08790358682545,1920.866479639052,0.486274520556132
4,2024-12-03T02:48:18.000,2460647.616875,6,319,9,41,120.13604472779751,1895.8655194058695,0.4143790900707245
5,2024-12-03T02:55:54.000,2460647.622152778,18,312,-3,48,124.55324320333742,1968.855251061268,0.47950089248743927
6,2024-12-03T02:58:45.000,2460647.6241319445,4,308,11,52,87.07261387902442,1762.7216187033123,0.4539215713739395
7,2024-12-03T02:58:45.000,2460647.6241319445,17,302,-2,58,133.94228974850597,2071.229188307567,0.48898945634181684
8,2024-12-03T03:06:12.857,2460647.629315477,24,299,-9,61,112.5054889415773,1968.4397922437636,0.4817927245582853
9,2024-12-03T03:09:12.000,2460647.6313888887,4,293,11,67,83.22008335917008,1797.538124420121,0.44470588564872743
10,2024-12-03T03:09:12.000,2460647.6313888887,14,291,1,69,139.21429405555168,2069.016069176133,0.4713725566864014
11,2024-12-03T03:09:12.000,2460647.6313888887,24,284,-9,76,109.0634464922405,1950.0057279109005,0.5095588453114033
12,2024-12-03T03:31:49.200,2460647.6470972225,20,278,-5,82,130.49289564982337,2057.497146827029,0.508088257163763
13,2024-12-03T03:31:49.200,2460647.6470972225,5,276,10,84,109.54712955288976,1812.7447594301268,0.44143222855485004
14,2024-12-03T03:31:49.200,2460647.6470972225,22,272,-7,88,108.35323889907015,1942.3509103201425,0.5047976805808696
15,2024-12-03T03:54:27.600,2460647.662819444,10,265,5,95,130.92221561163336,1849.4839246857612,0.5102941393852234
16,2024-12-03T03:54:27.600,2460647.662819444,17,259,-2,101,118.99944937197844,1908.3773105785624,0.5299019813537598
17,2024-12-03T04:39:44.400,2460647.694263889,17,240,-2,120,118.85968345634514,1848.8233249440939,0.5174019783735274
18,2024-12-03T05:02:22.800,2460647.7099861107,6,227,9,133,137.9716287700621,1956.3960120707013,0.3852941244840622
19,2024-12-03T05:02:22.800,2460647.7099861107,17,221,-2,139,115.21310206846792,1876.9776208167914,0.5098039381047512
20,2024-12-03T05:10:49.385,2460647.715849359,4,216,11,144,87.55266482216224,1770.3713418320176,0.4360482692718506
21,2024-12-03T05:23:18.000,2460647.724513889,12,208,3,152,127.74966081527455,1848.1672088514285,0.5099608063697816
22,2024-12-03T05:36:49.412,2460647.733905229,23,199,-8,161,93.0282353387094,1901.6617283879664,0.5058823771336499
23,2024-12-03T05:44:12.000,2460647.739027777,4,195,11,165,84.53576241540452,1727.8668105227148,0.4162352991104125
24,2024-12-03T05:51:34.588,2460647.744150327,13,192,2,168,126.00559065841412,1794.8332810034292,0.496885829112109
