Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20250106-20250106,1,N/A,0.0,-26,32,1542.169189453125,105.88143157958984
xyfnh3max,20250106-20250106,2,N/A,0.0,5,32,1726.163330078125,159.58819580078125
xyfnh3max,20250106-20250106,3,N/A,0.0,28,32,1487.914794921875,129.33509826660156
xyfnh3max,20250106-20250106,4,2025-01-06T01:05:24.000,2460681.5454166667,-23,37,1585.671142578125,105.39253997802734
xyfnh3max,20250106-20250106,5,2025-01-06T01:05:24.000,2460681.5454166667,50,41,1640.4940185546875,167.40589904785156
xyfnh3max,20250106-20250106,6,2025-01-06T01:13:45.600,2460681.5512222224,46,49,1635.63623046875,155.72821044921875
xyfnh3max,20250106-20250106,7,2025-01-06T01:15:51.000,2460681.552673611,-23,54,1658.815185546875,103.62226867675781
xyfnh3max,20250106-20250106,8,2025-01-06T01:15:51.000,2460681.552673611,47,57,1626.828857421875,158.87657165527344
xyfnh3max,20250106-20250106,9,2025-01-06T01:26:18.000,2460681.5599305555,48,69,1631.9605712890625,150.4808807373047
xyfnh3max,20250106-20250106,10,2025-01-06T01:26:18.000,2460681.5599305555,4,71,1745.1114501953125,133.47120666503906
xyfnh3max,20250106-20250106,11,2025-01-06T01:44:23.143,2460681.5724900793,1,87,1855.444091796875,127.12044525146484
xyfnh3max,20250106-20250106,12,2025-01-06T01:47:26.400,2460681.5746111115,2,96,1837.905517578125,127.5355224609375
xyfnh3max,20250106-20250106,13,2025-01-06T02:08:50.400,2460681.589472222,1,108,1826.66748046875,126.92855834960938
xyfnh3max,20250106-20250106,14,2025-01-06T02:51:34.800,2460681.619152778,41,135,1657.2308349609375,125.24149322509766
xyfnh3max,20250106-20250106,15,2025-01-06T03:13:03.600,2460681.6340694446,38,148,1591.329833984375,120.94639587402344
xyfnh3max,20250106-20250106,16,2025-01-06T03:17:14.488,2460681.636973239,7,157,2014.351806640625,161.08969116210938
xyfnh3max,20250106-20250106,17,2025-01-06T03:23:46.500,2460681.6415104168,38,162,1571.1343994140625,120.94530487060547
xyfnh3max,20250106-20250106,18,2025-01-06T03:23:46.500,2460681.6415104168,52,163,1765.450439453125,142.29835510253906
xyfnh3max,20250106-20250106,19,2025-01-06T03:34:14.000,2460681.648773148,-2,173,2003.59423828125,126.01806640625
xyfnh3max,20250106-20250106,20,2025-01-06T03:34:14.000,2460681.648773148,39,177,1549.539306640625,127.20848083496094
xyfnh3max,20250106-20250106,21,2025-01-06T03:35:03.000,2460681.649340278,34,180,1524.763427734375,127.31861877441406
xyfnh3max,20250106-20250106,22,2025-01-06T03:44:51.000,2460681.6561458334,-4,186,1999.9739990234375,121.38873291015625
xyfnh3max,20250106-20250106,23,2025-01-06T03:55:30.000,2460681.6635416667,6,202,1983.06591796875,144.17501831054688
xyfnh3max,20250106-20250106,24,2025-01-06T03:55:30.000,2460681.6635416667,39,202,1561.06396484375,118.19355773925781
xyfnh3max,20250106-20250106,25,2025-01-06T03:55:30.000,2460681.6635416667,34,204,1481.1527099609375,117.76676940917969
xyfnh3min,20250106-20250106,1,N/A,0.0,17,31,1791.5970458984375,74.35846710205078
xyfnh3min,20250106-20250106,2,N/A,0.0,-45,32,1574.2296142578125,41.152671813964844
xyfnh3min,20250106-20250106,3,N/A,0.0,-17,33,1750.5543212890625,83.4828872680664
xyfnh3min,20250106-20250106,4,N/A,0.0,-30,33,1541.9586181640625,75.26789855957031
xyfnh3min,20250106-20250106,5,N/A,0.0,-53,33,1628.1636962890625,47.59703063964844
xyfnh3min,20250106-20250106,6,2025-01-06T01:05:24.000,2460681.5454166667,-45,39,1596.2825927734375,41.57878112792969
xyfnh3min,20250106-20250106,7,2025-01-06T01:05:24.000,2460681.5454166667,15,43,1845.57177734375,69.31714630126953
xyfnh3min,20250106-20250106,8,2025-01-06T01:05:24.000,2460681.5454166667,-20,44,1672.14794921875,85.18132781982422
