Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20250128-20250128,1,2025-01-28T03:46:18.698,2460703.657160853,5,30,1792.0654296875,137.29844665527344
xyfnh3max,20250128-20250128,2,2025-01-28T05:00:28.800,2460703.708666667,3,70,1845.6568603515625,150.92147827148438
xyfnh3max,20250128-20250128,3,2025-01-28T05:51:45.849,2460703.7442806605,4,107,1873.915771484375,149.64010620117188
xyfnh3max,20250128-20250128,4,2025-01-28T06:45:00.000,2460703.78125,5,151,1752.642578125,159.51025390625
xyfnh3max,20250128-20250128,5,2025-01-28T06:55:27.000,2460703.7885069447,-4,167,1915.715087890625,121.77610778808594
xyfnh3max,20250128-20250128,6,N/A,0.0,-4,234,1686.8035888671875,116.88648986816406
xyfnh3max,20250128-20250128,7,2025-01-28T00:31:12.000,2460703.5216666665,4,242,1734.600341796875,142.9564208984375
xyfnh3max,20250128-20250128,8,2025-01-28T00:31:12.000,2460703.5216666665,4,247,1828.189208984375,141.09449768066406
xyfnh3max,20250128-20250128,9,2025-01-28T00:52:08.000,2460703.5362037034,6,267,1822.1427001953125,143.43089294433594
xyfnh3max,20250128-20250128,10,2025-01-28T01:13:04.500,2460703.5507465275,-3,293,1860.882080078125,117.97453308105469
xyfnh3max,20250128-20250128,11,2025-01-28T01:20:29.040,2460703.555891667,4,303,1704.661376953125,126.30783081054688
xyfnh3max,20250128-20250128,12,2025-01-28T01:35:28.800,2460703.566305556,3,313,1786.4495849609375,129.36465454101562
xyfnh3max,20250128-20250128,13,2025-01-28T01:58:56.233,2460703.5825952846,4,332,1820.0860595703125,140.2919464111328
xyfnh3max,20250128-20250128,14,2025-01-28T02:10:42.000,2460703.590763889,-4,348,1870.6234130859375,119.14663696289062
xyfnh3min,20250128-20250128,1,2025-01-28T06:45:00.000,2460703.78125,-10,158,1930.27392578125,86.69522857666016
xyfnh3min,20250128-20250128,2,2025-01-28T07:05:54.000,2460703.795763889,-1,185,1840.3604736328125,45.7767333984375
xyPcldmax,20250128-20250128,1,2025-01-28T04:00:49.500,2460703.667239583,-4,40,1981.836181640625,120.10103607177734
xyPcldmax,20250128-20250128,2,2025-01-28T05:00:28.800,2460703.708666667,-4,75,1962.0244140625,124.67970275878906
xyPcldmax,20250128-20250128,3,2025-01-28T05:00:28.800,2460703.708666667,7,75,1974.4088134765625,135.144775390625
xyPcldmax,20250128-20250128,4,2025-01-28T05:33:51.577,2460703.7318469556,-5,97,1976.435791015625,124.96251678466797
xyPcldmax,20250128-20250128,5,2025-01-28T05:48:34.200,2460703.7420625,8,104,1993.440673828125,132.0134735107422
xyPcldmax,20250128-20250128,6,2025-01-28T06:34:33.000,2460703.7739930553,-1,140,1976.0650634765625,130.029052734375
xyPcldmax,20250128-20250128,7,2025-01-28T06:45:00.000,2460703.78125,9,156,2045.2818603515625,113.97344970703125
xyPcldmax,20250128-20250128,8,2025-01-28T06:55:27.000,2460703.7885069447,-10,169,1955.33642578125,93.50686645507812
xyPcldmax,20250128-20250128,9,2025-01-28T07:05:54.000,2460703.795763889,-3,181,1895.3369140625,68.7279052734375
xyPcldmax,20250128-20250128,10,2025-01-28T00:40:20.625,2460703.528016493,0,253,1945.943603515625,121.27876281738281
xyPcldmax,20250128-20250128,11,2025-01-28T00:41:39.000,2460703.528923611,-7,260,1955.89599609375,94.62770080566406
xyPcldmax,20250128-20250128,12,2025-01-28T00:52:08.000,2460703.5362037034,8,272,2009.88232421875,119.16118621826172
xyPcldmax,20250128-20250128,13,2025-01-28T01:03:13.500,2460703.54390625,-8,283,2000.884521484375,97.9031982421875
xyPcldmax,20250128-20250128,14,2025-01-28T01:14:03.600,2460703.551430556,-8,297,2026.1466064453125,109.42020416259766
xyPcldmax,20250128-20250128,15,2025-01-28T01:35:28.800,2460703.566305556,-9,312,2005.8026123046875,105.16117095947266
xyPcldmax,20250128-20250128,16,2025-01-28T01:56:54.000,2460703.5811805557,-9,329,2041.0650634765625,105.90388488769531
xyPcldmax,20250128-20250128,17,2025-01-28T02:07:51.000,2460703.588784722,-10,337,2019.751953125,101.81292724609375
xyPcldmax,20250128-20250128,18,2025-01-28T02:09:41.647,2460703.5900653596,-8,347,2020.783447265625,108.1181640625
xyPcldmin,20250128-20250128,1,2025-01-28T03:35:57.000,2460703.649965278,9,21,1660.6748046875,96.02184295654297
xyPcldmin,20250128-20250128,2,2025-01-28T03:48:40.800,2460703.6588055557,10,33,1725.890625,98.5352554321289
xyPcldmin,20250128-20250128,3,2025-01-28T04:00:49.500,2460703.667239583,8,40,1703.7548828125,85.51860046386719
xyPcldmin,20250128-20250128,4,2025-01-28T04:17:48.585,2460703.679034553,8,52,1650.091552734375,81.94295501708984
xyPcldmin,20250128-20250128,5,2025-01-28T04:34:46.047,2460703.6908107237,-5,56,1721.9619140625,103.03211212158203
xyPcldmin,20250128-20250128,6,2025-01-28T05:21:24.000,2460703.723194445,8,90,1717.83642578125,84.95574188232422
xyPcldmin,20250128-20250128,7,2025-01-28T05:54:45.577,2460703.746360844,-5,110,1753.8896484375,124.65374755859375
xyPcldmin,20250128-20250128,8,2025-01-28T06:09:28.200,2460703.756576389,-4,117,1802.7059326171875,131.74954223632812
xyPcldmin,20250128-20250128,9,2025-01-28T06:10:34.588,2460703.757344771,6,118,1705.0738525390625,122.95500946044922
xyPcldmin,20250128-20250128,10,2025-01-28T06:24:06.000,2460703.766736111,7,133,1683.0635986328125,95.53629302978516
xyPcldmin,20250128-20250128,11,2025-01-28T06:27:05.143,2460703.7688095244,-7,136,1826.81787109375,112.49061584472656
xyPcldmin,20250128-20250128,12,2025-01-28T06:35:26.743,2460703.7746150796,4,147,1721.4908447265625,152.93203735351562
xyPcldmin,20250128-20250128,13,N/A,0.0,8,234,1494.458740234375,101.53893280029297
xyPcldmin,20250128-20250128,14,2025-01-28T00:41:39.000,2460703.528923611,8,259,1638.0858154296875,112.11638641357422
xyPcldmin,20250128-20250128,15,2025-01-28T01:14:03.600,2460703.551430556,7,295,1627.29931640625,101.46092987060547
xyPcldmin,20250128-20250128,16,2025-01-28T01:50:25.200,2460703.576680556,9,322,1659.6905517578125,101.65293884277344
xyPcldmin,20250128-20250128,17,2025-01-28T02:08:44.743,2460703.589406746,9,346,1627.435546875,93.89727020263672
