Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241006-20241010,1,2024-10-08T11:53:12.000,2460591.995277778,-5,21,1886.6378173828125,120.01842498779297
xyfnh3max,20241006-20241010,2,2024-10-08T11:53:12.000,2460591.995277778,6,32,1908.886474609375,151.39125061035156
xyfnh3max,20241006-20241010,3,2024-10-08T12:05:24.000,2460592.00375,5,48,1740.74267578125,139.23826599121094
xyfnh3max,20241006-20241010,4,N/A,0.0,2,126,1611.930419921875,174.2308807373047
xyfnh3max,20241006-20241010,5,2024-10-09T11:50:18.000,2460592.993263889,-5,133,1773.918212890625,157.07667541503906
xyfnh3max,20241006-20241010,6,2024-10-09T12:02:09.000,2460593.0014930554,-3,178,2077.9013671875,152.55247497558594
xyfnh3max,20241006-20241010,7,2024-10-08T19:19:55.154,2460592.3054994657,-3,198,1881.88525390625,153.77911376953125
xyfnh3max,20241006-20241010,8,2024-10-06T21:25:00.000,2460590.392361111,1,232,1881.7825927734375,130.31784057617188
xyfnh3max,20241006-20241010,9,2024-10-06T21:25:00.000,2460590.392361111,1,239,1849.1768798828125,129.33721923828125
xyfnh3max,20241006-20241010,10,2024-10-06T16:38:10.000,2460590.1931712963,3,260,1659.254150390625,118.40945434570312
xyfnh3max,20241006-20241010,11,2024-10-06T15:52:57.462,2460590.1617761753,3,271,1632.2532958984375,116.90428161621094
xyfnh3max,20241006-20241010,12,2024-10-08T20:22:10.957,2460592.348737923,3,287,1725.140625,125.00312805175781
xyfnh3max,20241006-20241010,13,2024-10-10T11:51:00.000,2460593.99375,4,303,1789.6436767578125,136.48513793945312
xyfnh3max,20241006-20241010,14,2024-10-10T11:51:00.000,2460593.99375,3,329,1841.15283203125,131.753662109375
xyfnh3min,20241006-20241010,1,2024-10-08T12:05:24.000,2460592.00375,-10,46,1868.0279541015625,104.09044647216797
xyfnh3min,20241006-20241010,2,2024-10-09T12:01:27.176,2460593.001008987,-9,147,1833.4017333984375,84.35584259033203
xyfnh3min,20241006-20241010,3,2024-10-10T12:01:54.000,2460594.0013194443,-9,351,1934.1416015625,90.45172119140625
xyPcldmax,20241006-20241010,1,2024-10-08T11:53:12.000,2460591.995277778,0,7,1947.070556640625,117.13480377197266
xyPcldmax,20241006-20241010,2,2024-10-08T11:53:12.000,2460591.995277778,11,8,1909.910888671875,77.24236297607422
xyPcldmax,20241006-20241010,3,2024-10-08T11:53:12.000,2460591.995277778,6,35,1951.121826171875,146.37464904785156
xyPcldmax,20241006-20241010,4,2024-10-08T11:53:12.000,2460591.995277778,-4,38,1933.9482421875,127.43453979492188
xyPcldmax,20241006-20241010,5,N/A,0.0,-5,126,2018.391845703125,141.56715393066406
xyPcldmax,20241006-20241010,6,2024-10-09T12:02:09.000,2460593.0014930554,-1,177,2130.28564453125,144.57632446289062
xyPcldmax,20241006-20241010,7,2024-10-08T05:20:25.680,2460591.722519445,-5,205,1959.326416015625,144.95643615722656
xyPcldmax,20241006-20241010,8,2024-10-07T11:16:34.125,2460590.9698394095,-3,215,1948.803466796875,133.25283813476562
xyPcldmax,20241006-20241010,9,2024-10-07T02:12:36.000,2460590.5920833335,-10,219,1945.8668212890625,114.25497436523438
xyPcldmax,20241006-20241010,10,2024-10-07T02:12:36.000,2460590.5920833335,-3,220,1948.423583984375,121.9548110961914
xyPcldmax,20241006-20241010,11,2024-10-06T21:25:00.000,2460590.392361111,-4,232,1937.373291015625,116.84864044189453
xyPcldmax,20241006-20241010,12,2024-10-10T11:51:00.000,2460593.99375,0,317,1944.8863525390625,122.05963134765625
xyPcldmax,20241006-20241010,13,2024-10-10T11:51:00.000,2460593.99375,0,327,1978.975341796875,126.97858428955078
xyPcldmax,20241006-20241010,14,2024-10-10T11:51:00.000,2460593.99375,-10,327,1954.0753173828125,102.88741302490234
xyPcldmax,20241006-20241010,15,2024-10-10T12:01:54.000,2460594.0013194443,0,353,1996.014404296875,140.57530212402344
xyPcldmax,20241006-20241010,16,2024-10-10T12:01:54.000,2460594.0013194443,10,355,1977.84130859375,95.51428985595703
xyPcldmin,20241006-20241010,1,2024-10-08T11:53:12.000,2460591.995277778,-4,9,1823.5469970703125,113.99456787109375
xyPcldmin,20241006-20241010,2,2024-10-08T11:53:12.000,2460591.995277778,6,21,1617.06787109375,101.20866394042969
xyPcldmin,20241006-20241010,3,2024-10-08T12:05:24.000,2460592.00375,-6,54,1702.350830078125,127.47154998779297
xyPcldmin,20241006-20241010,4,2024-10-08T12:05:24.000,2460592.00375,6,54,1674.3033447265625,137.866455078125
xyPcldmin,20241006-20241010,5,2024-10-09T11:50:18.000,2460592.993263889,4,132,1477.8875732421875,160.26889038085938
xyPcldmin,20241006-20241010,6,2024-10-09T11:50:18.000,2460592.993263889,10,140,1469.1097412109375,73.58092498779297
xyPcldmin,20241006-20241010,7,2024-10-09T12:02:09.000,2460593.0014930554,-4,148,1622.26708984375,114.46995544433594
