Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyPcldmax,20241205-20241205,15,2024-12-05T06:07:51.551,2460649.7554577664,9,134,2011.4315185546875,144.49969482421875
xyPcldmax,20241205-20241205,16,2024-12-05T06:15:32.400,2460649.760791667,-7,138,1918.2855224609375,102.76258850097656
xyPcldmax,20241205-20241205,17,2024-12-05T06:27:37.347,2460649.7691822564,-7,146,1920.310302734375,103.65735626220703
xyPcldmax,20241205-20241205,18,2024-12-05T06:37:39.600,2460649.7761527775,-1,153,1920.23046875,122.34346771240234
xyPcldmax,20241205-20241205,19,2024-12-05T07:02:41.143,2460649.7935317466,-8,175,1938.056396484375,93.6660385131836
xyPcldmax,20241205-20241205,20,2024-12-05T07:10:09.000,2460649.798715278,1,177,1980.26123046875,128.37220764160156
xyPcldmax,20241205-20241205,21,2024-12-05T07:10:09.000,2460649.798715278,-9,181,1939.0751953125,83.92232513427734
xyPcldmax,20241205-20241205,22,2024-12-05T07:10:09.000,2460649.798715278,6,183,1986.2176513671875,142.46945190429688
xyPcldmax,20241205-20241205,23,2024-12-05T07:20:36.000,2460649.8059722222,-4,194,1940.20361328125,110.6953353881836
xyPcldmax,20241205-20241205,24,2024-12-05T07:31:03.000,2460649.813229167,-5,203,2040.3067626953125,115.376220703125
xyPcldmax,20241205-20241205,25,2024-12-05T07:41:30.000,2460649.820486111,-6,220,1928.7005615234375,106.75931549072266
xyPcldmax,20241205-20241205,26,N/A,0.0,-2,305,1854.6741943359375,123.68326568603516
xyPcldmax,20241205-20241205,27,2024-12-05T02:00:18.000,2460649.5835416666,-2,316,1858.2081298828125,123.63568115234375
xyPcldmax,20241205-20241205,28,2024-12-05T02:10:45.000,2460649.590798611,-2,337,1930.7470703125,112.27337646484375
xyPcldmax,20241205-20241205,29,2024-12-05T02:10:45.000,2460649.590798611,-10,355,2020.1634521484375,103.0960922241211
xyPcldmin,20241205-20241205,1,2024-12-05T03:13:33.000,2460649.634409722,7,16,1547.10791015625,99.87836456298828
xyPcldmin,20241205-20241205,2,2024-12-05T03:13:33.000,2460649.634409722,-7,19,1837.2650146484375,105.96334838867188
xyPcldmin,20241205-20241205,3,2024-12-05T03:24:00.000,2460649.6416666666,11,30,1760.99951171875,103.78945922851562
xyPcldmin,20241205-20241205,4,2024-12-05T03:52:59.143,2460649.6617956352,8,57,1675.1522216796875,101.32767486572266
xyPcldmin,20241205-20241205,5,2024-12-05T04:37:44.233,2460649.6928730616,6,78,1553.8712158203125,114.75830078125
xyPcldmin,20241205-20241205,6,2024-12-05T05:11:08.927,2460649.716075542,10,96,1664.4757080078125,85.86241912841797
xyPcldmin,20241205-20241205,7,2024-12-05T05:43:53.647,2460649.73881536,7,121,1519.4906005859375,104.197021484375
xyPcldmin,20241205-20241205,8,2024-12-05T06:37:39.600,2460649.7761527775,8,152,1647.9976806640625,89.85106658935547
xyPcldmin,20241205-20241205,9,2024-12-05T06:59:42.000,2460649.7914583334,8,167,1567.364501953125,91.45806121826172
xyPcldmin,20241205-20241205,10,2024-12-05T07:10:09.000,2460649.798715278,-3,179,1782.68994140625,103.09447479248047
xyPcldmin,20241205-20241205,11,2024-12-05T07:20:36.000,2460649.8059722222,8,195,1571.869140625,109.51902770996094
xyPcldmin,20241205-20241205,12,2024-12-05T07:31:03.000,2460649.813229167,-9,206,1833.3466796875,89.17909240722656
xyPcldmin,20241205-20241205,13,2024-12-05T07:32:21.375,2460649.8141362853,-9,213,1832.96484375,93.20036315917969
xyPcldmin,20241205-20241205,14,N/A,0.0,8,304,1632.2530517578125,90.15486907958984
xyPcldmin,20241205-20241205,15,2024-12-05T02:00:18.000,2460649.5835416666,-6,308,1754.786865234375,124.5168228149414
xyPcldmin,20241205-20241205,16,2024-12-05T02:00:18.000,2460649.5835416666,7,319,1549.15966796875,103.89014434814453
xyPcldmin,20241205-20241205,17,2024-12-05T02:00:18.000,2460649.5835416666,-10,319,1762.8975830078125,104.89399719238281
xyPcldmin,20241205-20241205,18,2024-12-05T02:10:45.000,2460649.590798611,-10,331,1727.037353515625,93.9614028930664
xyPcldmin,20241205-20241205,19,2024-12-05T02:10:45.000,2460649.590798611,9,336,1675.3284912109375,85.81736755371094
xyPcldmin,20241205-20241205,20,2024-12-05T02:10:45.000,2460649.590798611,6,345,1755.2728271484375,110.31779479980469
