Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20220828-20220901,1,2022-09-01T06:04:54.000,2459823.753402778,4,165,1767.189453125,154.02737426757812
xyfnh3max,20220828-20220901,2,2022-09-01T06:04:54.000,2459823.753402778,2,187,1760.8321533203125,130.24940490722656
xyfnh3max,20220828-20220901,3,2022-09-01T06:04:54.000,2459823.753402778,5,199,1709.3701171875,127.97736358642578
xyfnh3max,20220828-20220901,4,2022-08-31T09:02:21.750,2459822.8766406253,4,213,1663.4761962890625,129.04965209960938
xyfnh3max,20220828-20220901,5,2022-08-31T06:02:00.000,2459822.751388889,4,222,1719.0257568359375,129.36802673339844
xyfnh3max,20220828-20220901,6,2022-08-30T05:59:06.000,2459821.749375,5,231,1802.5272216796875,138.56996154785156
xyfnh3max,20220828-20220901,7,2022-08-30T05:59:06.000,2459821.749375,3,246,1738.775390625,121.65717315673828
xyfnh3max,20220828-20220901,8,2022-08-30T05:59:06.000,2459821.749375,-4,249,1855.5606689453125,126.66087341308594
xyfnh3max,20220828-20220901,9,2022-08-30T05:59:06.000,2459821.749375,2,270,1724.3336181640625,133.57528686523438
xyfnh3max,20220828-20220901,10,2022-08-28T06:08:12.000,2459819.7556944443,3,285,1697.599609375,134.90374755859375
xyfnh3max,20220828-20220901,11,2022-08-28T06:08:12.000,2459819.7556944443,1,300,1758.4752197265625,136.5989990234375
xyfnh3max,20220828-20220901,12,2022-08-28T06:08:12.000,2459819.7556944443,4,327,1790.1097412109375,129.9837188720703
xyfnh3max,20220828-20220901,13,2022-08-28T06:08:12.000,2459819.7556944443,4,346,1701.876708984375,125.9416732788086
xyfnh3min,20220828-20220901,1,2022-09-01T06:04:54.000,2459823.753402778,-10,166,1888.3309326171875,109.4508056640625
xyfnh3min,20220828-20220901,2,2022-09-01T06:04:54.000,2459823.753402778,-7,202,1861.0238037109375,108.04249572753906
xyfnh3min,20220828-20220901,3,2022-08-31T06:02:00.000,2459822.751388889,-3,215,1693.9810791015625,103.82306671142578
xyfnh3min,20220828-20220901,4,2022-08-30T05:59:06.000,2459821.749375,-6,232,1837.5423583984375,104.52313232421875
xyfnh3min,20220828-20220901,5,2022-08-30T05:59:06.000,2459821.749375,-1,244,1742.3984375,110.4718246459961
xyfnh3min,20220828-20220901,6,2022-08-30T05:59:06.000,2459821.749375,1,253,1728.6220703125,110.56394958496094
xyfnh3min,20220828-20220901,7,2022-08-30T05:59:06.000,2459821.749375,-4,258,1800.0771484375,109.2798843383789
xyfnh3min,20220828-20220901,8,2022-08-29T12:53:46.714,2459821.0373462304,-9,275,1807.296142578125,108.17570495605469
xyfnh3min,20220828-20220901,9,2022-08-28T06:08:12.000,2459819.7556944443,-9,292,1804.568115234375,97.32365417480469
xyfnh3min,20220828-20220901,10,2022-08-28T06:08:12.000,2459819.7556944443,-8,315,1852.09375,106.66425323486328
xyfnh3min,20220828-20220901,11,2022-08-28T06:08:12.000,2459819.7556944443,-9,341,1763.78076171875,98.31493377685547
xyPcldmax,20220828-20220901,1,2022-09-01T06:04:54.000,2459823.753402778,8,171,1935.4659423828125,125.36735534667969
xyPcldmax,20220828-20220901,2,2022-09-01T06:04:54.000,2459823.753402778,10,188,1845.0694580078125,101.89901733398438
xyPcldmax,20220828-20220901,3,2022-08-31T06:02:00.000,2459822.751388889,10,219,1816.9888916015625,105.22122955322266
xyPcldmax,20220828-20220901,4,2022-08-30T05:59:06.000,2459821.749375,9,236,1880.70751953125,115.64493560791016
xyPcldmax,20220828-20220901,5,2022-08-30T05:59:06.000,2459821.749375,11,258,1817.7301025390625,106.82615661621094
xyPcldmax,20220828-20220901,6,2022-08-30T05:59:06.000,2459821.749375,5,262,1792.6805419921875,123.83391571044922
xyPcldmax,20220828-20220901,7,2022-08-30T05:59:06.000,2459821.749375,7,270,1806.5343017578125,118.23953247070312
xyPcldmax,20220828-20220901,8,2022-08-28T06:08:12.000,2459819.7556944443,-8,288,1838.9578857421875,106.3688735961914
xyPcldmax,20220828-20220901,9,2022-08-28T06:08:12.000,2459819.7556944443,11,292,1843.4110107421875,96.09109497070312
xyPcldmax,20220828-20220901,10,2022-08-28T06:08:12.000,2459819.7556944443,4,302,1871.3438720703125,131.33338928222656
xyPcldmax,20220828-20220901,11,2022-08-28T06:08:12.000,2459819.7556944443,11,306,1892.8116455078125,89.1922378540039
xyPcldmax,20220828-20220901,12,2022-08-28T06:08:12.000,2459819.7556944443,-8,318,1893.1187744140625,108.59639739990234
xyPcldmax,20220828-20220901,13,2022-08-28T06:08:12.000,2459819.7556944443,9,321,1849.579345703125,100.40065002441406
xyPcldmax,20220828-20220901,14,2022-08-28T06:08:12.000,2459819.7556944443,-8,323,1897.62939453125,106.51559448242188
xyPcldmax,20220828-20220901,15,2022-08-28T06:08:12.000,2459819.7556944443,8,332,1849.0009765625,105.86811828613281
xyPcldmin,20220828-20220901,1,N/A,0.0,-1,152,1608.4375,126.01252746582031
xyPcldmin,20220828-20220901,2,2022-09-01T06:04:54.000,2459823.753402778,-1,178,1734.470458984375,129.94798278808594
xyPcldmin,20220828-20220901,3,2022-09-01T06:04:54.000,2459823.753402778,2,186,1726.8670654296875,127.69925689697266
xyPcldmin,20220828-20220901,4,2022-08-31T12:54:15.429,2459823.0376785714,0,211,1643.53125,114.2359848022461
xyPcldmin,20220828-20220901,5,2022-08-31T06:02:00.000,2459822.751388889,0,216,1641.8963623046875,113.39917755126953
xyPcldmin,20220828-20220901,6,2022-08-30T05:59:06.000,2459821.749375,-1,242,1713.4566650390625,114.22737121582031
xyPcldmin,20220828-20220901,7,2022-08-30T05:59:06.000,2459821.749375,8,248,1682.8392333984375,98.6351318359375
xyPcldmin,20220828-20220901,8,2022-08-30T05:59:06.000,2459821.749375,0,251,1698.234375,114.53710174560547
xyPcldmin,20220828-20220901,9,2022-08-30T05:59:06.000,2459821.749375,0,256,1699.666015625,115.84992218017578
xyPcldmin,20220828-20220901,10,2022-08-30T05:59:06.000,2459821.749375,9,265,1723.378173828125,105.68051147460938
xyPcldmin,20220828-20220901,11,2022-08-29T12:53:46.714,2459821.0373462304,3,275,1648.0809326171875,124.71168518066406
xyPcldmin,20220828-20220901,12,2022-08-29T03:04:13.125,2459820.627929688,-1,280,1656.094970703125,119.84819793701172
xyPcldmin,20220828-20220901,13,2022-08-29T01:16:33.600,2459820.5531666665,-10,281,1749.022216796875,111.68647766113281
xyPcldmin,20220828-20220901,14,2022-08-28T06:08:12.000,2459819.7556944443,1,294,1662.32470703125,130.01171875
xyPcldmin,20220828-20220901,15,2022-08-28T06:08:12.000,2459819.7556944443,-4,311,1720.691162109375,111.51263427734375
xyPcldmin,20220828-20220901,16,2022-08-28T06:08:12.000,2459819.7556944443,6,315,1652.5103759765625,109.41631317138672
