Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241202-20241203,1,2024-12-02T23:35:28.320,2460647.4829666666,3,21,1793.208984375,147.94314575195312
xyfnh3max,20241202-20241203,2,2024-12-02T22:03:20.000,2460647.4189814813,4,26,1860.9212646484375,147.24684143066406
xyfnh3max,20241202-20241203,3,2024-12-02T10:21:48.000,2460646.9318055557,1,51,1895.8956298828125,130.14097595214844
xyfnh3max,20241202-20241203,4,2024-12-02T08:19:30.300,2460646.846878472,1,59,1886.977294921875,129.37266540527344
xyfnh3max,20241202-20241203,5,2024-12-02T03:33:01.773,2460646.647937184,6,74,1835.544189453125,142.76419067382812
xyfnh3max,20241202-20241203,6,2024-12-02T03:41:28.941,2460646.65380719,-10,84,1935.38916015625,106.26142883300781
xyfnh3max,20241202-20241203,7,2024-12-02T04:06:45.283,2460646.671357442,2,100,1853.0908203125,122.69514465332031
xyfnh3max,20241202-20241203,8,2024-12-02T04:37:36.000,2460646.692777778,-3,118,1978.5682373046875,125.9089126586914
xyfnh3max,20241202-20241203,9,2024-12-02T04:37:36.000,2460646.692777778,5,119,1806.267822265625,132.4134521484375
xyfnh3max,20241202-20241203,10,2024-12-02T04:58:30.000,2460646.7072916664,4,145,1816.1434326171875,126.35672760009766
xyfnh3max,20241202-20241203,11,2024-12-02T04:58:30.000,2460646.7072916664,-2,148,2062.185791015625,127.30709838867188
xyfnh3max,20241202-20241203,12,2024-12-02T20:39:53.040,2460647.361030556,6,178,1751.021728515625,148.88058471679688
xyfnh3max,20241202-20241203,13,2024-12-03T02:48:18.000,2460647.616875,-3,186,1937.7496337890625,124.83206939697266
xyfnh3max,20241202-20241203,14,2024-12-03T03:09:12.000,2460647.6313888887,1,211,2095.947265625,141.56068420410156
xyfnh3max,20241202-20241203,15,2024-12-03T03:18:22.125,2460647.6377560766,-2,224,2020.81103515625,141.32473754882812
xyfnh3max,20241202-20241203,16,2024-12-03T03:31:49.200,2460647.647097222,3,232,1846.22119140625,139.1637420654297
xyfnh3max,20241202-20241203,17,2024-12-03T04:06:56.204,2460647.6714838436,1,251,1844.6263427734375,126.16381072998047
xyfnh3max,20241202-20241203,18,2024-12-03T04:49:37.347,2460647.7011267007,6,275,1811.12060546875,152.1973419189453
xyfnh3max,20241202-20241203,19,2024-12-03T05:23:18.000,2460647.724513889,2,296,1855.18505859375,128.1796875
xyfnh3max,20241202-20241203,20,2024-12-03T06:11:22.200,2460647.7578958333,5,325,1918.8082275390625,147.89913940429688
xyfnh3max,20241202-20241203,21,2024-12-03T06:36:27.000,2460647.7753125,4,346,1868.4415283203125,159.2601776123047
xyfnh3min,20241202-20241203,1,2024-12-02T04:01:31.800,2460646.6677291663,-8,96,1764.7142333984375,91.02368927001953
xyfnh3min,20241202-20241203,2,2024-12-02T04:10:00.600,2460646.673618056,11,103,1739.8197021484375,74.32337188720703
xyfnh3min,20241202-20241203,3,2024-12-02T04:23:48.706,2460646.6832026145,11,110,1716.7322998046875,74.35137176513672
xyfnh3min,20241202-20241203,4,2024-12-02T04:38:33.000,2460646.6934375,-7,126,1818.16162109375,92.9679946899414
xyfnh3min,20241202-20241203,5,2024-12-02T04:48:03.000,2460646.700034722,-7,132,1830.7872314453125,90.49333953857422
xyfnh3min,20241202-20241203,6,2024-12-02T04:48:03.000,2460646.700034722,9,135,1805.9619140625,75.5121841430664
xyfnh3min,20241202-20241203,7,2024-12-02T04:59:18.231,2460646.7078498933,-8,151,1870.33642578125,89.00495910644531
