label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460632.8138194443,2024-11-18T07:31:54.000,17.0,0.5345224838248488,12.647058823529411,2.4117647058823763,12.648985985112748,2.4136939247846385,1729.9128913518243,1715.5039322364762,1743.834535371717,74.05366051705663,69.12158566633445,81.48886409782149
2,2460632.8138194443,2024-11-18T07:31:54.000,2.0,1.0,-14.0,3.5,-14.0,3.5002797648485853,1746.6359985833328,1745.6587038719663,1747.6132932946991,99.41825287326091,98.52346137720133,100.31304436932048
3,2460632.8210937497,2024-11-18T07:42:22.500,96.0,0.8636006316223901,9.25,14.708333333333314,9.249731937005016,14.698094266238911,1727.8894947313681,1689.9390033368252,1749.65627079999,97.98899698360033,76.99586669143257,139.4365511743631
4,2460632.850173611,2024-11-18T08:24:15.000,2.0,1.0,-5.5,76.0,-5.4994488459246575,76.0,1747.9422503210735,1746.0154793316233,1749.8690213105237,95.57850696521912,92.48809729283454,98.6689166376037
5,2460632.8522470235,2024-11-18T08:27:14.143,1.0,0,12.0,80.0,12.0,80.0,1741.2919572026867,1741.2919572026867,1741.2919572026867,81.59388422361287,81.59388422361287,81.59388422361287
6,2460632.8522470235,2024-11-18T08:27:14.143,13.0,0.5234764688134469,-4.692307692307693,80.30769230769232,-4.691668927346111,80.3091139933984,1742.4890909731273,1733.9497185186087,1746.517484569432,102.81428094107514,94.93402269582982,108.50047096028845
7,2460632.8574305554,2024-11-18T08:34:42.000,1.0,0,-1.0,81.0,-1.0,81.0,1749.9456111450872,1749.9456111450872,1749.9456111450872,114.98004878461802,114.98004878461802,114.98004878461802
8,2460632.8574305554,2024-11-18T08:34:42.000,553.0,0.8303039982792224,4.182640144665461,84.16094032549728,4.13736368347433,83.90699966002393,1666.4750998037257,1428.0542592790127,1749.9281581234359,105.4420071063458,57.36570676913569,136.417875140699
9,2460632.8574305554,2024-11-18T08:34:42.000,1.0,0,-9.0,86.0,-9.0,86.0,1741.5575865602423,1741.5575865602423,1741.5575865602423,92.16752279482498,92.16752279482498,92.16752279482498
10,0.0,-04713-11-24T12:00:00.000,1.0,0,-3.0,185.0,-3.0,185.0,1744.1295235732139,1744.1295235732139,1744.1295235732139,114.567927294087,114.567927294087,114.567927294087
11,2460632.637013889,2024-11-18T03:17:18.000,161.0,0.61304119042248,8.683229813664596,190.77018633540374,8.677686140710048,190.77653873700396,1715.8297069334008,1660.6521382447443,1749.8078413369774,92.8319275061816,53.5803620251463,128.73026684296303
12,2460632.637013889,2024-11-18T03:17:18.000,1.0,0,-10.0,194.0,-10.0,194.0,1748.8407628013879,1748.8407628013879,1748.8407628013879,97.7717208930456,97.7717208930456,97.7717208930456
13,2460632.637013889,2024-11-18T03:17:18.000,2.0,1.0,-13.5,194.0,-13.499310699856782,194.0,1744.483451300921,1742.0785059152715,1746.8883966865706,90.18541778276739,89.09865980394714,91.27217576158762
14,2460632.637013889,2024-11-18T03:17:18.000,1.0,0,-12.0,199.0,-12.0,199.0,1749.8833144989355,1749.8833144989355,1749.8833144989355,94.94469917405462,94.94469917405462,94.94469917405462
