Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241128-20241129,1,2024-11-29T00:25:19.200,2460643.517583334,3,13,1871.293701171875,141.74989318847656
xyfnh3max,20241128-20241129,2,2024-11-29T01:45:14.852,2460643.57308857,3,32,1895.4434814453125,143.55357360839844
xyfnh3max,20241128-20241129,3,2024-11-29T05:20:52.800,2460643.7228333335,4,52,1880.4306640625,146.6334686279297
xyfnh3max,20241128-20241129,4,2024-11-29T05:42:24.000,2460643.737777778,4,66,1885.261962890625,136.0467529296875
xyfnh3max,20241128-20241129,5,2024-11-29T06:25:26.400,2460643.767666667,-10,92,1926.6005859375,109.35037994384766
xyfnh3max,20241128-20241129,6,2024-11-29T06:25:26.400,2460643.767666667,6,93,1783.3291015625,147.447998046875
xyfnh3max,20241128-20241129,7,2024-11-29T07:31:21.907,2460643.8134479974,-4,139,1994.8468017578125,126.2713623046875
xyfnh3max,20241128-20241129,8,2024-11-29T07:32:24.429,2460643.814171627,6,140,1838.9462890625,135.597900390625
xyfnh3max,20241128-20241129,9,2024-11-29T01:18:42.857,2460643.5546626984,-2,155,1908.649169921875,123.73705291748047
xyfnh3max,20241128-20241129,10,2024-11-28T20:13:19.538,2460643.3425872508,4,166,1834.0294189453125,126.50961303710938
xyfnh3max,20241128-20241129,11,2024-11-28T17:44:07.500,2460643.2389756944,-1,170,1984.6756591796875,127.74028015136719
xyfnh3max,20241128-20241129,12,2024-11-28T04:08:16.755,2460642.6724161427,6,218,1877.8519287109375,156.19107055664062
xyfnh3max,20241128-20241129,13,2024-11-28T04:52:05.208,2460642.70283805,1,245,2097.9794921875,146.8109893798828
xyfnh3max,20241128-20241129,14,2024-11-28T05:22:28.800,2460642.723944444,5,264,1763.7578125,146.99169921875
xyfnh3max,20241128-20241129,15,2024-11-28T06:06:20.400,2460642.7544027776,-1,292,1841.915283203125,115.19749450683594
xyfnh3max,20241128-20241129,16,2024-11-28T06:36:56.280,2460642.7756513893,6,308,1749.34326171875,149.1653289794922
xyfnh3max,20241128-20241129,17,2024-11-28T12:33:52.500,2460643.0235243053,4,353,1802.654296875,125.68583679199219
xyfnh3min,20241128-20241129,1,2024-11-29T05:53:14.769,2460643.7453098292,-10,73,1886.0050048828125,91.36348724365234
xyfnh3min,20241128-20241129,2,2024-11-29T06:25:26.400,2460643.767666667,-7,92,1884.449951171875,99.55338287353516
xyfnh3min,20241128-20241129,3,2024-11-29T06:54:24.706,2460643.787785948,10,109,1758.04345703125,69.85052490234375
xyfnh3min,20241128-20241129,4,2024-11-29T06:59:37.500,2460643.79140625,-7,112,1806.8472900390625,97.8958511352539
xyfnh3min,20241128-20241129,5,2024-11-29T07:08:28.800,2460643.7975555556,-8,119,1841.2850341796875,96.19062805175781
xyfnh3min,20241128-20241129,6,2024-11-29T07:23:08.280,2460643.8077347223,-8,128,1862.6710205078125,96.13966369628906
xyfnh3min,20241128-20241129,7,2024-11-29T07:39:52.500,2460643.819357639,-8,149,1850.0771484375,92.35922241210938
xyfnh3min,20241128-20241129,8,2024-11-28T09:58:17.434,2460642.9154795595,-10,317,1879.46044921875,91.96910858154297
xyPcldmax,20241128-20241129,1,2024-11-29T00:25:19.200,2460643.517583334,-3,12,1995.4774169921875,122.64006042480469
xyPcldmax,20241128-20241129,2,2024-11-29T01:14:35.000,2460643.5517939813,-5,22,2005.2734375,123.54317474365234
xyPcldmax,20241128-20241129,3,2024-11-29T01:37:13.729,2460643.5675200094,-4,30,1978.8231201171875,124.48503112792969
xyPcldmax,20241128-20241129,4,2024-11-29T05:20:52.800,2460643.7228333335,-1,52,1971.0426025390625,126.64828491210938
xyPcldmax,20241128-20241129,5,2024-11-29T05:20:52.800,2460643.7228333335,7,55,1973.4471435546875,135.11427307128906
xyPcldmax,20241128-20241129,6,2024-11-29T06:12:36.808,2460643.7587593487,-6,84,2047.4454345703125,117.37940216064453
xyPcldmax,20241128-20241129,7,2024-11-29T06:46:57.600,2460643.782611111,-1,104,2011.0626220703125,124.7466812133789
xyPcldmax,20241128-20241129,8,2024-11-29T07:33:30.000,2460643.8149305554,-5,141,2006.364013671875,121.5714111328125
xyPcldmax,20241128-20241129,9,2024-11-29T07:39:52.500,2460643.819357639,7,143,1871.8533935546875,129.57298278808594
