Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,N/A,0.0,15,242,0,118,146.10815108831943,1861.863468441489,0.3333333432674408
1,2024-11-15T05:04:54.353,2460629.711740196,14,198,1,162,115.15628482474712,1862.446014328665,0.44925029137555295
2,2024-11-15T05:06:45.000,2460629.7130208337,4,186,11,174,75.44150889977342,1737.7369134101284,0.41578947870354904
3,2024-11-15T05:06:45.000,2460629.7130208337,24,184,-9,176,89.59250577405837,1884.4935709923252,0.5040196277201175
4,2024-11-15T05:40:58.800,2460629.736791667,4,162,11,198,90.66833320192401,1796.0626423306119,0.40392157435417175
5,2024-11-15T05:51:00.612,2460629.743757087,14,156,1,204,149.45628714224836,1972.9475078715589,0.465706290030966
6,2024-11-15T06:25:40.800,2460629.7678333335,12,137,3,223,157.1538933704991,1917.1434627468198,0.4539642029482385
7,2024-11-15T06:47:05.318,2460629.7827004413,7,128,8,232,117.74681199048405,1919.5868119606212,0.40964052826166153
8,2024-11-15T06:58:30.000,2460629.790625,17,105,-2,255,106.28066715237584,1942.969747011289,0.48235294967889786
9,2024-11-15T07:08:58.000,2460629.7978935186,4,93,11,267,78.38440616631941,1816.3338083458564,0.41960784792900085
10,2024-11-15T07:19:27.000,2460629.8051736113,23,85,-8,275,95.87994032180974,1873.763869363848,0.516042791984298
11,2024-11-15T07:19:27.000,2460629.8051736113,4,77,11,283,85.61848345626001,1680.5539541419748,0.49215687811374664
12,2024-11-15T07:29:54.000,2460629.8124305555,6,69,9,291,111.48817556293176,1656.7088347238537,0.5070588499307632
13,2024-11-15T07:29:54.000,2460629.8124305555,5,60,10,300,113.7177700058598,1535.792805935354,0.4862745106220246
