Type,No.,Lat,Lon,PCld,fNH3
xyfnh3max,1,5,32,1702.0487060546875,128.9980010986328
xyfnh3max,2,3,48,1617.7611083984375,121.24010467529297
xyfnh3max,3,3,74,1719.7376708984375,148.8224334716797
xyfnh3max,4,5,118,1958.477294921875,170.5293426513672
xyfnh3max,5,-4,155,1678.8125,130.8697967529297
xyfnh3max,6,4,164,1747.2972412109375,142.24951171875
xyfnh3max,7,-5,167,1740.4345703125,130.60406494140625
xyfnh3max,8,4,176,1750.44482421875,135.65989685058594
xyfnh3max,9,-5,177,1756.8656005859375,131.38514709472656
xyfnh3max,10,-7,186,1828.6075439453125,131.67559814453125
xyfnh3max,11,6,190,1891.5494384765625,152.4719696044922
xyfnh3max,12,-5,192,1771.973388671875,131.8789520263672
xyfnh3max,13,-10,201,1793.9326171875,135.90716552734375
xyfnh3min,1,-3,32,1682.9580078125,92.92436981201172
xyfnh3min,2,-9,50,1845.2166748046875,99.0403823852539
xyfnh3min,3,10,54,1623.5220947265625,84.77638244628906
xyfnh3min,4,-5,62,1731.324462890625,105.95301055908203
xyfnh3min,5,-1,92,1689.2601318359375,109.03689575195312
xyfnh3min,6,-6,111,1775.4674072265625,109.73905181884766
xyfnh3min,7,-8,130,1884.1776123046875,101.95724487304688
xyPcldmax,1,8,79,1935.6700439453125,136.93630981445312
xyPcldmax,2,11,93,1837.888427734375,97.79210662841797
xyPcldmax,3,7,122,2100.642822265625,157.82574462890625
xyPcldmax,4,10,145,1838.06396484375,97.83209991455078
xyPcldmax,5,8,191,1983.15185546875,132.38397216796875
xyPcldmax,6,-7,196,1848.951416015625,122.68933868408203
xyPcldmin,1,4,39,1579.5865478515625,120.38602447509766
xyPcldmin,2,5,55,1519.5028076171875,114.94261932373047
xyPcldmin,3,6,69,1615.8209228515625,132.04188537597656
xyPcldmin,4,0,80,1732.499755859375,127.85821533203125
xyPcldmin,5,4,100,1611.544677734375,124.78062438964844
xyPcldmin,6,-3,134,1729.673095703125,125.7828140258789
xyPcldmin,7,7,139,1728.869140625,127.6083755493164
xyPcldmin,8,5,154,1648.956298828125,129.98202514648438
xyPcldmin,9,-4,155,1678.8125,130.8697967529297
xyPcldmin,10,9,166,1732.75341796875,114.44713592529297
xyPcldmin,11,-1,175,1687.1767578125,128.9080352783203
