Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20220904-20220905,1,2022-09-05T05:59:06.000,2459827.749375,-8,5,1977.5255126953125,111.3415298461914
xyfnh3max,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,6,21,1851.9044189453125,135.06715393066406
xyfnh3max,20220904-20220905,3,N/A,0.0,4,193,1633.81298828125,132.42494201660156
xyfnh3max,20220904-20220905,4,2022-09-04T06:38:12.000,2459826.776527778,-4,200,1731.496826171875,131.71499633789062
xyfnh3max,20220904-20220905,5,2022-09-04T06:38:12.000,2459826.776527778,4,210,1717.6463623046875,136.8214874267578
xyfnh3max,20220904-20220905,6,2022-09-04T06:38:12.000,2459826.776527778,4,223,1834.7786865234375,140.98281860351562
xyfnh3max,20220904-20220905,7,2022-09-04T06:38:12.000,2459826.776527778,3,247,1803.9893798828125,144.71640014648438
xyfnh3max,20220904-20220905,8,2022-09-04T06:38:12.000,2459826.776527778,-8,249,1970.9483642578125,131.65025329589844
xyfnh3max,20220904-20220905,9,2022-09-04T06:38:12.000,2459826.776527778,3,259,1664.44775390625,136.19081115722656
xyfnh3min,20220904-20220905,1,2022-09-05T05:59:06.000,2459827.749375,-10,9,1947.1019287109375,93.2287826538086
xyfnh3min,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,-3,18,1740.543701171875,80.53578186035156
xyfnh3min,20220904-20220905,3,2022-09-05T05:59:06.000,2459827.749375,7,33,1694.069091796875,74.24797821044922
xyfnh3min,20220904-20220905,4,2022-09-05T05:59:06.000,2459827.749375,-6,41,1859.244140625,84.4715576171875
xyfnh3min,20220904-20220905,5,2022-09-04T06:38:12.000,2459826.776527778,10,262,1764.12109375,87.17630767822266
xyPcldmax,20220904-20220905,1,2022-09-05T05:59:06.000,2459827.749375,-9,5,1982.021484375,104.78643035888672
xyPcldmax,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,7,23,1865.0233154296875,124.75128936767578
xyPcldmax,20220904-20220905,3,2022-09-05T05:59:06.000,2459827.749375,-8,38,1960.192626953125,103.77786254882812
xyPcldmax,20220904-20220905,4,2022-09-04T06:38:12.000,2459826.776527778,-6,204,1816.7110595703125,117.42147827148438
xyPcldmax,20220904-20220905,5,2022-09-04T06:38:12.000,2459826.776527778,-7,217,1860.883056640625,124.50038146972656
xyPcldmax,20220904-20220905,6,2022-09-04T06:38:12.000,2459826.776527778,7,223,1915.5416259765625,133.13595581054688
xyPcldmax,20220904-20220905,7,2022-09-04T06:38:12.000,2459826.776527778,-9,237,1981.292236328125,132.14024353027344
xyPcldmax,20220904-20220905,8,2022-09-04T06:38:12.000,2459826.776527778,-10,243,1981.004638671875,127.0792465209961
xyPcldmax,20220904-20220905,9,2022-09-04T06:38:12.000,2459826.776527778,0,245,1849.578125,130.46392822265625
xyPcldmax,20220904-20220905,10,2022-09-04T06:38:12.000,2459826.776527778,7,246,1891.7542724609375,125.99717712402344
xyPcldmax,20220904-20220905,11,2022-09-04T06:38:12.000,2459826.776527778,-8,250,1992.94580078125,127.9581527709961
xyPcldmin,20220904-20220905,1,2022-09-05T05:59:06.000,2459827.749375,-1,16,1683.232421875,81.888671875
xyPcldmin,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,-1,28,1696.385986328125,93.870361328125
xyPcldmin,20220904-20220905,3,N/A,0.0,2,193,1592.8858642578125,127.60802459716797
xyPcldmin,20220904-20220905,4,N/A,0.0,11,193,1618.450439453125,92.7783203125
xyPcldmin,20220904-20220905,5,2022-09-04T06:38:12.000,2459826.776527778,-1,227,1647.7298583984375,118.79185485839844
xyPcldmin,20220904-20220905,6,2022-09-04T06:38:12.000,2459826.776527778,-1,239,1699.390869140625,124.84812927246094
xyPcldmin,20220904-20220905,7,2022-09-04T06:38:12.000,2459826.776527778,2,246,1764.4677734375,143.0089569091797
xyPcldmin,20220904-20220905,8,2022-09-04T06:38:12.000,2459826.776527778,0,262,1609.7470703125,120.06332397460938
