Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,2025-01-17T04:26:50.000,2460692.685300926,5,334,10,26,81.35787761800195,1722.874167898936,0.543790876865387
1,2025-01-17T04:43:30.000,2460692.6968750004,6,323,9,37,87.8784210856035,1664.5875522264253,0.5372549295425415
2,2025-01-17T06:06:55.529,2460692.7548093684,8,273,7,87,105.17076696595684,1763.6056875319348,0.521568646033605
3,2025-01-17T07:13:30.000,2460692.801041667,8,219,7,141,110.69798211057413,1711.5125554572246,0.5351158868182789
4,2025-01-17T07:34:32.143,2460692.8156498014,5,192,10,168,94.56679805438094,1692.4944030643944,0.41680672764778137
5,2025-01-17T07:42:00.000,2460692.8208333333,5,184,10,176,119.36706339047747,1699.2985534212119,0.3607843220233917
6,N/A,0.0,4,137,11,223,84.1180021009453,1563.167186306307,0.41960784792900085
7,N/A,0.0,23,136,-8,224,101.45588113359122,1744.0504578939615,0.47058823704719543
8,2025-01-17T01:12:57.600,2460692.550666667,18,119,-3,241,111.43809993816522,1771.378552571083,0.5474509954452514
9,2025-01-17T01:14:26.118,2460692.5516911764,24,117,-9,243,102.18127824874578,1763.3286999068366,0.5213379614493425
10,2025-01-17T01:42:19.317,2460692.571056911,7,82,8,278,113.70833751849642,1757.8877883491878,0.5395504715966015
11,2025-01-17T02:07:38.400,2460692.588638889,5,56,10,304,90.83713133327134,1736.968175262668,0.5434974237364165
12,2025-01-17T02:36:22.588,2460692.6085947715,7,41,8,319,98.43154025234342,1691.6390005272958,0.5697808791609371
13,2025-01-17T03:00:49.500,2460692.625572917,4,22,11,338,103.78885852027624,1802.902800127515,0.46941176652908323
14,2025-01-17T03:04:54.188,2460692.6284049484,7,11,8,349,103.32191524944673,1740.5414783947945,0.5861519807949662
