Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,2024-10-27T05:13:06.000,2460610.7174305557,18,335,-3,25,74.90850347403102,1789.5674067443806,0.33725491166114807
1,2024-10-27T05:46:06.000,2460610.7403472224,25,290,-10,70,75.08039315613127,1867.5745016184185,0.43039216101169586
2,2024-10-27T05:59:01.200,2460610.7493194444,22,272,-7,88,69.86127390716558,1812.7890966015136,0.47607845067977905
3,2024-10-27T06:25:00.140,2460610.767362726,22,256,-7,104,77.75642148306824,1828.6041003558778,0.5062471732150677
4,2024-10-27T08:42:28.000,2460610.8628240735,22,167,-7,193,82.08652208599165,1904.7150576361707,0.5058823724587759
5,2024-10-27T08:59:48.000,2460610.874861111,22,151,-7,209,87.89700149346963,2005.884606487511,0.523529440164566
6,2024-10-27T08:59:48.000,2460610.874861111,5,148,10,212,79.73970176358898,1818.7069909081897,0.5529412031173706
7,2024-10-27T08:59:48.000,2460610.874861111,21,146,-6,214,86.98456942008093,1987.3970584313947,0.550980418920517
8,2024-10-27T09:01:06.750,2460610.8757725693,19,136,-4,224,84.81442371491484,1877.9236080035569,0.5450980663299562
9,2024-10-27T09:10:18.000,2460610.8821527776,24,129,-9,231,87.3508762210763,1944.075835017668,0.48627451062202454
