Type,No.,Lat,Lon,PCld,fNH3
xyfnh3max,1,3,10,1576.1163330078125,146.39781188964844
xyfnh3max,2,5,20,1655.8780517578125,150.88626098632812
xyfnh3max,3,-9,151,1838.5400390625,124.41561126708984
xyfnh3max,4,4,154,1709.2301025390625,146.13717651367188
xyfnh3max,5,6,160,1814.58544921875,149.11642456054688
xyfnh3max,6,-5,174,1781.463623046875,120.2684555053711
xyfnh3max,7,4,178,1747.31494140625,131.68785095214844
xyfnh3max,8,-7,185,1853.67724609375,122.92206573486328
xyfnh3max,9,-4,190,1826.8856201171875,122.28345489501953
xyfnh3max,10,-6,204,2003.3770751953125,134.2455291748047
xyfnh3max,11,5,207,1889.475830078125,158.97451782226562
xyfnh3max,12,-10,212,1958.099609375,128.13265991210938
xyfnh3max,13,-10,222,1919.7027587890625,123.98480224609375
xyfnh3max,14,-5,224,1791.3443603515625,127.12608337402344
xyfnh3max,15,7,233,1954.3944091796875,162.231201171875
xyfnh3max,16,-5,233,1757.95556640625,127.26013946533203
xyfnh3min,1,-8,5,1809.692626953125,110.92703247070312
xyfnh3min,2,-7,11,1774.87109375,109.70545196533203
xyfnh3min,3,-7,20,1864.390869140625,106.55562591552734
xyfnh3min,4,-7,29,1847.0633544921875,107.74128723144531
xyfnh3min,5,-8,39,1782.2110595703125,103.34502410888672
xyfnh3min,6,-9,52,1774.6317138671875,98.60221099853516
xyfnh3min,7,-9,144,1744.8468017578125,97.54302215576172
xyfnh3min,8,-7,155,1824.3597412109375,108.6250228881836
xyfnh3min,9,-4,164,1717.9449462890625,106.25206756591797
xyfnh3min,10,-9,172,1845.618896484375,105.27700805664062
xyfnh3min,11,0,186,1712.3321533203125,112.90199279785156
xyfnh3min,12,-8,189,1888.3050537109375,112.3000717163086
xyfnh3min,13,-5,214,1805.0338134765625,111.75215148925781
xyfnh3min,14,-7,224,1850.8697509765625,115.1711654663086
xyfnh3min,15,-7,229,1857.427490234375,115.29654693603516
xyPcldmax,1,9,21,1879.342529296875,103.05355072021484
xyPcldmax,2,-8,49,1802.1378173828125,105.17678833007812
xyPcldmax,3,-8,151,1849.380615234375,120.37641143798828
xyPcldmax,4,8,162,1860.931884765625,143.1201629638672
xyPcldmax,5,9,191,1985.5164794921875,125.01177215576172
xyPcldmax,6,7,202,1966.1932373046875,150.4884490966797
xyPcldmax,7,-7,206,2069.558349609375,127.52339172363281
xyPcldmax,8,9,230,2037.78125,142.48199462890625
xyPcldmin,1,1,23,1619.368896484375,135.25250244140625
xyPcldmin,2,0,40,1561.1097412109375,118.90049743652344
xyPcldmin,3,-1,47,1569.181396484375,116.02696990966797
xyPcldmin,4,2,145,1634.164306640625,130.78871154785156
xyPcldmin,5,11,150,1655.7322998046875,109.83887481689453
xyPcldmin,6,1,153,1671.5352783203125,127.0748519897461
xyPcldmin,7,-3,165,1692.1226806640625,110.52503967285156
xyPcldmin,8,9,173,1695.715576171875,102.21482849121094
xyPcldmin,9,0,184,1692.3421630859375,116.81383514404297
xyPcldmin,10,1,219,1683.179931640625,136.1926727294922
xyPcldmin,11,-1,231,1629.8731689453125,125.10432434082031
