Label,Extrema_Type,Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
NH3,maxima,0,2025-01-27T07:08:48.000,2460702.797777778,57,355,3,5,135.94386964876145,1892.452037124081,0.48627451062202454
NH3,maxima,1,N/A,0.0,87,347,-27,13,98.65294281355276,1599.5229084930506,0.4588235318660736
NH3,maxima,2,N/A,0.0,100,235,-40,125,108.26282204913987,1637.7808574231508,0.3921568691730499
NH3,maxima,3,N/A,0.0,95,235,-35,125,105.26205514852971,1580.6787126865959,0.3921568691730499
NH3,maxima,4,N/A,0.0,28,234,32,126,124.97512389145791,1531.990552595756,0.43921568989753723
NH3,maxima,5,N/A,0.0,111,233,-51,127,111.67830427732204,1701.2989298522762,0.30980393290519714
NH3,maxima,6,N/A,0.0,85,232,-25,128,114.89242431392448,1513.4254325052732,0.48627451062202454
NH3,maxima,7,2025-01-27T01:40:12.000,2460702.5695833336,71,231,-11,129,105.43911370880559,1902.7129985601755,0.4470588266849518
NH3,maxima,8,2025-01-27T01:40:12.000,2460702.5695833336,28,228,32,132,126.68388183100404,1590.2951985139784,0.48235294222831726
NH3,maxima,9,N/A,0.0,91,226,-31,134,106.65526166773775,1473.5045955280875,0.4901960790157318
NH3,maxima,10,N/A,0.0,101,226,-41,134,97.73069343006745,1713.172419413002,0.38823530077934265
NH3,maxima,11,N/A,0.0,80,223,-20,137,107.44156974886988,1713.5617847459569,0.545098066329956
NH3,maxima,12,2025-01-27T01:40:12.000,2460702.5695833336,24,222,36,138,133.537827794339,1564.9906683399124,0.45921568870544427
NH3,maxima,13,N/A,0.0,111,221,-51,139,102.46156343108292,1661.9453205675115,0.32299466295675794
NH3,maxima,14,2025-01-27T01:40:12.000,2460702.5695833336,59,221,1,139,137.5729765291902,1874.7423259221748,0.5208556381138888
NH3,maxima,15,2025-01-27T01:40:12.000,2460702.5695833336,7,219,53,141,158.99632665591142,1805.535348142821,0.28657618165016174
NH3,maxima,16,N/A,0.0,84,215,-24,145,105.85153265395918,1548.7280420317657,0.5647059082984924
NH3,maxima,17,N/A,0.0,94,212,-34,148,98.41786507215767,1516.8952634842167,0.4627451002597809
NH3,maxima,18,2025-01-27T02:01:06.000,2460702.584097222,55,200,5,160,177.48376026680748,1817.3906811326785,0.5790849924087524
NH3,maxima,19,2025-01-27T02:11:34.500,2460702.591371528,22,186,38,174,126.9596412116135,1583.0729391765817,0.4539215713739395
NH3,maxima,20,N/A,0.0,78,179,-18,181,103.46169639846232,1841.1356325748225,0.4560224179710661
