Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3min,20221009-20221013,13,2022-10-09T04:01:30.000,2459861.667708333,-7,275,1913.5203857421875,97.03155517578125
xyfnh3min,20221009-20221013,14,2022-10-09T04:43:00.000,2459861.6965277777,0,290,1701.4571533203125,96.88289642333984
xyfnh3min,20221009-20221013,15,2022-10-09T05:24:30.000,2459861.7253472223,-8,310,1821.1124267578125,95.85574340820312
xyfnh3min,20221009-20221013,16,2022-10-09T05:24:30.000,2459861.7253472223,-10,315,1846.96142578125,95.42506408691406
xyfnh3min,20221009-20221013,17,2022-10-09T05:24:30.000,2459861.7253472223,-5,315,1747.4278564453125,95.10098266601562
xyfnh3min,20221009-20221013,18,2022-10-09T05:24:30.000,2459861.7253472223,-3,336,1744.16357421875,96.28169250488281
xyfnh3min,20221009-20221013,19,2022-10-09T05:24:30.000,2459861.7253472223,-10,339,1945.968017578125,101.2181625366211
xyPcldmax,20221009-20221013,1,2022-10-13T03:45:30.000,2459865.656597222,10,135,2163.558837890625,86.13111114501953
xyPcldmax,20221009-20221013,2,2022-10-13T03:45:30.000,2459865.656597222,-9,145,2157.724853515625,110.101318359375
xyPcldmax,20221009-20221013,3,2022-10-13T03:45:30.000,2459865.656597222,10,166,2073.48828125,99.74564361572266
xyPcldmax,20221009-20221013,4,2022-10-13T03:45:30.000,2459865.656597222,-9,167,2038.3367919921875,109.66426849365234
xyPcldmax,20221009-20221013,5,2022-10-13T03:45:30.000,2459865.656597222,-9,172,2035.7393798828125,107.9439697265625
xyPcldmax,20221009-20221013,6,2022-10-13T03:45:30.000,2459865.656597222,-10,177,2044.464599609375,104.65853118896484
xyPcldmax,20221009-20221013,7,2022-10-13T03:45:30.000,2459865.656597222,8,178,1985.825927734375,115.36442565917969
xyPcldmax,20221009-20221013,8,2022-10-13T03:45:30.000,2459865.656597222,-8,194,1860.005126953125,108.91096496582031
xyPcldmax,20221009-20221013,9,2022-10-09T04:01:30.000,2459861.667708333,-9,232,1907.0369873046875,110.3464126586914
xyPcldmax,20221009-20221013,10,2022-10-09T04:01:30.000,2459861.667708333,-8,241,1906.78271484375,107.98384857177734
xyPcldmax,20221009-20221013,11,2022-10-09T04:01:30.000,2459861.667708333,7,274,1825.145263671875,121.28514099121094
xyPcldmax,20221009-20221013,12,2022-10-09T05:24:30.000,2459861.7253472223,-2,320,1910.1805419921875,108.71258544921875
xyPcldmax,20221009-20221013,13,2022-10-09T05:24:30.000,2459861.7253472223,-9,329,1971.68994140625,104.98434448242188
xyPcldmax,20221009-20221013,14,2022-10-09T05:24:30.000,2459861.7253472223,-9,334,1957.1534423828125,105.24087524414062
xyPcldmin,20221009-20221013,1,2022-10-13T03:45:30.000,2459865.656597222,-2,134,1745.98291015625,104.82035827636719
xyPcldmin,20221009-20221013,2,2022-10-13T03:45:30.000,2459865.656597222,7,152,1738.348876953125,104.82772064208984
xyPcldmin,20221009-20221013,3,2022-10-13T03:45:30.000,2459865.656597222,1,166,1725.0390625,115.59184265136719
xyPcldmin,20221009-20221013,4,2022-10-13T03:45:30.000,2459865.656597222,0,185,1670.1453857421875,119.8134765625
xyPcldmin,20221009-20221013,5,2022-10-13T03:45:30.000,2459865.656597222,-2,192,1670.6243896484375,115.31060791015625
xyPcldmin,20221009-20221013,6,N/A,0.0,8,228,1678.307861328125,104.05929565429688
xyPcldmin,20221009-20221013,7,N/A,0.0,0,230,1605.9896240234375,133.14584350585938
xyPcldmin,20221009-20221013,8,2022-10-09T04:01:30.000,2459861.667708333,8,234,1680.69580078125,98.84669494628906
xyPcldmin,20221009-20221013,9,2022-10-09T04:01:30.000,2459861.667708333,1,249,1619.5023193359375,129.3253631591797
xyPcldmin,20221009-20221013,10,2022-10-09T04:01:30.000,2459861.667708333,5,259,1660.652099609375,119.66091918945312
xyPcldmin,20221009-20221013,11,2022-10-09T04:01:30.000,2459861.667708333,-2,261,1678.6912841796875,115.31238555908203
xyPcldmin,20221009-20221013,12,2022-10-09T04:01:30.000,2459861.667708333,2,273,1675.0545654296875,132.39340209960938
xyPcldmin,20221009-20221013,13,2022-10-09T04:37:48.750,2459861.692925347,0,285,1657.8115234375,109.00383758544922
xyPcldmin,20221009-20221013,14,2022-10-09T04:43:00.000,2459861.6965277777,6,295,1641.9227294921875,106.18331909179688
xyPcldmin,20221009-20221013,15,2022-10-09T04:43:00.000,2459861.6965277777,-3,299,1658.517333984375,108.14447021484375
xyPcldmin,20221009-20221013,16,2022-10-09T04:45:26.471,2459861.698223039,4,300,1656.1041259765625,117.94292449951172
xyPcldmin,20221009-20221013,17,2022-10-09T05:24:30.000,2459861.7253472223,-3,311,1726.75537109375,104.97877502441406
xyPcldmin,20221009-20221013,18,2022-10-09T05:24:30.000,2459861.7253472223,-4,326,1732.9766845703125,110.04149627685547
xyPcldmin,20221009-20221013,19,2022-10-09T05:24:30.000,2459861.7253472223,4,329,1706.5244140625,124.04962158203125
xyPcldmin,20221009-20221013,20,2022-10-09T05:24:30.000,2459861.7253472223,-4,333,1708.6142578125,105.24850463867188
