label,area,eccentricity,seg_intensity_max,seg_intensity_mean,seg_intensity_min,intensity_max,intensity_mean,intensity_min,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg
1,113.0,0.8834843732353777,161.25532574305674,146.83827186796302,135.51699048943973,2086.21521656516,1890.7969098581766,1639.2431259153452,5.575221238938052,52.274336283185846,5.5979470993881755,52.28710695956664
2,106.0,0.9541132152851586,152.49492028248505,143.88961422723668,135.0040905910437,2166.360425948732,2015.9613330046172,1738.2212587854322,5.311320754716981,100.99056603773585,5.321519008647867,100.98240440668233
3,156.0,0.7989529325647823,164.62542587158052,146.66360095314323,135.01142577937011,2019.4358323098338,1808.0575893039297,1548.5241571245974,3.320512820512821,144.47435897435898,3.3832805106185297,144.4388097314449
4,133.0,0.8893260303777291,157.7892265580691,143.17208723615636,135.08206104503182,1972.2692789662058,1868.292931782925,1668.6681901754225,3.097744360902256,171.5187969924812,3.1579219810276875,171.5829592943057
