Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20250106-20250106,1,2025-01-06T07:14:00.000,2460681.801388889,6,52,1927.5189208984375,161.2553253173828
xyfnh3max,20250106-20250106,2,N/A,0.0,1,72,1970.436767578125,127.19559478759766
xyfnh3max,20250106-20250106,3,N/A,0.0,6,99,2071.526123046875,152.4949188232422
xyfnh3max,20250106-20250106,4,2025-01-06T01:15:51.000,2460681.552673611,6,145,1823.804931640625,164.62542724609375
xyfnh3max,20250106-20250106,5,2025-01-06T01:26:18.000,2460681.5599305555,5,173,1881.04052734375,157.7892303466797
xyfnh3min,20250106-20250106,1,2025-01-06T06:53:06.000,2460681.786875,10,27,1687.1064453125,66.20642852783203
xyPcldmax,20250106-20250106,1,2025-01-06T07:14:00.000,2460681.801388889,9,56,2086.21533203125,142.54774475097656
xyPcldmax,20250106-20250106,2,N/A,0.0,7,102,2166.3603515625,150.26934814453125
xyPcldmax,20250106-20250106,3,2025-01-06T01:15:51.000,2460681.552673611,10,146,2025.720458984375,133.07716369628906
xyPcldmax,20250106-20250106,4,2025-01-06T01:26:18.000,2460681.5599305555,0,162,1950.000244140625,135.71987915039062
xyPcldmax,20250106-20250106,5,2025-01-06T01:26:18.000,2460681.5599305555,6,174,1972.269287109375,154.72091674804688
xyPcldmin,20250106-20250106,1,2025-01-06T06:55:42.750,2460681.788689236,7,35,1581.1259765625,89.16161346435547
xyPcldmin,20250106-20250106,2,N/A,0.0,6,88,1635.037841796875,121.8752670288086
xyPcldmin,20250106-20250106,3,2025-01-06T01:05:24.000,2460681.5454166667,6,135,1523.371337890625,115.11270904541016
xyPcldmin,20250106-20250106,4,2025-01-06T01:26:18.000,2460681.5599305555,7,164,1542.0743408203125,95.32522583007812
