Type,No.,Lat,Lon,PCld,fNH3
xyfnh3max,1,2,301,1621.8756103515625,130.26620483398438
xyfnh3max,2,6,328,1840.0946044921875,134.5350799560547
xyfnh3max,3,-7,341,1854.824951171875,125.54182434082031
xyfnh3max,4,8,346,1983.252197265625,146.83389282226562
xyfnh3min,1,-4,283,1625.65576171875,82.11813354492188
xyfnh3min,2,-4,303,1639.3424072265625,98.30870819091797
xyfnh3min,3,9,311,1664.829345703125,83.52706909179688
xyfnh3min,4,-3,319,1701.7088623046875,103.05448913574219
xyfnh3min,5,-2,325,1666.890869140625,104.70579528808594
xyfnh3min,6,11,337,1739.95068359375,84.56487274169922
xyfnh3min,7,-2,339,1626.993896484375,95.92875671386719
xyfnh3min,8,-5,348,1733.3173828125,93.30744171142578
xyPcldmax,1,8,326,1884.4852294921875,125.5992202758789
xyPcldmax,2,10,346,2031.2255859375,131.787353515625
xyPcldmin,1,-1,283,1554.818603515625,92.26126861572266
xyPcldmin,2,9,283,1605.5802001953125,86.8322982788086
xyPcldmin,3,2,297,1583.7540283203125,125.44953918457031
xyPcldmin,4,-1,304,1584.118408203125,114.6361312866211
xyPcldmin,5,7,312,1589.9986572265625,92.29906463623047
xyPcldmin,6,0,324,1654.7896728515625,111.65238189697266
xyPcldmin,7,6,338,1548.6053466796875,95.67420959472656
xyPcldmin,8,1,348,1595.06298828125,99.1882553100586
