label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460593.99375,2024-10-10T11:51:00.000,1.0,0,14.0,124.0,14.0,124.0,2008.1283541018468,2008.1283541018468,2008.1283541018468,70.43400228669151,70.43400228669151,70.43400228669151
2,2460593.99375,2024-10-10T11:51:00.000,1.0,0,12.0,125.0,12.0,125.0,2000.3772014560473,2000.3772014560473,2000.3772014560473,82.98589988863617,82.98589988863617,82.98589988863617
3,2460591.995277778,2024-10-08T11:53:12.000,68.0,0.9884610911977618,-12.911764705882351,171.86764705882354,-12.913262980095787,171.85452814753026,2022.2078514139828,2001.7038426426889,2048.5139745984957,118.76449269949808,106.49726490894912,132.2543434721478
4,2460592.993263889,2024-10-09T11:50:18.000,58.0,0.9849542466440384,-12.620689655172413,317.1034482758621,-12.624224948200755,317.08967275724746,2025.9004214653455,2001.0319826470045,2081.188325039481,117.6464963002133,103.42412960411279,126.91379044109242
5,2460593.001008987,2024-10-09T12:01:27.176,1.0,0,-14.0,328.0,-14.0,328.0,2000.0003584986753,2000.0003584986753,2000.0003584986753,114.98877713584534,114.98877713584534,114.98877713584534
6,2460593.0014930554,2024-10-09T12:02:09.000,3.0,0.97372313034591,-12.333333333333332,331.0,-12.333025972600662,330.9994212710256,2004.2886713441512,2002.440552440618,2005.9203722220886,111.83263240197994,110.10128189815558,113.27094840110769
7,2460593.0014930554,2024-10-09T12:02:09.000,5.0,1.0,15.0,335.0,15.0,335.0013703210505,2023.145004601578,2006.750827822521,2043.120153447427,46.451192308249226,42.48517035757203,51.81296857707073
8,2460593.0014930554,2024-10-09T12:02:09.000,6.0,0.8595520557294148,-11.666666666666668,335.6666666666667,-11.665264599496084,335.66378123815133,2006.244670262924,2000.106346739973,2015.8116879107592,114.81640505275624,109.05230204500795,117.81149650309422
9,2460593.0014930554,2024-10-09T12:02:09.000,1.0,0,-9.0,349.0,-9.0,349.0,2007.4055317845086,2007.4055317845086,2007.4055317845086,118.99017162448612,118.99017162448612,118.99017162448612
10,2460593.0014930554,2024-10-09T12:02:09.000,210.0,0.891703724588062,-2.4761904761904745,349.3857142857143,-2.464735990648208,349.36280373281886,2057.123632258845,2001.2237693329366,2130.2855338360114,137.65628156763043,115.36986394099584,152.55247599454444
