Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
0,2024-11-18T07:51:53.318,2460632.8277004417,19,335,-4,25,132.06778361931396,2028.8547202659392,0.5058823708783496
1,2024-11-18T07:52:50.400,2460632.828361111,6,325,9,35,151.07451267627937,2100.4248850995123,0.3921568691730499
2,2024-11-18T08:13:46.000,2460632.842893518,25,300,-10,60,115.8302606829717,2096.294957876286,0.5084967513879141
3,N/A,0.0,24,174,-9,186,97.64430406986548,1850.199644967009,0.4588235318660736
4,2024-11-18T03:24:45.857,2460632.642197421,18,159,-3,201,115.7107711829503,1898.2182072354603,0.558263321008001
5,2024-11-18T03:35:36.750,2460632.649730903,17,145,-2,215,130.3757903093655,1958.6652849330965,0.563725508749485
6,2024-11-18T03:48:42.000,2460632.6588194445,10,128,5,232,144.9788428835488,1946.3559692054419,0.5627451166510582
7,2024-11-18T03:48:42.000,2460632.6588194445,19,126,-4,234,114.1397328535785,1953.4315735843866,0.6303921788930893
8,2024-11-18T03:56:10.286,2460632.6640079366,25,119,-10,241,103.79872677784435,1967.077809416617,0.536974806870733
9,2024-11-18T04:09:05.177,2460632.67297658,24,103,-9,257,107.73093006512063,1989.4115375193176,0.5557093649518257
10,2024-11-18T04:20:48.000,2460632.6811111113,25,98,-10,262,108.14762981033745,1982.4450926065363,0.5335784535855055
11,2024-11-18T05:55:47.308,2460632.74707532,20,40,-5,320,119.00439446104048,1889.5188924389374,0.5217948859700791
12,2024-11-18T06:08:15.600,2460632.755736111,16,27,-1,333,119.81016721694729,1861.2115637570284,0.5694117903709411
