label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460704.595561508,2025-01-29T02:17:36.514,12.0,0.7950060587397373,10.083333333333332,44.833333333333314,10.083436258062356,44.835333949874666,1744.0810490690058,1729.595736019139,1749.8292217640424,87.66859777924638,79.76904055784249,97.03269429220684
2,2460704.7034375,2025-01-29T04:52:57.000,112.0,0.9480603899507763,5.7232142857142865,137.78571428571428,5.723483033526719,137.75110575195922,1686.1168023915618,1605.213162439075,1748.5881243324184,116.0192836811856,88.08409262209146,145.3215146842271
3,2460704.732328431,2025-01-29T05:34:33.176,25.0,0.9887536268273854,-13.440000000000001,157.52,-13.436685253750163,157.50306347299585,1724.9601659473235,1688.2715101344684,1749.9294177026552,101.32276599012843,98.38498151649681,106.89216185584645
4,2460704.7336111115,2025-01-29T05:36:24.000,65.0,0.8242322504467622,6.246153846153845,166.33846153846153,6.250084998620457,166.32920085405135,1687.8489170804312,1621.6857207239484,1747.7456590552083,117.34194435020275,91.77184977297868,146.09225832606498
5,2460704.7699305555,2025-01-29T06:28:42.000,142.0,0.9195848840168925,6.098591549295774,204.6549295774648,6.10118711909724,204.64892629874277,1716.8462416453074,1665.7543292011067,1749.834567844264,112.3514885579348,83.35784070772999,139.75076628776688
6,2460704.7844444443,2025-01-29T06:49:36.000,1.0,0,4.0,215.0,4.0,215.0,1738.343500400428,1738.343500400428,1738.343500400428,131.20443599041133,131.20443599041133,131.20443599041133
7,2460704.7844444443,2025-01-29T06:49:36.000,158.0,0.8442029652786999,8.012658227848101,230.126582278481,8.000863566363662,230.10268735030888,1705.3382520495172,1620.9530178763928,1749.7871394868207,111.24963302311369,72.90120782525946,153.53006464918414
8,2460704.7844444443,2025-01-29T06:49:36.000,1.0,0,13.0,231.0,13.0,231.0,1745.127843577554,1745.127843577554,1745.127843577554,83.08315305474964,83.08315305474964,83.08315305474964
9,0.0,-04713-11-24T12:00:00.000,1.0,0,-1.0,312.0,-1.0,312.0,1740.4162082268683,1740.4162082268683,1740.4162082268683,104.30430909176663,104.30430909176663,104.30430909176663
10,0.0,-04713-11-24T12:00:00.000,1.0,0,-3.0,312.0,-3.0,312.0,1747.4900160150733,1747.4900160150733,1747.4900160150733,108.39059116939453,108.39059116939453,108.39059116939453
11,0.0,-04713-11-24T12:00:00.000,2.0,1.0,-13.5,313.5,-13.49738168378222,313.50261831621776,1726.7196320657674,1717.6774360333654,1735.7618280981694,96.86947822939281,95.58444886555216,98.15450759323346
12,0.0,-04713-11-24T12:00:00.000,2.0,1.0,3.5,314.5,3.499517214947657,314.5004827850523,1739.6009363434268,1737.9212296852088,1741.2806430016446,113.94661264377987,112.33238435254498,115.56084093501478
13,2460704.5285416665,2025-01-29T00:41:06.000,6.0,0.8999261735473936,-1.8333333333333321,315.5,-1.8344315936240427,315.50133248815627,1740.892615850734,1733.6550611507935,1748.1284222890247,105.15615043396065,98.65436413712152,114.80131143404742
14,2460704.5285416665,2025-01-29T00:41:06.000,5.0,1.0,-14.0,318.0,-14.0,317.9990462023352,1735.7752843926137,1730.1155798818902,1740.8474906451888,99.84863044569208,95.35654443351241,104.94974206177861
15,2460704.5285416665,2025-01-29T00:41:06.000,199.0,0.6215632124083322,9.341708542713569,321.1708542713568,9.305984422927454,321.22983647237106,1710.9807130919316,1601.970929836761,1749.365872976661,94.13152051268709,59.80429218007681,134.38664121070337
16,2460704.5285416665,2025-01-29T00:41:06.000,1.0,0,-14.0,325.0,-14.0,325.0,1746.8381555118237,1746.8381555118237,1746.8381555118237,94.84695271187518,94.84695271187518,94.84695271187518
17,2460704.5361458333,2025-01-29T00:52:03.000,1.0,0,-14.0,354.0,-14.0,354.0,1742.82260922436,1742.82260922436,1742.82260922436,84.57290707586083,84.57290707586083,84.57290707586083
18,2460704.5361458333,2025-01-29T00:52:03.000,14.0,0.8811741573915151,11.928571428571429,355.2857142857143,11.928373931681644,355.2884120338068,1739.7920249595438,1713.3495941115277,1747.010905936219,73.77051741304423,68.46531666871891,80.45685018493236
