Type,No.,Lat,Lon,PCld,fNH3
xyfnh3max,1,-6,9,1758.9600830078125,143.32931518554688
xyfnh3max,2,3,16,1675.457275390625,136.2900390625
xyfnh3max,3,6,31,1908.8321533203125,148.97145080566406
xyfnh3max,4,6,53,1977.07666015625,165.84230041503906
xyfnh3max,5,4,83,1721.7503662109375,164.6193084716797
xyfnh3max,6,5,95,1860.9810791015625,157.2020721435547
xyfnh3max,7,-10,104,2016.0009765625,132.3084716796875
xyfnh3max,8,-10,116,2031.1414794921875,136.91615295410156
xyfnh3max,9,-10,126,2014.83984375,137.68511962890625
xyfnh3max,10,5,137,1763.6746826171875,128.02879333496094
xyfnh3max,11,3,151,1647.9136962890625,117.52960205078125
xyfnh3max,12,5,176,1993.5299072265625,143.95045471191406
xyfnh3max,13,-7,209,1793.594970703125,144.05577087402344
xyfnh3max,14,-4,216,1636.739990234375,139.8534698486328
xyfnh3max,15,5,218,1885.1341552734375,144.8629913330078
xyfnh3max,16,2,233,1620.9324951171875,117.45299530029297
xyfnh3max,17,5,248,1772.9263916015625,150.95132446289062
xyfnh3max,18,3,286,1668.9241943359375,131.9954833984375
xyfnh3max,19,4,319,1674.7752685546875,135.28009033203125
xyfnh3max,20,-7,326,1784.623291015625,120.47505187988281
xyfnh3max,21,-8,338,1731.1619873046875,115.69239807128906
xyfnh3min,1,2,6,1637.9295654296875,102.92086791992188
xyfnh3min,2,9,18,1640.9300537109375,72.66204071044922
xyfnh3min,3,-1,18,1690.6627197265625,101.66377258300781
xyfnh3min,4,-1,28,1615.882568359375,94.50914764404297
xyfnh3min,5,-2,37,1613.29736328125,88.01068878173828
xyfnh3min,6,-6,45,1665.50439453125,82.40694427490234
xyfnh3min,7,-3,63,1696.4129638671875,100.5977554321289
xyfnh3min,8,-5,80,1727.716796875,111.60088348388672
xyfnh3min,9,-6,91,1746.4716796875,110.95277404785156
xyfnh3min,10,-3,133,1704.791259765625,107.59210205078125
xyfnh3min,11,0,151,1676.134521484375,105.33008575439453
xyfnh3min,12,-5,171,1770.9615478515625,101.14588165283203
xyfnh3min,13,-3,192,1710.420166015625,86.17253112792969
xyfnh3min,14,8,196,1657.72998046875,70.63101959228516
xyfnh3min,15,-3,233,1666.349609375,84.97723388671875
xyfnh3min,16,-5,247,1695.9266357421875,99.5191421508789
xyfnh3min,17,-8,280,1762.5472412109375,106.16039276123047
xyfnh3min,18,-4,306,1677.277099609375,104.23533630371094
xyfnh3min,19,-4,320,1705.1309814453125,108.65211486816406
xyPcldmax,1,-8,8,1814.1251220703125,126.97525787353516
xyPcldmax,2,10,29,1974.46484375,129.30052185058594
xyPcldmax,3,10,52,2136.084228515625,130.75929260253906
xyPcldmax,4,9,91,2028.9403076171875,139.34449768066406
xyPcldmax,5,8,101,2024.6190185546875,129.98927307128906
xyPcldmax,6,9,136,1928.492919921875,108.54106903076172
xyPcldmax,7,7,170,1992.5123291015625,130.57992553710938
xyPcldmax,8,7,182,2102.28369140625,128.27804565429688
xyPcldmax,9,9,208,1988.7593994140625,123.62865447998047
xyPcldmax,10,6,219,1955.39892578125,137.97889709472656
xyPcldmax,11,10,248,1957.3875732421875,117.7016372680664
xyPcldmax,12,-9,263,1805.4683837890625,115.08324432373047
xyPcldmax,13,-10,283,1817.3387451171875,109.5726089477539
xyPcldmax,14,-10,295,1842.0899658203125,114.13525390625
xyPcldmin,1,2,7,1637.054931640625,108.02515411376953
xyPcldmin,2,7,14,1589.559326171875,96.65351104736328
xyPcldmin,3,6,20,1596.79541015625,118.12030792236328
xyPcldmin,4,-1,27,1606.930419921875,98.45030975341797
xyPcldmin,5,-1,33,1598.738525390625,91.88882446289062
xyPcldmin,6,-2,39,1611.478515625,92.5173110961914
xyPcldmin,7,4,41,1642.8106689453125,138.4589080810547
xyPcldmin,8,-5,46,1635.76953125,94.03573608398438
xyPcldmin,9,-5,58,1645.3944091796875,112.1007080078125
xyPcldmin,10,-3,69,1639.74853515625,108.33546447753906
xyPcldmin,11,5,74,1531.05419921875,142.77281188964844
xyPcldmin,12,-4,85,1712.8912353515625,117.94693756103516
xyPcldmin,13,-5,93,1720.6383056640625,114.37471008300781
xyPcldmin,14,0,100,1669.757080078125,131.8971710205078
xyPcldmin,15,-2,106,1677.1982421875,119.09730529785156
xyPcldmin,16,9,117,1666.1995849609375,99.15703582763672
xyPcldmin,17,7,127,1565.86865234375,109.26152038574219
xyPcldmin,18,4,158,1549.117919921875,112.09889221191406
xyPcldmin,19,5,199,1568.678955078125,89.53028869628906
xyPcldmin,20,-4,216,1636.739990234375,139.8534698486328
xyPcldmin,21,-2,226,1593.4541015625,121.38236999511719
xyPcldmin,22,5,232,1554.55859375,95.58106994628906
xyPcldmin,23,-4,258,1698.966796875,125.67139434814453
xyPcldmin,24,9,269,1724.3680419921875,97.09366607666016
xyPcldmin,25,-2,273,1646.6883544921875,112.8483657836914
xyPcldmin,26,-1,292,1631.8538818359375,116.6957778930664
xyPcldmin,27,4,305,1572.031494140625,115.20661926269531
xyPcldmin,28,1,321,1628.38330078125,123.85187530517578
xyPcldmin,29,2,332,1625.1553955078125,114.97789764404297
