Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241006-20241010,1,2024-10-06T21:49:39.086,2460590.4094801587,4,15,1842.6427001953125,134.10459899902344
xyfnh3max,20241006-20241010,2,2024-10-06T21:25:00.000,2460590.3923611115,0,29,1915.857666015625,127.98310089111328
xyfnh3max,20241006-20241010,3,2024-10-06T21:25:00.000,2460590.3923611115,3,48,1673.9278564453125,116.65775299072266
xyfnh3max,20241006-20241010,4,2024-10-06T19:37:26.250,2460590.3176649306,3,53,1671.3297119140625,115.3077163696289
xyfnh3max,20241006-20241010,5,2024-10-06T07:02:12.000,2460589.7931944444,6,73,1727.0128173828125,126.82792663574219
xyfnh3max,20241006-20241010,6,N/A,0.0,3,92,1642.3525390625,125.33702087402344
xyfnh3max,20241006-20241010,7,2024-10-10T11:40:06.000,2460593.9861805555,-7,104,1777.9134521484375,128.46685791015625
xyfnh3max,20241006-20241010,8,2024-10-10T11:40:06.000,2460593.9861805555,1,104,1683.168212890625,134.0536346435547
xyfnh3max,20241006-20241010,9,2024-10-10T11:51:00.000,2460593.99375,3,113,1658.2962646484375,134.29257202148438
xyfnh3max,20241006-20241010,10,2024-10-10T11:51:00.000,2460593.99375,4,122,1789.6436767578125,136.48513793945312
xyfnh3max,20241006-20241010,11,2024-10-09T19:47:40.000,2460593.3247685186,1,147,1883.3544921875,122.44293212890625
xyfnh3max,20241006-20241010,12,2024-10-09T03:56:06.000,2460592.6639583334,-1,168,1892.9189453125,130.96690368652344
xyfnh3max,20241006-20241010,13,2024-10-08T11:53:12.000,2460591.995277778,-5,185,1886.6378173828125,120.01842498779297
xyfnh3max,20241006-20241010,14,2024-10-08T11:53:12.000,2460591.995277778,6,196,1908.886474609375,151.39125061035156
xyfnh3max,20241006-20241010,15,2024-10-08T12:05:24.000,2460592.00375,5,212,1740.74267578125,139.23826599121094
xyfnh3max,20241006-20241010,16,N/A,0.0,2,297,1611.930419921875,174.2308807373047
xyfnh3max,20241006-20241010,17,2024-10-09T11:50:18.000,2460592.993263889,-5,304,1773.918212890625,157.07667541503906
xyfnh3max,20241006-20241010,18,2024-10-09T12:02:09.000,2460593.0014930554,-3,349,2077.9013671875,152.55247497558594
xyfnh3min,20241006-20241010,1,2024-10-10T11:40:06.000,2460593.9861805555,-3,94,1768.3524169921875,101.0315933227539
xyfnh3min,20241006-20241010,2,2024-10-10T11:40:06.000,2460593.9861805555,10,98,1598.6478271484375,56.11374282836914
xyfnh3min,20241006-20241010,3,2024-10-09T23:48:30.000,2460593.492013889,-10,139,1893.2137451171875,91.43640899658203
xyfnh3min,20241006-20241010,4,2024-10-09T19:47:40.000,2460593.3247685186,-9,150,1900.2855224609375,94.51104736328125
xyfnh3min,20241006-20241010,5,2024-10-09T11:11:18.000,2460592.9661805555,-9,161,1883.7677001953125,95.72551727294922
xyfnh3min,20241006-20241010,6,2024-10-09T12:00:40.125,2460593.00046441,-9,318,1837.6473388671875,86.26978302001953
xyPcldmax,20241006-20241010,1,2024-10-06T22:15:45.177,2460590.4276062096,-5,14,1946.64501953125,121.18032836914062
xyPcldmax,20241006-20241010,2,2024-10-06T21:25:00.000,2460590.3923611115,8,16,1912.20068359375,109.07469177246094
xyPcldmax,20241006-20241010,3,2024-10-06T21:25:00.000,2460590.3923611115,-5,29,1973.7781982421875,109.9375991821289
xyPcldmax,20241006-20241010,4,2024-10-06T07:02:12.000,2460589.7931944444,2,77,1844.0706787109375,105.70646667480469
xyPcldmax,20241006-20241010,5,2024-10-06T07:02:12.000,2460589.7931944444,7,79,1865.7930908203125,104.9407730102539
xyPcldmax,20241006-20241010,6,2024-10-10T11:40:06.000,2460593.9861805555,-10,96,1854.6502685546875,100.30708312988281
xyPcldmax,20241006-20241010,7,2024-10-10T11:51:00.000,2460593.99375,-2,133,1930.731689453125,120.6781997680664
xyPcldmax,20241006-20241010,8,2024-10-09T19:47:40.000,2460593.3247685186,0,146,1921.3685302734375,118.91165161132812
