Index,MeanTime_FITS,MeanTime_JD,Lat,Lon,Row,Col,NH3_value,PCloud_value,RGB_value
0,0.0,0.0,6,52,9,308,160.33253548681634,1933.7806191860072,0.5733808847990902
1,0.0,0.0,-1,71,16,289,126.07052005526693,1988.8815445781077,0.5788097930581947
2,0.0,0.0,5,287,10,73,159.58819417414603,1726.1632869359955,0.6326797604560852
3,0.0,0.0,4,330,11,30,135.68374590557622,1817.5461944980755,0.7128540476163229
4,0.0,0.0,2,351,13,9,127.6748368334948,1853.8816654534173,0.6705882549285889
