Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241129-20241129,1,N/A,0.0,2,136,1672.5391845703125,142.38267517089844
xyfnh3max,20241129-20241129,2,2024-11-29T03:36:18.000,2460643.6502083335,4,145,1790.9356689453125,135.56988525390625
xyfnh3max,20241129-20241129,3,2024-11-29T03:57:06.000,2460643.664652778,5,168,1725.4345703125,132.52589416503906
xyfnh3max,20241129-20241129,4,2024-11-29T04:18:03.600,2460643.6792083336,3,197,1860.65771484375,140.995849609375
xyfnh3max,20241129-20241129,5,2024-11-29T04:47:26.192,2460643.699608708,4,217,1877.6138916015625,142.2006072998047
xyfnh3max,20241129-20241129,6,2024-11-29T05:20:52.800,2460643.722833333,4,237,1894.3055419921875,146.1348876953125
xyfnh3max,20241129-20241129,7,2024-11-29T06:25:26.400,2460643.767666667,-10,277,1928.204833984375,109.30255889892578
xyfnh3max,20241129-20241129,8,2024-11-29T06:25:26.400,2460643.767666667,6,278,1784.2960205078125,147.56832885742188
xyfnh3max,20241129-20241129,9,2024-11-29T07:31:21.907,2460643.8134479974,-4,324,1994.8468017578125,126.2713623046875
xyfnh3max,20241129-20241129,10,2024-11-29T07:32:24.429,2460643.814171627,6,325,1838.9462890625,135.597900390625
xyfnh3max,20241129-20241129,11,2024-11-29T07:52:57.000,2460643.8284374997,4,351,1863.3804931640625,126.30903625488281
xyfnh3max,20241129-20241129,12,2024-11-29T08:00:48.000,2460643.833888889,-2,355,2029.7847900390625,125.23397827148438
xyfnh3min,20241129-20241129,1,2024-11-29T05:53:14.769,2460643.7453098292,-10,258,1887.754638671875,91.32196044921875
xyfnh3min,20241129-20241129,2,2024-11-29T06:25:26.400,2460643.767666667,-7,277,1885.8836669921875,99.44756317138672
xyfnh3min,20241129-20241129,3,2024-11-29T06:53:17.640,2460643.787009722,10,294,1758.76953125,69.8324203491211
xyfnh3min,20241129-20241129,4,2024-11-29T06:58:37.882,2460643.790716231,-7,297,1807.296875,97.64349365234375
xyfnh3min,20241129-20241129,5,2024-11-29T07:08:28.800,2460643.7975555556,-8,304,1840.8414306640625,96.08460235595703
xyfnh3min,20241129-20241129,6,2024-11-29T07:23:08.280,2460643.8077347227,-8,313,1862.6710205078125,96.13966369628906
