Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20250117-20250117,1,N/A,0.0,4,42,1706.769287109375,141.05996704101562
xyfnh3max,20250117-20250117,2,2025-01-17T01:04:36.000,2460692.5448611113,5,51,1764.7618408203125,139.5286102294922
xyfnh3max,20250117-20250117,3,2025-01-17T01:13:44.625,2460692.551210938,6,57,1836.014404296875,137.9286346435547
xyfnh3max,20250117-20250117,4,2025-01-17T01:15:03.000,2460692.5521180555,5,62,1831.2449951171875,137.181884765625
xyfnh3max,20250117-20250117,5,2025-01-17T01:25:30.000,2460692.5593749997,5,75,1850.439697265625,145.58702087402344
xyfnh3max,20250117-20250117,6,2025-01-17T01:46:24.000,2460692.573888889,4,106,1864.3724365234375,135.3371124267578
xyfnh3max,20250117-20250117,7,2025-01-17T03:01:41.434,2460692.6261740043,5,149,1802.1834716796875,139.86935424804688
xyfnh3max,20250117-20250117,8,2025-01-17T03:18:46.588,2460692.6380392164,-10,159,1937.5177001953125,115.921875
xyfnh3max,20250117-20250117,9,2025-01-17T03:32:36.000,2460692.647638889,-2,172,1906.5064697265625,123.4434585571289
xyfnh3max,20250117-20250117,10,2025-01-17T03:43:03.000,2460692.654895833,6,185,1899.099609375,132.91830444335938
xyfnh3max,20250117-20250117,11,2025-01-17T05:33:30.000,2460692.7315972224,5,230,1861.225341796875,156.81759643554688
xyfnh3max,20250117-20250117,12,2025-01-17T06:24:09.176,2460692.766772876,2,271,1832.739501953125,136.92662048339844
xyfnh3max,20250117-20250117,13,2025-01-17T06:38:04.800,2460692.776444445,4,277,1869.3450927734375,137.19239807128906
xyfnh3max,20250117-20250117,14,2025-01-17T07:21:06.000,2460692.806319445,1,321,1789.208984375,136.7051544189453
xyfnh3max,20250117-20250117,15,2025-01-17T07:42:00.000,2460692.8208333333,5,351,1758.04345703125,140.77294921875
xyfnh3min,20250117-20250117,1,2025-01-17T07:31:33.000,2460692.813576389,-4,336,1797.812744140625,95.30440521240234
xyPcldmax,20250117-20250117,1,2025-01-17T01:04:36.000,2460692.5448611113,-2,49,1850.6329345703125,114.2114486694336
xyPcldmax,20250117-20250117,2,2025-01-17T01:15:03.000,2460692.5521180555,6,61,1859.839111328125,136.29229736328125
xyPcldmax,20250117-20250117,3,2025-01-17T01:25:30.000,2460692.5593749997,-3,76,1957.786865234375,126.53103637695312
xyPcldmax,20250117-20250117,4,2025-01-17T02:01:20.160,2460692.584261111,-8,114,2025.3465576171875,110.10232543945312
xyPcldmax,20250117-20250117,5,2025-01-17T02:43:44.880,2460692.6137138894,-3,139,1958.953125,124.15436553955078
xyPcldmax,20250117-20250117,6,2025-01-17T03:02:44.192,2460692.6269003744,9,150,1868.9931640625,125.76412963867188
xyPcldmax,20250117-20250117,7,2025-01-17T03:17:39.840,2460692.637266667,-2,158,1934.602783203125,128.24237060546875
xyPcldmax,20250117-20250117,8,2025-01-17T03:33:33.000,2460692.648298611,-3,175,1924.98095703125,119.65982055664062
xyPcldmax,20250117-20250117,9,2025-01-17T03:43:03.000,2460692.654895833,8,184,1933.027587890625,124.95755767822266
xyPcldmax,20250117-20250117,10,2025-01-17T05:43:58.500,2460692.738871528,9,237,1956.8291015625,115.90917205810547
xyPcldmax,20250117-20250117,11,2025-01-17T05:43:58.500,2460692.738871528,-5,243,1942.3773193359375,123.5157470703125
