Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20220904-20220905,1,2022-09-05T05:59:06.000,2459827.749375,-8,41,1873.4390869140625,111.50453186035156
xyfnh3max,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,6,48,1712.7562255859375,131.3857421875
xyfnh3max,20220904-20220905,3,2022-09-05T05:59:06.000,2459827.749375,8,66,2047.51611328125,154.94003295898438
xyfnh3max,20220904-20220905,4,2022-09-05T05:59:06.000,2459827.749375,-8,68,1977.5255126953125,111.3415298461914
xyfnh3max,20220904-20220905,5,2022-09-05T05:59:06.000,2459827.749375,6,84,1851.9044189453125,135.06715393066406
xyfnh3max,20220904-20220905,6,2022-09-05T05:59:06.000,2459827.749375,-8,95,1957.2152099609375,109.21946716308594
xyfnh3max,20220904-20220905,7,N/A,0.0,4,264,1633.81298828125,132.42494201660156
xyfnh3max,20220904-20220905,8,2022-09-04T06:38:12.000,2459826.776527778,-4,271,1731.496826171875,131.71499633789062
xyfnh3max,20220904-20220905,9,2022-09-04T06:38:12.000,2459826.776527778,4,281,1717.6463623046875,136.8214874267578
xyfnh3max,20220904-20220905,10,2022-09-04T06:38:12.000,2459826.776527778,4,294,1834.7786865234375,140.98281860351562
xyfnh3max,20220904-20220905,11,2022-09-04T06:38:12.000,2459826.776527778,3,318,1803.9893798828125,144.71640014648438
xyfnh3max,20220904-20220905,12,2022-09-04T06:38:12.000,2459826.776527778,-8,320,1970.9483642578125,131.65025329589844
xyfnh3max,20220904-20220905,13,2022-09-04T06:38:12.000,2459826.776527778,3,330,1664.44775390625,136.19081115722656
xyfnh3min,20220904-20220905,1,N/A,0.0,-3,31,1563.484130859375,71.41496276855469
xyfnh3min,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,8,35,1566.8785400390625,62.02767562866211
xyfnh3min,20220904-20220905,3,2022-09-05T05:59:06.000,2459827.749375,-4,48,1756.6231689453125,83.5891342163086
xyfnh3min,20220904-20220905,4,2022-09-05T05:59:06.000,2459827.749375,-10,72,1947.1019287109375,93.2287826538086
xyfnh3min,20220904-20220905,5,2022-09-05T05:59:06.000,2459827.749375,-3,81,1740.543701171875,80.53578186035156
xyfnh3min,20220904-20220905,6,2022-09-05T05:59:06.000,2459827.749375,7,96,1694.069091796875,74.24797821044922
xyfnh3min,20220904-20220905,7,2022-09-05T05:59:06.000,2459827.749375,-6,104,1859.244140625,84.4715576171875
xyfnh3min,20220904-20220905,8,2022-09-05T05:59:06.000,2459827.749375,7,106,1621.380859375,81.42350006103516
xyfnh3min,20220904-20220905,9,2022-09-04T06:38:12.000,2459826.776527778,10,333,1764.12109375,87.17630767822266
xyPcldmax,20220904-20220905,1,2022-09-05T05:59:06.000,2459827.749375,-9,42,1898.8231201171875,109.04130554199219
xyPcldmax,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,-10,62,2005.17529296875,104.42981719970703
xyPcldmax,20220904-20220905,3,2022-09-05T05:59:06.000,2459827.749375,8,67,2050.670654296875,154.37220764160156
xyPcldmax,20220904-20220905,4,2022-09-05T05:59:06.000,2459827.749375,-9,68,1982.021484375,104.78643035888672
xyPcldmax,20220904-20220905,5,2022-09-05T05:59:06.000,2459827.749375,7,86,1865.0233154296875,124.75128936767578
xyPcldmax,20220904-20220905,6,2022-09-05T05:59:06.000,2459827.749375,-8,101,1960.192626953125,103.77786254882812
xyPcldmax,20220904-20220905,7,2022-09-04T06:38:12.000,2459826.776527778,-6,275,1816.7110595703125,117.42147827148438
xyPcldmax,20220904-20220905,8,2022-09-04T06:38:12.000,2459826.776527778,-7,288,1860.883056640625,124.50038146972656
xyPcldmax,20220904-20220905,9,2022-09-04T06:38:12.000,2459826.776527778,7,294,1915.5416259765625,133.13595581054688
xyPcldmax,20220904-20220905,10,2022-09-04T06:38:12.000,2459826.776527778,-9,308,1981.292236328125,132.14024353027344
xyPcldmax,20220904-20220905,11,2022-09-04T06:38:12.000,2459826.776527778,-10,314,1981.004638671875,127.0792465209961
xyPcldmax,20220904-20220905,12,2022-09-04T06:38:12.000,2459826.776527778,0,316,1849.578125,130.46392822265625
xyPcldmax,20220904-20220905,13,2022-09-04T06:38:12.000,2459826.776527778,7,317,1891.7542724609375,125.99717712402344
xyPcldmax,20220904-20220905,14,2022-09-04T06:38:12.000,2459826.776527778,-8,321,1992.94580078125,127.9581527709961
xyPcldmin,20220904-20220905,1,N/A,0.0,4,32,1479.4796142578125,96.14945983886719
xyPcldmin,20220904-20220905,2,2022-09-05T05:59:06.000,2459827.749375,-1,79,1683.232421875,81.888671875
xyPcldmin,20220904-20220905,3,2022-09-05T05:59:06.000,2459827.749375,-1,91,1696.385986328125,93.870361328125
xyPcldmin,20220904-20220905,4,N/A,0.0,2,264,1592.8858642578125,127.60802459716797
xyPcldmin,20220904-20220905,5,N/A,0.0,11,264,1618.450439453125,92.7783203125
xyPcldmin,20220904-20220905,6,2022-09-04T06:38:12.000,2459826.776527778,-1,298,1647.7298583984375,118.79185485839844
xyPcldmin,20220904-20220905,7,2022-09-04T06:38:12.000,2459826.776527778,-1,310,1699.390869140625,124.84812927246094
xyPcldmin,20220904-20220905,8,2022-09-04T06:38:12.000,2459826.776527778,2,317,1764.4677734375,143.0089569091797
xyPcldmin,20220904-20220905,9,2022-09-04T06:38:12.000,2459826.776527778,0,333,1609.7470703125,120.06332397460938
