Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyPcldmax,20241027-20241027,5,2024-10-27T05:46:06.000,2460610.7403472224,8,136,1904.4300537109375,113.7803955078125
xyPcldmax,20241027-20241027,6,2024-10-27T07:02:04.500,2460610.793107639,2,185,1897.26123046875,127.86846160888672
xyPcldmax,20241027-20241027,7,2024-10-27T07:58:54.000,2460610.8325694446,-1,217,2039.3037109375,103.66970825195312
xyPcldmax,20241027-20241027,8,2024-10-27T08:28:33.000,2460610.853159722,5,228,1965.3612060546875,103.54154205322266
xyPcldmax,20241027-20241027,9,2024-10-27T08:48:29.739,2460610.86701087,6,257,2005.0499267578125,105.99994659423828
xyPcldmax,20241027-20241027,10,2024-10-27T08:59:48.000,2460610.874861111,-6,263,2038.0284423828125,90.2092514038086
xyPcldmax,20241027-20241027,11,2024-10-27T09:10:18.000,2460610.8821527776,-5,287,2008.01318359375,105.1978530883789
xyPcldmin,20241027-20241027,1,N/A,0.0,2,77,1667.179443359375,83.81781005859375
xyPcldmin,20241027-20241027,2,2024-10-27T05:13:06.000,2460610.7174305557,-8,82,1727.6568603515625,85.9891128540039
xyPcldmin,20241027-20241027,3,2024-10-27T05:13:06.000,2460610.7174305557,3,87,1718.4468994140625,94.61641693115234
xyPcldmin,20241027-20241027,4,2024-10-27T05:22:58.941,2460610.724293301,9,96,1704.0621337890625,67.18978118896484
xyPcldmin,20241027-20241027,5,2024-10-27T05:23:36.000,2460610.7247222224,9,102,1699.7562255859375,59.85411071777344
xyPcldmin,20241027-20241027,6,2024-10-27T05:31:06.000,2460610.7299305554,-6,108,1800.313720703125,77.4544906616211
xyPcldmin,20241027-20241027,7,2024-10-27T05:41:58.500,2460610.7374826395,9,121,1628.4127197265625,74.07992553710938
xyPcldmin,20241027-20241027,8,2024-10-27T06:01:09.349,2460610.7508026487,0,150,1707.4783935546875,92.87139892578125
xyPcldmin,20241027-20241027,9,2024-10-27T06:43:40.098,2460610.7803252037,8,174,1637.1298828125,116.24458312988281
xyPcldmin,20241027-20241027,10,2024-10-27T07:17:49.814,2460610.804048773,-2,190,1849.468505859375,112.88337707519531
xyPcldmin,20241027-20241027,11,2024-10-27T07:29:15.000,2460610.8119791667,7,194,1778.188232421875,118.37462615966797
xyPcldmin,20241027-20241027,12,2024-10-27T08:00:14.914,2460610.833505952,7,220,1783.994384765625,92.6924057006836
xyPcldmin,20241027-20241027,13,2024-10-27T08:33:46.125,2460610.8567838543,7,245,1764.0621337890625,91.47315216064453
xyPcldmin,20241027-20241027,14,2024-10-27T08:59:48.000,2460610.874861111,11,272,1797.1002197265625,79.9541015625
