label,jd_time,fits_time,area,eccentricity,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg,seg_intensity_mean,seg_intensity_min,seg_intensity_max,intensity_mean,intensity_min,intensity_max
1,2460692.669409722,2025-01-17T04:03:57.000,1.0,0,4.0,9.0,4.0,9.0,135.5743284011069,135.5743284011069,135.5743284011069,1887.506847919301,1887.506847919301,1887.506847919301
2,2460692.669409722,2025-01-17T04:03:57.000,1.0,0,4.0,15.0,4.0,15.0,135.51322479160834,135.51322479160834,135.51322479160834,1916.9828371280023,1916.9828371280023,1916.9828371280023
3,2460692.7304361113,2025-01-17T05:31:49.680,176.0,0.837038495401485,3.482954545454545,55.42045454545456,3.517140139325484,55.45203243981422,146.03679045344853,135.05903528125177,161.8052885716168,1884.3382037712233,1761.9997570978528,1988.8593869628332
4,2460692.1523958333,2025-01-16T15:39:27.000,62.0,0.9287268468784647,3.548387096774194,99.40322580645159,3.546460958013361,99.39783088492646,136.46166692270842,135.00645227890837,139.6333513455137,1908.1582481311507,1859.027760862402,1954.2261210253914
5,2460691.956956018,2025-01-16T10:58:01.000,1.0,0,5.0,110.0,5.0,110.0,135.1605120230449,135.1605120230449,135.1605120230449,1963.2065619812429,1963.2065619812429,1963.2065619812429
6,2460691.6248958334,2025-01-16T02:59:51.000,82.0,0.9088023296000458,3.1829268292682933,175.78048780487805,3.190964312269802,175.76896568827658,138.68858270029185,135.13779311054574,143.90234343817363,1912.9522209158763,1796.6876164364764,1983.5484499189308
7,2460691.6702777776,2025-01-16T04:05:12.000,63.0,0.946161792324588,4.523809523809524,217.3968253968254,4.523629528147202,217.39974268011855,141.59582092503598,135.14487293566376,149.52175040688638,1840.8235372518056,1800.4218814761898,1892.1726022582975
8,2460691.6864583334,2025-01-16T04:28:30.000,1.0,0,4.0,229.0,4.0,229.0,135.14700430802876,135.14700430802876,135.14700430802876,1862.7795114240678,1862.7795114240678,1862.7795114240678
9,2460692.003548218,2025-01-16T12:05:06.566,182.0,0.9886908551593852,4.087912087912088,255.82417582417582,4.096308998378587,255.90920290016584,141.53378442817072,135.05448919642114,153.08715257079695,1884.210496224653,1796.6292531975082,1989.1238039661482
10,2460692.1797296293,2025-01-16T16:18:48.640,90.0,0.8345771344819104,3.4000000000000004,288.64444444444445,3.4121889645455017,288.65823545969346,139.20654345641157,135.06939960160733,145.17760425739257,1881.6893395623542,1818.4628909536286,1930.6994545002585
11,2460692.2998234467,2025-01-16T19:11:44.746,47.0,0.847730403505312,3.6382978723404253,331.8510638297872,3.643023888927301,331.8559666605428,136.26976515362557,135.02583752531615,138.69138502320249,1821.912802953833,1756.2546098870394,1910.4966095309633
