Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241118-20241118,1,2024-11-18T07:52:50.400,2460632.828361111,5,29,1956.9442138671875,174.295654296875
xyfnh3max,20241118-20241118,2,2024-11-18T08:13:46.000,2460632.842893518,0,61,1971.616943359375,137.044189453125
xyfnh3max,20241118-20241118,3,2024-11-18T08:34:42.000,2460632.8574305554,4,85,1669.9228515625,136.41787719726562
xyfnh3max,20241118-20241118,4,N/A,0.0,2,185,1725.3905029296875,126.01078796386719
xyfnh3max,20241118-20241118,5,2024-11-18T03:17:18.000,2460632.637013889,3,196,1774.403564453125,131.80943298339844
xyfnh3max,20241118-20241118,6,2024-11-18T03:38:14.000,2460632.651550926,4,219,1841.19677734375,149.54415893554688
xyfnh3max,20241118-20241118,7,2024-11-18T03:47:48.171,2460632.6581964283,5,230,1912.5504150390625,145.72390747070312
xyfnh3max,20241118-20241118,8,2024-11-18T04:42:26.400,2460632.696138889,4,274,1807.761962890625,142.1329803466797
xyfnh3max,20241118-20241118,9,2024-11-18T05:13:44.353,2460632.7178744557,2,295,1809.4676513671875,127.09247589111328
xyfnh3max,20241118-20241118,10,2024-11-18T05:59:48.692,2460632.749869124,6,324,1850.8194580078125,142.4688720703125
xyfnh3max,20241118-20241118,11,2024-11-18T06:21:34.909,2460632.7649873733,3,350,1809.0765380859375,135.77438354492188
xyfnh3min,20241118-20241118,1,2024-11-18T08:03:18.000,2460632.835625,-8,48,1960.464599609375,100.41324615478516
xyPcldmax,20241118-20241118,1,2024-11-18T07:51:53.318,2460632.8277004417,-4,25,2028.854736328125,132.06777954101562
xyPcldmax,20241118-20241118,2,2024-11-18T07:52:50.400,2460632.828361111,9,35,2100.4248046875,151.0745086669922
xyPcldmax,20241118-20241118,3,2024-11-18T08:13:46.000,2460632.842893518,-10,60,2096.294921875,115.83026123046875
xyPcldmax,20241118-20241118,4,N/A,0.0,-9,186,1850.1995849609375,97.64430236816406
xyPcldmax,20241118-20241118,5,2024-11-18T03:24:45.857,2460632.642197421,-3,201,1898.21826171875,115.71076965332031
xyPcldmax,20241118-20241118,6,2024-11-18T03:35:36.750,2460632.649730903,-2,215,1958.665283203125,130.37579345703125
xyPcldmax,20241118-20241118,7,2024-11-18T03:48:42.000,2460632.6588194445,5,232,1946.35595703125,144.9788360595703
xyPcldmax,20241118-20241118,8,2024-11-18T03:48:42.000,2460632.6588194445,-4,234,1953.4315185546875,114.13973236083984
xyPcldmax,20241118-20241118,9,2024-11-18T03:56:10.286,2460632.6640079366,-10,241,1967.0777587890625,103.7987289428711
xyPcldmax,20241118-20241118,10,2024-11-18T04:09:05.177,2460632.67297658,-9,257,1989.4114990234375,107.73092651367188
xyPcldmax,20241118-20241118,11,2024-11-18T04:20:48.000,2460632.6811111113,-10,262,1982.445068359375,108.14762878417969
xyPcldmax,20241118-20241118,12,2024-11-18T05:55:47.308,2460632.74707532,-5,320,1889.5189208984375,119.00439453125
xyPcldmax,20241118-20241118,13,2024-11-18T06:08:15.600,2460632.755736111,-1,333,1861.2115478515625,119.81016540527344
xyPcldmin,20241118-20241118,1,2024-11-18T07:42:22.500,2460632.82109375,10,14,1689.93896484375,90.37722778320312
xyPcldmin,20241118-20241118,2,2024-11-18T08:24:15.000,2460632.850173611,7,72,1643.112060546875,115.23265075683594
xyPcldmin,20241118-20241118,3,N/A,0.0,9,187,1660.652099609375,88.81684112548828
xyPcldmin,20241118-20241118,4,2024-11-18T03:17:18.000,2460632.637013889,11,193,1671.827880859375,81.0675277709961
xyPcldmin,20241118-20241118,5,2024-11-18T03:38:14.000,2460632.651550926,10,220,1716.5765380859375,102.73992156982422
xyPcldmin,20241118-20241118,6,2024-11-18T04:20:48.000,2460632.6811111113,8,262,1624.3404541015625,99.2780532836914
xyPcldmin,20241118-20241118,7,2024-11-18T04:48:55.560,2460632.7006430556,11,280,1721.6671142578125,93.32846069335938
xyPcldmin,20241118-20241118,8,2024-11-18T05:04:03.600,2460632.711152778,10,286,1719.4222412109375,91.6530990600586
xyPcldmin,20241118-20241118,9,2024-11-18T05:32:03.000,2460632.730590278,-8,306,1750.5709228515625,105.69071960449219
xyPcldmin,20241118-20241118,10,2024-11-18T05:40:42.360,2460632.7366013885,8,311,1642.3690185546875,105.4703598022461
xyPcldmin,20241118-20241118,11,2024-11-18T06:08:15.600,2460632.755736111,-7,334,1761.243896484375,100.82766723632812
xyPcldmin,20241118-20241118,12,2024-11-18T06:10:12.419,2460632.7570881783,11,336,1669.3028564453125,74.67652130126953
xyPcldmin,20241118-20241118,13,2024-11-18T06:18:43.500,2460632.7630034722,-9,345,1767.0494384765625,97.31013488769531
