Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20220810-20220812,1,2022-08-10T10:13:00.000,2459801.925694444,4,22,1802.1785888671875,121.09449005126953
xyfnh3max,20220810-20220812,2,2022-08-10T10:13:00.000,2459801.925694444,-9,30,1846.12109375,114.12554931640625
xyfnh3max,20220810-20220812,3,2022-08-10T10:13:00.000,2459801.925694444,4,33,1819.9384765625,141.4740753173828
xyfnh3max,20220810-20220812,4,2022-08-10T10:13:00.000,2459801.925694444,-10,35,1792.9609375,114.925537109375
xyfnh3max,20220810-20220812,5,2022-08-10T10:13:00.000,2459801.925694444,-3,45,1637.1993408203125,134.469482421875
xyfnh3max,20220810-20220812,6,N/A,0.0,6,297,1652.54931640625,109.04820251464844
xyfnh3max,20220810-20220812,7,2022-08-12T10:25:30.000,2459803.934375,8,303,1731.3834228515625,113.88362884521484
xyfnh3max,20220810-20220812,8,2022-08-12T10:25:30.000,2459803.934375,2,311,1615.2406005859375,125.45008850097656
xyfnh3max,20220810-20220812,9,2022-08-12T10:25:30.000,2459803.934375,5,331,1891.480224609375,144.53515625
xyfnh3min,20220810-20220812,1,2022-08-10T10:13:00.000,2459801.925694444,-1,5,1611.31494140625,81.50379180908203
xyfnh3min,20220810-20220812,2,2022-08-10T10:13:00.000,2459801.925694444,-6,32,1766.056396484375,104.93646240234375
xyfnh3min,20220810-20220812,3,N/A,0.0,1,297,1513.4761962890625,72.82817840576172
xyfnh3min,20220810-20220812,4,2022-08-12T10:25:30.000,2459803.934375,-1,316,1648.0570068359375,102.38191986083984
xyPcldmax,20220810-20220812,1,2022-08-10T10:13:00.000,2459801.925694444,6,23,1891.52490234375,116.9351806640625
xyPcldmax,20220810-20220812,2,2022-08-10T10:13:00.000,2459801.925694444,-9,24,1914.4583740234375,108.88571166992188
xyPcldmax,20220810-20220812,3,2022-08-10T10:13:00.000,2459801.925694444,7,28,1906.1845703125,111.10863494873047
xyPcldmax,20220810-20220812,4,2022-08-10T10:13:00.000,2459801.925694444,8,44,2072.819091796875,117.55001831054688
xyPcldmax,20220810-20220812,5,2022-08-12T10:25:30.000,2459803.934375,8,321,1824.084716796875,116.5827407836914
xyPcldmax,20220810-20220812,6,2022-08-12T10:25:30.000,2459803.934375,8,336,1995.6492919921875,114.10444641113281
xyPcldmax,20220810-20220812,7,2022-08-12T10:25:30.000,2459803.934375,7,343,1970.7125244140625,108.36200714111328
xyPcldmax,20220810-20220812,8,2022-08-12T10:25:30.000,2459803.934375,10,353,1934.79248046875,68.70799255371094
xyPcldmin,20220810-20220812,1,2022-08-10T10:13:00.000,2459801.925694444,6,7,1579.481689453125,80.39710235595703
xyPcldmin,20220810-20220812,2,2022-08-10T10:13:00.000,2459801.925694444,-1,11,1616.5672607421875,88.49390411376953
xyPcldmin,20220810-20220812,3,2022-08-10T10:13:00.000,2459801.925694444,8,34,1755.4398193359375,117.44147491455078
xyPcldmin,20220810-20220812,4,2022-08-10T10:13:00.000,2459801.925694444,-2,46,1598.659423828125,130.6148681640625
xyPcldmin,20220810-20220812,5,N/A,0.0,-1,298,1462.1341552734375,82.96356201171875
xyPcldmin,20220810-20220812,6,2022-08-12T10:25:30.000,2459803.934375,-2,340,1758.499755859375,104.83068084716797
xyPcldmin,20220810-20220812,7,2022-08-12T10:25:30.000,2459803.934375,-2,356,1670.2528076171875,83.15301513671875
