label,area,eccentricity,seg_intensity_max,seg_intensity_mean,seg_intensity_min,intensity_max,intensity_mean,intensity_min,centroid_lat,centroid_lon,weighted_centroid_lat_seg,weighted_centroid_lon_seg
1,36.0,0.6555258336543305,2086.21521656516,2039.142559222318,2002.1721804192919,160.03469984203073,140.0621600207806,115.50500304055983,8.666666666666668,56.27777777777777,8.665605195985666,56.275454923828676
2,1.0,0,2004.4594598340595,2004.4594598340595,2004.4594598340595,83.941554830661,83.941554830661,83.941554830661,15.0,58.0,15.0,58.0
3,29.0,0.8379207932190472,2054.188867174844,2026.4729523386575,2000.1697390575464,125.67922637484844,120.31462845980032,112.87722039538559,-2.620689655172413,73.65517241379311,-2.624536700436092,73.65082663974822
4,14.0,0.9740666327117372,2093.5426123556413,2042.8664808588542,2000.5271057618975,127.23148868536627,124.7155668069651,121.09061447936331,-3.571428571428573,86.07142857142857,-3.5749251009442133,86.07188825754773
5,102.0,0.8627227895563645,2166.360425948732,2073.0944087593057,2001.239469787513,152.49492028248505,137.5184468868008,100.41982785960458,6.303921568627452,104.15686274509804,6.30769123655959,104.15090125894784
6,7.0,1.0,2038.9525390017636,2024.3674740872775,2008.0642279463734,132.29019532868955,129.64021068511096,127.08581683021512,-4.0,139.0,-4.0,138.99909729227969
7,9.0,0.0,2025.7204565691964,2014.1202457193622,2002.9680866620452,146.69648010764314,130.35379205346985,114.89256381497533,10.0,146.0,9.999064937255254,146.00129338571057
