Label,Extrema_Type,Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
NH3,maxima,0,2024-12-03T02:42:19.714,2460647.6127281743,9,148,6,32,151.80551584974754,1772.3636134106657,0.4907563158443996
NH3,maxima,1,2024-12-03T03:09:12.000,2460647.6313888887,14,115,1,65,141.5606822558858,2095.9471994874607,0.4917647182941437
NH3,maxima,2,2024-12-03T03:18:22.125,2460647.637756076,17,102,-2,78,141.00727250679964,2019.861939137822,0.5566993697235982
NH3,maxima,3,2024-12-03T03:31:49.200,2460647.647097222,11,94,4,86,138.76479780565464,1824.1758497203532,0.5827451229095459
NH3,maxima,4,2024-12-03T04:10:29.875,2460647.673956886,14,74,1,106,126.16202663662894,1848.0525794390467,0.5680555763343969
NH3,maxima,5,2024-12-03T04:50:50.625,2460647.7019748264,9,50,6,130,152.0067583403945,1809.256724841497,0.5112745240330696
NH3,maxima,6,2024-12-03T05:22:02.400,2460647.723638889,13,29,2,151,128.25758736269657,1856.7153629791346,0.5195294338464738
NH3,minima,0,2024-12-03T02:27:24.000,2460647.602361111,6,175,9,5,31.893993414253384,1456.7739297307755,0.42352941632270813
NH3,minima,1,2024-12-03T02:27:24.000,2460647.602361111,23,174,-8,6,73.15952295388702,1728.4322207399784,0.4156862795352936
NH3,minima,2,2024-12-03T02:27:24.000,2460647.602361111,22,164,-7,16,79.32314908417058,1718.645275245546,0.4941176474094391
NH3,minima,3,2024-12-03T02:37:51.000,2460647.6096180556,23,154,-8,26,95.01061417057282,1822.4079441544154,0.5235294252634048
NH3,minima,4,2024-12-03T04:21:14.250,2460647.68141493,25,66,-10,114,87.22822179475384,1900.6848376996893,0.5647059064358473
NH3,minima,5,2024-12-03T05:02:22.800,2460647.709986111,25,44,-10,136,88.66671649700689,1892.5621079156438,0.5670588493347168
NH3,minima,6,2024-12-03T05:15:54.706,2460647.7193831694,5,32,10,148,78.0816135486529,1785.789084508863,0.5953864087076748
PCloud,maxima,0,2024-12-03T02:35:45.600,2460647.6081666667,18,157,-3,23,119.05794504178883,1858.4766717148555,0.4682352960109711
PCloud,maxima,1,2024-12-03T02:40:59.100,2460647.611795139,7,149,8,31,142.2635899535275,1837.5479253102822,0.4458823561668396
PCloud,maxima,2,2024-12-03T02:48:18.000,2460647.616875,21,141,-6,39,115.02750779018737,1984.693477837257,0.4915032784144084
PCloud,maxima,3,2024-12-03T02:48:18.000,2460647.616875,8,138,7,42,126.03099517436435,1908.309606094114,0.4745098054409027
PCloud,maxima,4,2024-12-03T02:54:49.875,2460647.62141059,19,133,-4,47,123.90490072303862,1971.9859575048083,0.4848039308562875
PCloud,maxima,5,2024-12-03T03:06:12.857,2460647.629315477,18,119,-3,61,134.68100166405804,2131.899757316575,0.5016806913273675
PCloud,maxima,6,2024-12-03T03:09:12.000,2460647.6313888887,16,114,-1,66,139.9703599066525,2131.9659937356164,0.4847058892250061
PCloud,maxima,7,2024-12-03T03:23:04.875,2460647.641028646,20,100,-5,80,134.4074284104577,2079.9524397302007,0.5209967531263828
PCloud,maxima,8,2024-12-03T03:54:27.600,2460647.662819444,25,82,-10,98,97.30875133287763,1937.900613024327,0.5254902184009552
PCloud,maxima,9,2024-12-03T03:54:27.600,2460647.662819444,17,82,-2,98,120.10484706816922,1926.5553820234225,0.5443137466907502
PCloud,maxima,10,2024-12-03T04:17:06.000,2460647.6785416664,25,69,-10,111,89.68466160761228,1919.6808553121361,0.5576470792293549
PCloud,maxima,11,2024-12-03T04:17:06.000,2460647.6785416664,18,69,-3,111,119.78424794478683,1932.4652942060427,0.5435294330120086
PCloud,maxima,12,2024-12-03T04:57:55.125,2460647.706888021,6,47,9,133,137.97162877006213,1956.396012070701,0.3850490264594555
PCloud,maxima,13,2024-12-03T05:29:34.200,2460647.7288680556,21,26,-6,154,105.79560879021712,1900.0407284544683,0.5375686520338059
PCloud,maxima,14,2024-12-03T05:33:45.000,2460647.7317708335,15,22,0,158,122.65944814851552,1918.8372721834783,0.5392157087723414
PCloud,maxima,15,2024-12-03T05:36:49.412,2460647.733905229,22,19,-7,161,97.33677252152462,1905.3726159154464,0.5529412031173706
PCloud,maxima,16,2024-12-03T06:02:32.449,2460647.751764456,23,4,-8,176,104.4794623208595,1953.9246506974453,0.4639455803803035
PCloud,minima,0,2024-12-03T02:27:24.000,2460647.602361111,8,173,7,7,64.57144717730316,1414.4114950321925,0.43529412150382996
PCloud,minima,1,2024-12-03T02:27:24.000,2460647.602361111,21,173,-6,7,79.15700569499207,1683.8296390841488,0.4274509847164154
PCloud,minima,2,2024-12-03T02:27:24.000,2460647.602361111,21,163,-6,17,93.33451894365477,1705.8400647383673,0.5137255191802979
PCloud,minima,3,2024-12-03T02:37:51.000,2460647.6096180556,21,152,-6,28,102.42895624033349,1810.8488898358453,0.5372549295425415
PCloud,minima,4,2024-12-03T02:43:33.000,2460647.6135763885,4,147,11,33,103.61116677890847,1778.1409969183503,0.48377897929061536
PCloud,minima,5,2024-12-03T02:58:45.000,2460647.6241319445,6,129,9,51,91.03433635593254,1738.3277413179628,0.5509804114699364
PCloud,minima,6,2024-12-03T03:16:00.750,2460647.6361197913,8,103,7,77,116.16275130300424,1602.4212811810462,0.6398693025112151
PCloud,minima,7,2024-12-03T04:35:23.250,2460647.6912413198,9,60,6,120,114.21137521911453,1559.6133308031929,0.6377451196312904
PCloud,minima,8,2024-12-03T05:24:33.000,2460647.7253819443,7,28,8,152,91.67574289659525,1691.332845077592,0.7163137423992157
PCloud,minima,9,2024-12-03T05:51:34.588,2460647.7441503266,8,12,7,168,95.00736449048021,1615.8039372106946,0.7737024356337154
RGB,maxima,0,2024-12-03T02:37:51.000,2460647.6096180556,22,153,-7,27,96.78118172388554,1843.4792934088414,0.550980418920517
RGB,maxima,1,2024-12-03T02:43:33.000,2460647.6135763885,21,147,-6,33,109.49762001263872,1884.657873571648,0.5636363842270591
RGB,maxima,2,2024-12-03T02:51:10.965,2460647.6188769154,21,136,-6,44,111.74396707229339,1934.690527432769,0.5567275429594105
RGB,maxima,3,2024-12-03T02:55:54.000,2460647.622152778,13,132,2,48,123.11921229397883,1847.2626195097944,0.5746880769729613
RGB,maxima,4,2024-12-03T02:57:51.257,2460647.6235099207,7,130,8,50,97.76408930669183,1760.091773036501,0.5900280288287572
RGB,maxima,5,2024-12-03T02:58:45.000,2460647.6241319445,14,127,1,53,125.50284581331587,1903.851861948418,0.57450982183218
RGB,maxima,6,2024-12-03T02:58:45.000,2460647.6241319445,21,127,-6,53,114.95528257228493,1896.0994637452086,0.6205882579088211
RGB,maxima,7,2024-12-03T03:09:12.000,2460647.6313888887,21,108,-6,72,126.32357024939662,1907.622375797222,0.6737255096435547
RGB,maxima,8,2024-12-03T03:09:12.000,2460647.6313888887,8,107,7,73,111.47020651663038,1636.1828478592083,0.6596078634262085
RGB,maxima,9,2024-12-03T03:51:38.681,2460647.6608643616,20,84,-5,96,107.88982393722095,1892.8704689122126,0.6104297270166112
RGB,maxima,10,2024-12-03T04:01:03.875,2460647.66740596,14,78,1,102,120.55817020344873,1856.959263579446,0.6017157075305779
RGB,maxima,11,2024-12-03T04:10:29.875,2460647.673956886,20,74,-5,106,110.68430254272464,1885.8434337617764,0.6012255089978377
RGB,maxima,12,2024-12-03T04:17:06.000,2460647.6785416664,8,69,7,111,92.21041484288315,1616.0326917157108,0.6705882549285889
RGB,maxima,13,2024-12-03T04:39:44.400,2460647.694263889,10,56,5,124,136.3120642659997,1652.9195494703722,0.6462745308876038
RGB,maxima,14,2024-12-03T04:42:28.979,2460647.696168735,20,54,-5,126,102.89600972925341,1816.6061440058488,0.6328744469804967
RGB,maxima,15,2024-12-03T05:02:22.800,2460647.709986111,20,43,-5,137,103.46708622189121,1858.7732375000712,0.6454902172088623
RGB,maxima,16,2024-12-03T05:08:39.120,2460647.7143416665,13,38,2,142,114.03563543195276,1811.0577942003088,0.6556862950325013
RGB,maxima,17,2024-12-03T05:19:31.800,2460647.721895833,19,30,-4,150,109.54036186576859,1863.8460181966223,0.6297255116701127
RGB,maxima,18,2024-12-03T05:19:31.800,2460647.721895833,7,30,8,150,84.32318956531226,1709.0100375816007,0.7418823683261871
RGB,maxima,19,2024-12-03T05:31:44.423,2460647.730375267,19,24,-4,156,108.49388447007922,1879.3632249087495,0.6201357692480087
RGB,maxima,20,2024-12-03T05:31:44.423,2460647.730375267,24,24,-9,156,87.51989047845998,1880.2137897988566,0.6161387820656483
RGB,maxima,21,2024-12-03T05:37:55.800,2460647.7346736114,20,18,-5,162,101.71057032236408,1884.9196996358708,0.6445490407943726
RGB,maxima,22,2024-12-03T05:51:34.588,2460647.7441503266,9,12,6,168,99.6848228077632,1636.2748181775664,0.8115340366083033
RGB,maxima,23,2024-12-03T06:02:32.449,2460647.751764456,19,4,-4,176,108.70479879133744,1843.0045907538333,0.6909163843612282
RGB,minima,0,2024-12-03T02:27:24.000,2460647.602361111,18,175,-3,5,103.12201561384182,1760.7001410140717,0.3725490272045135
RGB,minima,1,2024-12-03T02:27:24.000,2460647.602361111,11,175,4,5,89.89120396956069,1537.919523838945,0.3803921639919281
RGB,minima,2,2024-12-03T02:37:51.000,2460647.6096180556,7,153,8,27,135.80006414558238,1783.3834224972106,0.41960784792900085
