Label,Extrema_Type,Index,Time_FITS,Time_JD,Pixel_Row,Pixel_Col,Latitude,Longitude,Value_NH3,Value_PCloud,Value_RGB
NH3,maxima,0,2025-12-16T06:15:51.923,2461025.7610176285,10,107,5,73,139.99634569260508,1829.0592882358503,0.7640796369272247
NH3,maxima,1,2025-12-16T07:10:48.750,2461025.799175347,11,75,4,105,135.73829362384876,1806.8330051590706,0.7515792836712066
NH3,maxima,2,2025-12-16T08:04:14.400,2461025.836277778,10,41,5,139,156.68640809798336,1927.7107081942206,0.7041995603643048
NH3,maxima,3,2025-12-16T08:34:12.000,2461025.857083333,13,21,2,159,135.87412396643103,1775.0727130094158,0.7526011186785024
NH3,minima,0,2025-12-16T05:34:05.660,2461025.732009958,16,131,-1,49,77.00525905746474,1827.626211213155,0.8274349786788961
NH3,minima,1,2025-12-16T05:53:30.000,2461025.7454861114,18,119,-3,61,95.06320459853589,1826.9962259423276,0.8125739083208724
NH3,minima,2,2025-12-16T08:57:54.000,2461025.8735416667,25,6,-10,174,117.00063143289495,2008.3410509421078,0.6635647176911907
PCloud,maxima,0,2025-12-16T05:26:48.750,2461025.726953125,7,140,8,40,134.06802674103872,2013.9644705775956,0.7060359342383075
PCloud,maxima,1,2025-12-16T06:11:47.308,2461025.758186432,4,110,11,70,117.71691364994939,1881.547824135191,0.698658022718262
PCloud,maxima,2,2025-12-16T06:21:48.980,2461025.7651502267,25,103,-10,77,118.5292290542165,1934.4821844382604,0.7212883241358833
PCloud,maxima,3,2025-12-16T06:35:00.000,2461025.7743055555,25,96,-10,84,117.23586695971566,1937.463692938034,0.70104224208931
PCloud,maxima,4,2025-12-16T08:10:36.000,2461025.8406944447,6,36,9,144,129.52895657920286,2010.821586623145,0.68314068392999
PCloud,minima,0,2025-12-16T04:47:38.824,2461025.699754902,10,163,5,17,132.7118940890672,1782.310097513364,0.862314807631338
PCloud,minima,1,2025-12-16T05:57:42.692,2461025.7484107907,13,116,2,64,107.8555507419793,1790.2828555241222,0.8007290239706085
PCloud,minima,2,2025-12-16T06:46:55.000,2461025.7825810183,9,89,6,91,117.53590554974006,1737.1556882510288,0.7895075797812472
PCloud,minima,3,2025-12-16T07:20:38.824,2461025.8060049023,14,68,1,112,129.50480266890696,1754.1456273597937,0.7762372583242554
PCloud,minima,4,2025-12-16T07:36:47.308,2461025.817214209,14,58,1,122,131.62151024915767,1746.4107663270015,0.7693292411805855
PCloud,minima,5,2025-12-16T07:38:49.615,2461025.818629808,5,57,10,123,112.44021024377314,1750.9350876160224,0.7264381555759193
PCloud,minima,6,2025-12-16T08:44:44.000,2461025.864398148,15,15,0,165,130.0530424827489,1757.218259912635,0.7621650408051356
RGB,maxima,0,2025-12-16T04:40:24.000,2461025.694722222,12,169,3,11,141.96239421832115,1820.275645420653,0.8806464495290062
RGB,maxima,1,2025-12-16T04:58:57.447,2461025.707609338,17,156,-2,24,120.29732313918954,1853.8794599907305,0.8517625654056251
RGB,maxima,2,2025-12-16T05:18:52.500,2461025.721440972,17,143,-2,37,98.96090769466113,1863.77171826717,0.8395487598998291
RGB,maxima,3,2025-12-16T05:35:03.462,2461025.732678953,17,130,-2,50,77.25403839708557,1820.4166046931944,0.8345107273035548
RGB,maxima,4,2025-12-16T05:55:21.923,2461025.7467815173,17,117,-2,63,98.42994982919188,1817.2612962693315,0.8176818375506162
RGB,maxima,5,2025-12-16T06:19:13.469,2461025.7633503396,17,104,-2,76,122.33806661643216,1806.849315762703,0.8145125972404491
RGB,maxima,6,2025-12-16T06:41:37.500,2461025.7789062494,9,91,6,89,115.81633057136764,1750.084079780465,0.7988177772709312
RGB,maxima,7,2025-12-16T07:02:48.750,2461025.793619792,17,78,-2,102,123.45441454429451,1806.9395109505133,0.7904968004366758
RGB,maxima,8,2025-12-16T07:24:11.250,2461025.808463542,16,65,-1,115,125.80154657505247,1772.9194794820328,0.7920837220910176
RGB,maxima,9,2025-12-16T07:45:26.250,2461025.8232204863,17,52,-2,128,133.71638015675646,1773.049305363979,0.7896694088107639
RGB,maxima,10,2025-12-16T08:10:36.000,2461025.8406944447,18,32,-3,148,136.2852352898327,1859.238143297475,0.7791436008994838
RGB,maxima,11,2025-12-16T08:34:12.000,2461025.857083333,16,19,-1,161,130.71412717867952,1779.3544120396934,0.7706265735004905
RGB,minima,0,2025-12-16T05:27:58.775,2461025.7277636053,5,139,10,41,146.01753570953136,1999.7342903655285,0.6927560720729142
RGB,minima,1,2025-12-16T06:12:49.811,2461025.758909853,4,109,11,71,117.55979681955765,1867.9040469932258,0.6986290811768112
RGB,minima,2,2025-12-16T06:37:02.308,2461025.7757211537,25,95,-10,85,117.52898408161798,1933.3332040186206,0.7005963984426015
RGB,minima,3,2025-12-16T08:02:02.308,2461025.8347489317,5,43,10,137,130.1028251958947,1941.7434809075053,0.6652197054245
