Type,Collection,No.,Avg. Time,JD,Lat,Lon,PCld,fNH3
xyfnh3max,20241129-20241129 SEB OB,1,2024-11-29T07:01:57.188,2460643.7930230037,-17,323,1849.343505859375,119.86815643310547
xyfnh3max,20241129-20241129 SEB OB,2,2024-11-29T07:08:30.000,2460643.7975694444,-12,330,1918.373779296875,116.25498962402344
xyfnh3min,20241129-20241129 SEB OB,1,2024-11-29T06:59:52.412,2460643.79157884,-11,321,1799.5111083984375,93.42927551269531
xyfnh3min,20241129-20241129 SEB OB,2,2024-11-29T07:08:30.000,2460643.7975694444,-7,330,1811.6463623046875,95.20210266113281
xyfnh3min,20241129-20241129 SEB OB,3,2024-11-29T07:08:30.000,2460643.7975694444,-15,330,1872.5135498046875,104.90342712402344
xyPcldmax,20241129-20241129 SEB OB,1,2024-11-29T07:08:30.000,2460643.7975694444,-11,328,1928.81689453125,113.24089813232422
xyPcldmin,20241129-20241129 SEB OB,1,2024-11-29T07:00:52.909,2460643.7922790404,-12,322,1756.9266357421875,99.14757537841797
